,NEWCollabToolsWorkedWith,Confluence,Jira,Slack,Microsoft Azure,Trello,Github,Gitlab,"Google Suite (Docs, Meet, etc)",Microsoft Teams,Stack Overflow for Teams,Facebook Workplace
37014,"Confluence;Jira;Github;Gitlab;Slack;Microsoft Teams;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",1,1,1,0,0,1,1,1,1,1,0
37015,,0,0,0,0,0,0,0,0,0,0,0
37016,Jira;Github;Gitlab;Slack;Microsoft Teams;Trello;Stack Overflow for Teams,0,1,1,0,1,1,1,0,1,1,0
37017,,0,0,0,0,0,0,0,0,0,0,0
37018,,0,0,0,0,0,0,0,0,0,0,0
37019,Github,0,0,0,0,0,1,0,0,0,0,0
37020,,0,0,0,0,0,0,0,0,0,0,0
37021,Jira;Github;Slack;Microsoft Teams,0,1,1,0,0,1,0,0,1,0,0
37022,Microsoft Azure,0,0,0,1,0,0,0,0,0,0,0
37023,,0,0,0,0,0,0,0,0,0,0,0
37024,Confluence;Jira;Github;Microsoft Teams,1,1,0,0,0,1,0,0,1,0,0
37025,Github;Trello,0,0,0,0,1,1,0,0,0,0,0
37026,,0,0,0,0,0,0,0,0,0,0,0
37027,Github;Slack,0,0,1,0,0,1,0,0,0,0,0
37028,Jira;Github;Gitlab;Slack;Microsoft Azure,0,1,1,1,0,1,1,0,0,0,0
37029,,0,0,0,0,0,0,0,0,0,0,0
37030,,0,0,0,0,0,0,0,0,0,0,0
37031,,0,0,0,0,0,0,0,0,0,0,0
37032,"Github;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,0,1,0,0,0
37033,,0,0,0,0,0,0,0,0,0,0,0
37034,"Confluence;Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,0,1,0,0,0
37035,"Confluence;Jira;Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,1,1,0,0,0
37036,,0,0,0,0,0,0,0,0,0,0,0
37037,Confluence;Jira;Microsoft Teams,1,1,0,0,0,0,0,0,1,0,0
37038,,0,0,0,0,0,0,0,0,0,0,0
37039,Jira;Github;Slack;Trello,0,1,1,0,1,1,0,0,0,0,0
37040,Github;Gitlab;Stack Overflow for Teams,0,0,0,0,0,1,1,0,0,1,0
37041,,0,0,0,0,0,0,0,0,0,0,0
37042,,0,0,0,0,0,0,0,0,0,0,0
37043,,0,0,0,0,0,0,0,0,0,0,0
37044,,0,0,0,0,0,0,0,0,0,0,0
37045,,0,0,0,0,0,0,0,0,0,0,0
37046,,0,0,0,0,0,0,0,0,0,0,0
37047,"Github;Facebook Workplace;Slack;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",0,0,1,0,0,1,0,1,0,1,1
37048,,0,0,0,0,0,0,0,0,0,0,0
37049,,0,0,0,0,0,0,0,0,0,0,0
37050,"Confluence;Jira;Github;Gitlab;Slack;Microsoft Teams;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,1,1,1,0,0
37051,,0,0,0,0,0,0,0,0,0,0,0
37052,,0,0,0,0,0,0,0,0,0,0,0
37053,,0,0,0,0,0,0,0,0,0,0,0
37054,,0,0,0,0,0,0,0,0,0,0,0
37055,,0,0,0,0,0,0,0,0,0,0,0
37056,,0,0,0,0,0,0,0,0,0,0,0
37057,,0,0,0,0,0,0,0,0,0,0,0
37058,"Github;Gitlab;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",0,0,0,0,0,1,1,1,0,1,0
37059,Trello,0,0,0,0,1,0,0,0,0,0,0
37060,,0,0,0,0,0,0,0,0,0,0,0
37061,,0,0,0,0,0,0,0,0,0,0,0
37062,"Github;Gitlab;Slack;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,1,1,1,0,0
37063,,0,0,0,0,0,0,0,0,0,0,0
37064,,0,0,0,0,0,0,0,0,0,0,0
37065,,0,0,0,0,0,0,0,0,0,0,0
37066,Jira;Github;Gitlab;Slack;Microsoft Azure,0,1,1,1,0,1,1,0,0,0,0
37067,"Trello;Google Suite (Docs, Meet, etc)",0,0,0,0,1,0,0,1,0,0,0
37068,,0,0,0,0,0,0,0,0,0,0,0
37069,,0,0,0,0,0,0,0,0,0,0,0
37070,,0,0,0,0,0,0,0,0,0,0,0
37071,,0,0,0,0,0,0,0,0,0,0,0
37072,,0,0,0,0,0,0,0,0,0,0,0
37073,,0,0,0,0,0,0,0,0,0,0,0
37074,Github;Gitlab;Slack;Trello;Stack Overflow for Teams,0,0,1,0,1,1,1,0,0,1,0
37075,Github;Gitlab;Microsoft Teams;Microsoft Azure,0,0,0,1,0,1,1,0,1,0,0
37076,Confluence;Jira;Github;Gitlab;Slack;Stack Overflow for Teams,1,1,1,0,0,1,1,0,0,1,0
37077,"Gitlab;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,0,1,1,0,0,0
37078,,0,0,0,0,0,0,0,0,0,0,0
37079,Github;Gitlab;Slack;Stack Overflow for Teams,0,0,1,0,0,1,1,0,0,1,0
37080,Gitlab;Slack;Trello,0,0,1,0,1,0,1,0,0,0,0
37081,,0,0,0,0,0,0,0,0,0,0,0
37082,,0,0,0,0,0,0,0,0,0,0,0
37083,,0,0,0,0,0,0,0,0,0,0,0
37084,Jira;Github,0,1,0,0,0,1,0,0,0,0,0
37085,,0,0,0,0,0,0,0,0,0,0,0
37086,,0,0,0,0,0,0,0,0,0,0,0
37087,"Github;Google Suite (Docs, Meet, etc)",0,0,0,0,0,1,0,1,0,0,0
37088,,0,0,0,0,0,0,0,0,0,0,0
37089,,0,0,0,0,0,0,0,0,0,0,0
37090,Jira;Gitlab;Slack,0,1,1,0,0,0,1,0,0,0,0
37091,Github;Gitlab,0,0,0,0,0,1,1,0,0,0,0
37092,,0,0,0,0,0,0,0,0,0,0,0
37093,Github;Microsoft Teams,0,0,0,0,0,1,0,0,1,0,0
37094,,0,0,0,0,0,0,0,0,0,0,0
37095,,0,0,0,0,0,0,0,0,0,0,0
37096,,0,0,0,0,0,0,0,0,0,0,0
37097,,0,0,0,0,0,0,0,0,0,0,0
37098,,0,0,0,0,0,0,0,0,0,0,0
37099,Jira;Github;Trello,0,1,0,0,1,1,0,0,0,0,0
37100,"Facebook Workplace;Microsoft Teams;Google Suite (Docs, Meet, etc)",0,0,0,0,0,0,0,1,1,0,1
37101,,0,0,0,0,0,0,0,0,0,0,0
37102,,0,0,0,0,0,0,0,0,0,0,0
37103,Jira;Github;Trello,0,1,0,0,1,1,0,0,0,0,0
37104,Confluence;Jira;Github;Gitlab;Facebook Workplace;Slack;Microsoft Teams;Microsoft Azure,1,1,1,1,0,1,1,0,1,0,1
37105,,0,0,0,0,0,0,0,0,0,0,0
37106,,0,0,0,0,0,0,0,0,0,0,0
37107,,0,0,0,0,0,0,0,0,0,0,0
37108,Github;Stack Overflow for Teams,0,0,0,0,0,1,0,0,0,1,0
37109,,0,0,0,0,0,0,0,0,0,0,0
37110,"Jira;Github;Trello;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",0,1,0,0,1,1,0,1,0,1,0
37111,,0,0,0,0,0,0,0,0,0,0,0
37112,Jira;Github,0,1,0,0,0,1,0,0,0,0,0
37113,,0,0,0,0,0,0,0,0,0,0,0
37114,,0,0,0,0,0,0,0,0,0,0,0
37115,Confluence;Jira;Github,1,1,0,0,0,1,0,0,0,0,0
37116,,0,0,0,0,0,0,0,0,0,0,0
37117,Jira;Github;Facebook Workplace;Slack;Microsoft Azure,0,1,1,1,0,1,0,0,0,0,1
37118,,0,0,0,0,0,0,0,0,0,0,0
37119,Github;Gitlab,0,0,0,0,0,1,1,0,0,0,0
37120,,0,0,0,0,0,0,0,0,0,0,0
37121,,0,0,0,0,0,0,0,0,0,0,0
37122,,0,0,0,0,0,0,0,0,0,0,0
37123,,0,0,0,0,0,0,0,0,0,0,0
37124,Github;Stack Overflow for Teams,0,0,0,0,0,1,0,0,0,1,0
37125,"Google Suite (Docs, Meet, etc)",0,0,0,0,0,0,0,1,0,0,0
37126,,0,0,0,0,0,0,0,0,0,0,0
37127,"Confluence;Jira;Github;Slack;Microsoft Teams;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)",1,1,1,1,1,1,0,1,1,0,0
37128,Github,0,0,0,0,0,1,0,0,0,0,0
37129,,0,0,0,0,0,0,0,0,0,0,0
37130,,0,0,0,0,0,0,0,0,0,0,0
37131,,0,0,0,0,0,0,0,0,0,0,0
37132,Github;Stack Overflow for Teams,0,0,0,0,0,1,0,0,0,1,0
37133,,0,0,0,0,0,0,0,0,0,0,0
37134,,0,0,0,0,0,0,0,0,0,0,0
37135,,0,0,0,0,0,0,0,0,0,0,0
37136,Github;Stack Overflow for Teams,0,0,0,0,0,1,0,0,0,1,0
37137,"Github;Google Suite (Docs, Meet, etc)",0,0,0,0,0,1,0,1,0,0,0
37138,,0,0,0,0,0,0,0,0,0,0,0
37139,Confluence;Jira;Github;Gitlab,1,1,0,0,0,1,1,0,0,0,0
37140,Github;Trello,0,0,0,0,1,1,0,0,0,0,0
37141,,0,0,0,0,0,0,0,0,0,0,0
37142,Jira;Github;Gitlab;Slack;Trello;Stack Overflow for Teams,0,1,1,0,1,1,1,0,0,1,0
37143,Jira;Github,0,1,0,0,0,1,0,0,0,0,0
37144,Jira;Github,0,1,0,0,0,1,0,0,0,0,0
37145,,0,0,0,0,0,0,0,0,0,0,0
37146,Confluence;Jira;Github;Gitlab;Slack;Microsoft Teams,1,1,1,0,0,1,1,0,1,0,0
37147,,0,0,0,0,0,0,0,0,0,0,0
37148,"Github;Slack;Trello;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",0,0,1,0,1,1,0,1,0,1,0
37149,,0,0,0,0,0,0,0,0,0,0,0
37150,Jira;Github;Microsoft Teams,0,1,0,0,0,1,0,0,1,0,0
37151,Github;Slack,0,0,1,0,0,1,0,0,0,0,0
37152,,0,0,0,0,0,0,0,0,0,0,0
37153,,0,0,0,0,0,0,0,0,0,0,0
37154,,0,0,0,0,0,0,0,0,0,0,0
37155,"Confluence;Jira;Github;Microsoft Teams;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)",1,1,0,1,1,1,0,1,1,0,0
37156,,0,0,0,0,0,0,0,0,0,0,0
37157,"Confluence;Jira;Github;Gitlab;Slack;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,1,1,1,0,0
37158,Github;Gitlab;Stack Overflow for Teams,0,0,0,0,0,1,1,0,0,1,0
37159,,0,0,0,0,0,0,0,0,0,0,0
37160,,0,0,0,0,0,0,0,0,0,0,0
37161,,0,0,0,0,0,0,0,0,0,0,0
37162,"Github;Google Suite (Docs, Meet, etc)",0,0,0,0,0,1,0,1,0,0,0
37163,,0,0,0,0,0,0,0,0,0,0,0
37164,,0,0,0,0,0,0,0,0,0,0,0
37165,,0,0,0,0,0,0,0,0,0,0,0
37166,,0,0,0,0,0,0,0,0,0,0,0
37167,,0,0,0,0,0,0,0,0,0,0,0
37168,,0,0,0,0,0,0,0,0,0,0,0
37169,Microsoft Teams,0,0,0,0,0,0,0,0,1,0,0
37170,,0,0,0,0,0,0,0,0,0,0,0
37171,Microsoft Teams,0,0,0,0,0,0,0,0,1,0,0
37172,,0,0,0,0,0,0,0,0,0,0,0
37173,Github;Slack;Stack Overflow for Teams,0,0,1,0,0,1,0,0,0,1,0
37174,,0,0,0,0,0,0,0,0,0,0,0
37175,,0,0,0,0,0,0,0,0,0,0,0
37176,,0,0,0,0,0,0,0,0,0,0,0
37177,"Jira;Github;Facebook Workplace;Google Suite (Docs, Meet, etc)",0,1,0,0,0,1,0,1,0,0,1
37178,,0,0,0,0,0,0,0,0,0,0,0
37179,"Confluence;Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",1,1,1,0,0,1,1,1,0,1,0
37180,Github,0,0,0,0,0,1,0,0,0,0,0
37181,,0,0,0,0,0,0,0,0,0,0,0
37182,,0,0,0,0,0,0,0,0,0,0,0
37183,Jira;Gitlab;Slack,0,1,1,0,0,0,1,0,0,0,0
37184,,0,0,0,0,0,0,0,0,0,0,0
37185,Jira,0,1,0,0,0,0,0,0,0,0,0
37186,Github;Gitlab;Slack;Trello,0,0,1,0,1,1,1,0,0,0,0
37187,,0,0,0,0,0,0,0,0,0,0,0
37188,Github,0,0,0,0,0,1,0,0,0,0,0
37189,Confluence;Jira;Slack,1,1,1,0,0,0,0,0,0,0,0
37190,Github;Slack,0,0,1,0,0,1,0,0,0,0,0
37191,,0,0,0,0,0,0,0,0,0,0,0
37192,Jira;Github;Gitlab;Slack,0,1,1,0,0,1,1,0,0,0,0
37193,,0,0,0,0,0,0,0,0,0,0,0
37194,,0,0,0,0,0,0,0,0,0,0,0
37195,,0,0,0,0,0,0,0,0,0,0,0
37196,,0,0,0,0,0,0,0,0,0,0,0
37197,Github;Slack;Trello,0,0,1,0,1,1,0,0,0,0,0
37198,"Github;Gitlab;Trello;Google Suite (Docs, Meet, etc)",0,0,0,0,1,1,1,1,0,0,0
37199,,0,0,0,0,0,0,0,0,0,0,0
37200,,0,0,0,0,0,0,0,0,0,0,0
37201,,0,0,0,0,0,0,0,0,0,0,0
37202,,0,0,0,0,0,0,0,0,0,0,0
37203,,0,0,0,0,0,0,0,0,0,0,0
37204,"Google Suite (Docs, Meet, etc)",0,0,0,0,0,0,0,1,0,0,0
37205,,0,0,0,0,0,0,0,0,0,0,0
37206,Github;Gitlab;Slack;Trello,0,0,1,0,1,1,1,0,0,0,0
37207,,0,0,0,0,0,0,0,0,0,0,0
37208,,0,0,0,0,0,0,0,0,0,0,0
37209,,0,0,0,0,0,0,0,0,0,0,0
37210,Github;Gitlab;Slack,0,0,1,0,0,1,1,0,0,0,0
37211,Jira;Github;Gitlab;Facebook Workplace;Slack,0,1,1,0,0,1,1,0,0,0,1
37212,,0,0,0,0,0,0,0,0,0,0,0
37213,Jira;Github,0,1,0,0,0,1,0,0,0,0,0
37214,Confluence;Jira;Github;Microsoft Teams,1,1,0,0,0,1,0,0,1,0,0
37215,,0,0,0,0,0,0,0,0,0,0,0
37216,,0,0,0,0,0,0,0,0,0,0,0
37217,,0,0,0,0,0,0,0,0,0,0,0
37218,,0,0,0,0,0,0,0,0,0,0,0
37219,,0,0,0,0,0,0,0,0,0,0,0
37220,,0,0,0,0,0,0,0,0,0,0,0
37221,Github;Trello,0,0,0,0,1,1,0,0,0,0,0
37222,,0,0,0,0,0,0,0,0,0,0,0
37223,Github;Microsoft Azure,0,0,0,1,0,1,0,0,0,0,0
37224,,0,0,0,0,0,0,0,0,0,0,0
37225,,0,0,0,0,0,0,0,0,0,0,0
37226,,0,0,0,0,0,0,0,0,0,0,0
37227,,0,0,0,0,0,0,0,0,0,0,0
37228,Github;Slack;Microsoft Azure,0,0,1,1,0,1,0,0,0,0,0
37229,,0,0,0,0,0,0,0,0,0,0,0
37230,Trello,0,0,0,0,1,0,0,0,0,0,0
37231,Github;Slack;Trello,0,0,1,0,1,1,0,0,0,0,0
37232,Github;Microsoft Teams,0,0,0,0,0,1,0,0,1,0,0
37233,,0,0,0,0,0,0,0,0,0,0,0
37234,Github;Stack Overflow for Teams,0,0,0,0,0,1,0,0,0,1,0
37235,,0,0,0,0,0,0,0,0,0,0,0
37236,,0,0,0,0,0,0,0,0,0,0,0
37237,,0,0,0,0,0,0,0,0,0,0,0
37238,Stack Overflow for Teams,0,0,0,0,0,0,0,0,0,1,0
37239,Microsoft Azure,0,0,0,1,0,0,0,0,0,0,0
37240,Jira;Github;Gitlab,0,1,0,0,0,1,1,0,0,0,0
37241,,0,0,0,0,0,0,0,0,0,0,0
37242,Github;Facebook Workplace;Slack;Stack Overflow for Teams,0,0,1,0,0,1,0,0,0,1,1
37243,Github;Slack;Stack Overflow for Teams,0,0,1,0,0,1,0,0,0,1,0
37244,Github;Trello,0,0,0,0,1,1,0,0,0,0,0
37245,,0,0,0,0,0,0,0,0,0,0,0
37246,Github;Slack,0,0,1,0,0,1,0,0,0,0,0
37247,,0,0,0,0,0,0,0,0,0,0,0
37248,,0,0,0,0,0,0,0,0,0,0,0
37249,,0,0,0,0,0,0,0,0,0,0,0
37250,,0,0,0,0,0,0,0,0,0,0,0
37251,,0,0,0,0,0,0,0,0,0,0,0
37252,Github,0,0,0,0,0,1,0,0,0,0,0
37253,,0,0,0,0,0,0,0,0,0,0,0
37254,,0,0,0,0,0,0,0,0,0,0,0
37255,,0,0,0,0,0,0,0,0,0,0,0
37256,Github;Gitlab,0,0,0,0,0,1,1,0,0,0,0
37257,"Github;Slack;Trello;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",0,0,1,0,1,1,0,1,0,1,0
37258,,0,0,0,0,0,0,0,0,0,0,0
37259,,0,0,0,0,0,0,0,0,0,0,0
37260,,0,0,0,0,0,0,0,0,0,0,0
37261,,0,0,0,0,0,0,0,0,0,0,0
37262,,0,0,0,0,0,0,0,0,0,0,0
37263,,0,0,0,0,0,0,0,0,0,0,0
37264,,0,0,0,0,0,0,0,0,0,0,0
37265,,0,0,0,0,0,0,0,0,0,0,0
37266,,0,0,0,0,0,0,0,0,0,0,0
37267,Slack,0,0,1,0,0,0,0,0,0,0,0
37268,,0,0,0,0,0,0,0,0,0,0,0
37269,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,0,0,0
37270,,0,0,0,0,0,0,0,0,0,0,0
37271,,0,0,0,0,0,0,0,0,0,0,0
37272,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,0,0,0
37273,,0,0,0,0,0,0,0,0,0,0,0
37274,,0,0,0,0,0,0,0,0,0,0,0
37275,,0,0,0,0,0,0,0,0,0,0,0
37276,,0,0,0,0,0,0,0,0,0,0,0
37277,,0,0,0,0,0,0,0,0,0,0,0
37278,Trello,0,0,0,0,1,0,0,0,0,0,0
37279,,0,0,0,0,0,0,0,0,0,0,0
37280,"Github;Trello;Google Suite (Docs, Meet, etc)",0,0,0,0,1,1,0,1,0,0,0
37281,,0,0,0,0,0,0,0,0,0,0,0
37282,,0,0,0,0,0,0,0,0,0,0,0
37283,,0,0,0,0,0,0,0,0,0,0,0
37284,,0,0,0,0,0,0,0,0,0,0,0
37285,,0,0,0,0,0,0,0,0,0,0,0
37286,"Github;Gitlab;Trello;Google Suite (Docs, Meet, etc)",0,0,0,0,1,1,1,1,0,0,0
37287,"Confluence;Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,1,1,0,0,0
37288,"Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,1,1,0,0,0
37289,Github;Slack,0,0,1,0,0,1,0,0,0,0,0
37290,,0,0,0,0,0,0,0,0,0,0,0
37291,,0,0,0,0,0,0,0,0,0,0,0
37292,,0,0,0,0,0,0,0,0,0,0,0
37293,,0,0,0,0,0,0,0,0,0,0,0
37294,,0,0,0,0,0,0,0,0,0,0,0
37295,Github,0,0,0,0,0,1,0,0,0,0,0
37296,,0,0,0,0,0,0,0,0,0,0,0
37297,,0,0,0,0,0,0,0,0,0,0,0
37298,,0,0,0,0,0,0,0,0,0,0,0
37299,"Github;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,0,1,0,0,0
37300,Github;Microsoft Azure,0,0,0,1,0,1,0,0,0,0,0
37301,,0,0,0,0,0,0,0,0,0,0,0
37302,"Jira;Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",0,1,1,0,1,1,1,1,0,0,0
37303,,0,0,0,0,0,0,0,0,0,0,0
37304,,0,0,0,0,0,0,0,0,0,0,0
37305,"Confluence;Jira;Github;Google Suite (Docs, Meet, etc)",1,1,0,0,0,1,0,1,0,0,0
37306,,0,0,0,0,0,0,0,0,0,0,0
37307,Github;Slack;Trello,0,0,1,0,1,1,0,0,0,0,0
37308,,0,0,0,0,0,0,0,0,0,0,0
37309,,0,0,0,0,0,0,0,0,0,0,0
37310,Jira;Gitlab;Slack,0,1,1,0,0,0,1,0,0,0,0
37311,,0,0,0,0,0,0,0,0,0,0,0
37312,Confluence;Jira;Github;Microsoft Azure,1,1,0,1,0,1,0,0,0,0,0
37313,,0,0,0,0,0,0,0,0,0,0,0
37314,,0,0,0,0,0,0,0,0,0,0,0
37315,,0,0,0,0,0,0,0,0,0,0,0
37316,,0,0,0,0,0,0,0,0,0,0,0
37317,Github;Microsoft Teams;Stack Overflow for Teams,0,0,0,0,0,1,0,0,1,1,0
37318,,0,0,0,0,0,0,0,0,0,0,0
37319,,0,0,0,0,0,0,0,0,0,0,0
37320,,0,0,0,0,0,0,0,0,0,0,0
37321,,0,0,0,0,0,0,0,0,0,0,0
37322,,0,0,0,0,0,0,0,0,0,0,0
37323,,0,0,0,0,0,0,0,0,0,0,0
37324,"Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,1,1,0,0,0
37325,,0,0,0,0,0,0,0,0,0,0,0
37326,Github,0,0,0,0,0,1,0,0,0,0,0
37327,,0,0,0,0,0,0,0,0,0,0,0
37328,"Github;Trello;Google Suite (Docs, Meet, etc)",0,0,0,0,1,1,0,1,0,0,0
37329,Jira;Github;Gitlab;Slack,0,1,1,0,0,1,1,0,0,0,0
37330,"Confluence;Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,1,1,0,0,0
37331,Github,0,0,0,0,0,1,0,0,0,0,0
37332,Jira;Github;Gitlab;Slack;Trello,0,1,1,0,1,1,1,0,0,0,0
37333,"Confluence;Jira;Github;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)",1,1,0,0,1,1,0,1,1,0,0
37334,,0,0,0,0,0,0,0,0,0,0,0
37335,Github,0,0,0,0,0,1,0,0,0,0,0
37336,,0,0,0,0,0,0,0,0,0,0,0
37337,Github,0,0,0,0,0,1,0,0,0,0,0
37338,,0,0,0,0,0,0,0,0,0,0,0
37339,,0,0,0,0,0,0,0,0,0,0,0
37340,,0,0,0,0,0,0,0,0,0,0,0
37341,"Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,1,1,0,0,0
37342,Github;Gitlab;Slack,0,0,1,0,0,1,1,0,0,0,0
37343,Github,0,0,0,0,0,1,0,0,0,0,0
37344,,0,0,0,0,0,0,0,0,0,0,0
37345,,0,0,0,0,0,0,0,0,0,0,0
37346,"Github;Gitlab;Facebook Workplace;Trello;Google Suite (Docs, Meet, etc)",0,0,0,0,1,1,1,1,0,0,1
37347,,0,0,0,0,0,0,0,0,0,0,0
37348,Jira;Gitlab;Slack;Microsoft Teams,0,1,1,0,0,0,1,0,1,0,0
37349,,0,0,0,0,0,0,0,0,0,0,0
37350,,0,0,0,0,0,0,0,0,0,0,0
37351,Confluence;Jira;Github;Slack,1,1,1,0,0,1,0,0,0,0,0
37352,Jira;Github;Slack;Microsoft Teams,0,1,1,0,0,1,0,0,1,0,0
37353,,0,0,0,0,0,0,0,0,0,0,0
37354,,0,0,0,0,0,0,0,0,0,0,0
37355,Confluence;Jira;Slack,1,1,1,0,0,0,0,0,0,0,0
37356,,0,0,0,0,0,0,0,0,0,0,0
37357,,0,0,0,0,0,0,0,0,0,0,0
37358,,0,0,0,0,0,0,0,0,0,0,0
37359,"Confluence;Jira;Github;Gitlab;Slack;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,1,1,1,0,0
37360,,0,0,0,0,0,0,0,0,0,0,0
37361,Github,0,0,0,0,0,1,0,0,0,0,0
37362,,0,0,0,0,0,0,0,0,0,0,0
37363,,0,0,0,0,0,0,0,0,0,0,0
37364,,0,0,0,0,0,0,0,0,0,0,0
37365,,0,0,0,0,0,0,0,0,0,0,0
37366,Github,0,0,0,0,0,1,0,0,0,0,0
37367,,0,0,0,0,0,0,0,0,0,0,0
37368,Github;Gitlab;Slack;Trello,0,0,1,0,1,1,1,0,0,0,0
37369,Github;Gitlab,0,0,0,0,0,1,1,0,0,0,0
37370,,0,0,0,0,0,0,0,0,0,0,0
37371,,0,0,0,0,0,0,0,0,0,0,0
37372,Jira,0,1,0,0,0,0,0,0,0,0,0
37373,"Confluence;Jira;Github;Gitlab;Slack;Microsoft Teams;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,1,1,1,0,0
37374,,0,0,0,0,0,0,0,0,0,0,0
37375,Jira;Github,0,1,0,0,0,1,0,0,0,0,0
37376,,0,0,0,0,0,0,0,0,0,0,0
37377,,0,0,0,0,0,0,0,0,0,0,0
37378,,0,0,0,0,0,0,0,0,0,0,0
37379,,0,0,0,0,0,0,0,0,0,0,0
37380,,0,0,0,0,0,0,0,0,0,0,0
37381,,0,0,0,0,0,0,0,0,0,0,0
37382,,0,0,0,0,0,0,0,0,0,0,0
37383,"Github;Gitlab;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)",0,0,0,0,1,1,1,1,1,0,0
37384,,0,0,0,0,0,0,0,0,0,0,0
37385,Github;Slack,0,0,1,0,0,1,0,0,0,0,0
37386,,0,0,0,0,0,0,0,0,0,0,0
37387,Github;Stack Overflow for Teams,0,0,0,0,0,1,0,0,0,1,0
37388,Github;Microsoft Azure,0,0,0,1,0,1,0,0,0,0,0
37389,,0,0,0,0,0,0,0,0,0,0,0
37390,"Jira;Github;Microsoft Teams;Google Suite (Docs, Meet, etc)",0,1,0,0,0,1,0,1,1,0,0
37391,,0,0,0,0,0,0,0,0,0,0,0
37392,,0,0,0,0,0,0,0,0,0,0,0
37393,,0,0,0,0,0,0,0,0,0,0,0
37394,,0,0,0,0,0,0,0,0,0,0,0
37395,Github,0,0,0,0,0,1,0,0,0,0,0
37396,,0,0,0,0,0,0,0,0,0,0,0
37397,"Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",0,1,1,0,0,1,1,1,0,1,0
37398,Github;Stack Overflow for Teams,0,0,0,0,0,1,0,0,0,1,0
37399,,0,0,0,0,0,0,0,0,0,0,0
37400,Confluence;Github;Trello,1,0,0,0,1,1,0,0,0,0,0
37401,,0,0,0,0,0,0,0,0,0,0,0
37402,Github,0,0,0,0,0,1,0,0,0,0,0
37403,Github;Gitlab;Trello,0,0,0,0,1,1,1,0,0,0,0
37404,,0,0,0,0,0,0,0,0,0,0,0
37405,,0,0,0,0,0,0,0,0,0,0,0
37406,Github;Gitlab;Stack Overflow for Teams,0,0,0,0,0,1,1,0,0,1,0
37407,,0,0,0,0,0,0,0,0,0,0,0
37408,"Confluence;Jira;Github;Gitlab;Slack;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,1,1,1,0,0
37409,,0,0,0,0,0,0,0,0,0,0,0
37410,"Github;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,0,1,0,0,0
37411,Github;Gitlab;Trello,0,0,0,0,1,1,1,0,0,0,0
37412,,0,0,0,0,0,0,0,0,0,0,0
37413,,0,0,0,0,0,0,0,0,0,0,0
37414,,0,0,0,0,0,0,0,0,0,0,0
37415,,0,0,0,0,0,0,0,0,0,0,0
37416,,0,0,0,0,0,0,0,0,0,0,0
37417,,0,0,0,0,0,0,0,0,0,0,0
37418,,0,0,0,0,0,0,0,0,0,0,0
37419,,0,0,0,0,0,0,0,0,0,0,0
37420,,0,0,0,0,0,0,0,0,0,0,0
37421,Confluence;Jira;Gitlab;Slack;Microsoft Teams;Trello,1,1,1,0,1,0,1,0,1,0,0
37422,Github;Slack;Stack Overflow for Teams,0,0,1,0,0,1,0,0,0,1,0
37423,,0,0,0,0,0,0,0,0,0,0,0
37424,Github;Gitlab;Microsoft Teams,0,0,0,0,0,1,1,0,1,0,0
