,MiscTechWorkedWith,.NET,.NET Core,React Native,Ansible,Pandas,Node.js,Unity 3D,TensorFlow,Torch/PyTorch,Teraform,Unreal Engine,Hadoop,Flutter,Cordova,Xamarin,Keras,Chef,Apache Spark,Puppet
25185,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25186,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25187,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25188,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25189,Pandas;TensorFlow,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25190,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25191,TensorFlow;Torch/PyTorch;Unity 3D,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
25192,.NET;Node.js,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25193,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25194,.NET;.NET Core;Node.js,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25195,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25196,.NET;.NET Core;Node.js,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25197,.NET;.NET Core;Node.js,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25198,.NET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25199,Flutter;Unity 3D,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
25200,.NET;Node.js,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25201,Node.js;React Native,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25202,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25203,.NET;.NET Core;Node.js;Puppet,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
25204,.NET;.NET Core,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25205,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25206,Ansible;Pandas;Puppet;TensorFlow,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
25207,Keras;Pandas;TensorFlow;Teraform;Torch/PyTorch,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0
25208,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25209,Pandas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25210,Torch/PyTorch,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25211,Cordova;Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
25212,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25213,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25214,Pandas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25215,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25216,TensorFlow,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25217,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25218,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25219,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25220,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25221,Pandas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25222,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25223,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25224,.NET Core;Node.js,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25225,Flutter,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25226,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25227,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25228,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25229,Ansible,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25230,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25231,TensorFlow,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25232,Puppet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25233,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25234,Hadoop;Node.js,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
25235,.NET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25236,Pandas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25237,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25238,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25239,Node.js;Pandas,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25240,.NET Core;Flutter;Node.js,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
25241,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25242,Apache Spark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25243,Pandas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25244,.NET;Node.js;Unity 3D,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
25245,.NET;Node.js,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25246,Node.js;Pandas,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25247,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25248,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25249,Apache Spark;Hadoop;Node.js,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
25250,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25251,.NET;.NET Core;Node.js,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25252,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25253,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25254,.NET;.NET Core,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25255,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25256,.NET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25257,.NET;.NET Core;Ansible;Node.js;Teraform,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
25258,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25259,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25260,Node.js;Puppet,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
25261,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25262,.NET;.NET Core;Node.js,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25263,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25264,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25265,.NET;.NET Core;Xamarin,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25266,Ansible;Node.js;Teraform,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
25267,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25268,.NET;.NET Core;Pandas,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25269,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25270,.NET;.NET Core;Node.js,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25271,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25272,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25273,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25274,.NET;.NET Core,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25275,Node.js;Unity 3D;Xamarin,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
25276,.NET;.NET Core,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25277,React Native,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25278,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25279,Xamarin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25280,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25281,Node.js;React Native,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25282,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25283,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25284,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25285,React Native,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25286,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25287,.NET;.NET Core;Node.js,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25288,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25289,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25290,.NET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25291,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25292,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25293,.NET Core,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25294,Node.js;React Native,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25295,Pandas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25296,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25297,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25298,.NET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25299,.NET;Pandas,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25300,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25301,Pandas;TensorFlow;Torch/PyTorch,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
25302,Unreal Engine,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25303,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25304,TensorFlow;Unity 3D;Unreal Engine,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
25305,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25306,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25307,Pandas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25308,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25309,Pandas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25310,Flutter;Node.js;Puppet,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
25311,Pandas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25312,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25313,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25314,.NET;.NET Core;Node.js;Xamarin,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
25315,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25316,.NET;.NET Core;Xamarin,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25317,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25318,Node.js;TensorFlow,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
25319,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25320,.NET;.NET Core;Cordova;Flutter;Node.js;Unity 3D;Unreal Engine,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0
25321,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25322,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25323,.NET Core;Node.js;Xamarin,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
25324,Ansible;Node.js,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25325,Node.js;React Native,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25326,.NET;.NET Core,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25327,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25328,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25329,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25330,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25331,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25332,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25333,Node.js;React Native,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25334,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25335,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25336,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25337,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25338,.NET Core;Node.js,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25339,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25340,Ansible;Apache Spark;Node.js,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
25341,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25342,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25343,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25344,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25345,.NET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25346,.NET;.NET Core;Node.js,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25347,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25348,Unity 3D,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25349,Node.js;Unity 3D,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
25350,.NET;.NET Core;Node.js,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25351,Ansible,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25352,.NET;.NET Core;Node.js,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25353,.NET;.NET Core;TensorFlow,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25354,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25355,.NET;.NET Core,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25356,Cordova;Flutter;Node.js;React Native,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
25357,.NET;.NET Core;Node.js,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25358,.NET;.NET Core;Node.js;Unity 3D,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
25359,.NET;.NET Core;Xamarin,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25360,Keras;Pandas;TensorFlow;Torch/PyTorch,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
25361,Ansible;Node.js,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25362,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25363,.NET;.NET Core,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25364,.NET;.NET Core;Node.js,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25365,.NET;.NET Core;Chef,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25366,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25367,Apache Spark;Chef;Hadoop;Node.js;TensorFlow,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0
25368,.NET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25369,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25370,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25371,Cordova;Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
25372,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25373,.NET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25374,.NET;.NET Core;Xamarin,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25375,Node.js;React Native;Xamarin,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
25376,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25377,Teraform,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25378,Pandas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25379,Flutter;Node.js;TensorFlow,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
25380,.NET;.NET Core;Node.js;Pandas;TensorFlow,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
25381,Node.js;Teraform,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
25382,.NET;.NET Core,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25383,.NET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25384,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25385,Node.js;Pandas,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25386,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25387,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25388,Unity 3D,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25389,.NET;Node.js,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25390,.NET;Node.js;Unity 3D,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
25391,.NET;.NET Core;Keras;Node.js;Pandas,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
25392,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25393,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25394,Pandas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25395,.NET;.NET Core,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25396,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25397,.NET;.NET Core;Unity 3D,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25398,.NET;.NET Core;Cordova;Flutter;Node.js;Pandas;React Native;TensorFlow;Unity 3D;Unreal Engine;Xamarin,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0
25399,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25400,Ansible;Teraform,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25401,.NET;.NET Core;Xamarin,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25402,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25403,Xamarin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25404,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25405,Cordova;Node.js;Pandas,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
25406,.NET;.NET Core;Node.js,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25407,.NET;Keras;Node.js;Pandas;TensorFlow,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
25408,.NET;.NET Core,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25409,.NET;.NET Core,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25410,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25411,.NET;.NET Core,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25412,Ansible;Node.js;Puppet,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
25413,.NET;.NET Core;Teraform,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25414,.NET;Node.js,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25415,.NET;.NET Core,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25416,Keras;Pandas;TensorFlow;Torch/PyTorch,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
25417,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25418,.NET;.NET Core,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25419,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25420,Puppet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25421,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25422,Apache Spark;Hadoop;Pandas;Teraform,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
25423,.NET;Xamarin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25424,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25425,.NET;.NET Core,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25426,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25427,.NET Core,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25428,Node.js;Unity 3D;Unreal Engine,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
25429,.NET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25430,.NET;.NET Core;Node.js;Xamarin,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
25431,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25432,.NET;.NET Core;Unity 3D;Xamarin,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
25433,Hadoop;Pandas,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25434,.NET;.NET Core;Chef;Node.js;Pandas,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
25435,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25436,Node.js;React Native,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25437,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25438,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25439,Keras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25440,Apache Spark;Chef;Unity 3D,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
25441,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25442,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25443,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25444,.NET;.NET Core,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25445,Apache Spark;Cordova;Flutter;Hadoop;Unity 3D,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0
25446,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25447,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25448,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25449,Node.js;React Native;TensorFlow,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
25450,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25451,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25452,.NET Core,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25453,.NET;.NET Core;Flutter,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25454,Unity 3D,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25455,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25456,.NET;.NET Core;Xamarin,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25457,.NET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25458,Cordova,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25459,Node.js;Teraform,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
25460,.NET;.NET Core,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25461,Unity 3D,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25462,.NET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25463,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25464,Cordova;Node.js;Pandas,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
25465,Node.js;Pandas,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
