,MiscTechWorkedWith,.NET,.NET Core,React Native,Ansible,Pandas,Node.js,Unity 3D,TensorFlow,Torch/PyTorch,Teraform,Unreal Engine,Hadoop,Flutter,Cordova,Xamarin,Keras,Chef,Apache Spark,Puppet
11482,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11483,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11484,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11485,Keras;Pandas;TensorFlow;Teraform,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
11486,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11487,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11488,.NET Core,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11489,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11490,.NET;.NET Core;Node.js,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11491,Xamarin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11492,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11493,Puppet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11494,Pandas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11495,.NET;.NET Core;Apache Spark;Keras;Pandas;TensorFlow;Torch/PyTorch,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0
11496,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11497,Ansible;Cordova,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11498,Node.js;React Native;Unity 3D,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11499,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11500,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11501,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11502,.NET;.NET Core;Xamarin,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11503,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11504,.NET Core;Unity 3D,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11505,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11506,Cordova;Node.js;React Native,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11507,.NET;Node.js;Xamarin,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11508,.NET;.NET Core,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11509,.NET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11510,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11511,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11512,.NET;Unity 3D,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11513,Node.js;React Native,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11514,Ansible;Keras;Pandas;TensorFlow,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
11515,.NET;.NET Core;Flutter;Node.js;React Native;TensorFlow;Xamarin,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
11516,.NET;.NET Core;Node.js;Teraform,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
11517,Keras;Pandas;TensorFlow;Torch/PyTorch,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
11518,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11519,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11520,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11521,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11522,Node.js;React Native,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11523,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11524,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11525,Ansible,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11526,Cordova,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11527,.NET;Pandas,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11528,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11529,Flutter,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11530,Node.js;Unity 3D;Unreal Engine,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
11531,React Native;Unity 3D,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11532,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11533,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11534,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11535,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11536,Flutter;Pandas;TensorFlow,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
11537,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11538,Pandas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11539,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11540,Cordova;Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11541,.NET;Ansible;Cordova;Node.js,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11542,Keras;Pandas;TensorFlow,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
11543,Flutter;Node.js;Unity 3D,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
11544,Pandas;TensorFlow;Torch/PyTorch;Unity 3D;Xamarin,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
11545,.NET;.NET Core;Chef;Node.js,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11546,Ansible;Node.js,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11547,Node.js;React Native;TensorFlow;Unity 3D,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
11548,Ansible;Pandas;Teraform,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11549,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11550,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11551,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11552,Node.js;Pandas,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11553,.NET;.NET Core;Xamarin,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11554,Ansible,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11555,Ansible;Node.js;Teraform;Unity 3D,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
11556,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11557,Ansible,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11558,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11559,Apache Spark;Hadoop,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
11560,Node.js;Pandas;React Native,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11561,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11562,Apache Spark;Hadoop;Unreal Engine,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
11563,.NET;.NET Core;Node.js;React Native,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11564,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11565,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11566,Node.js;React Native,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11567,Keras;Pandas;TensorFlow,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
11568,.NET;.NET Core,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11569,Puppet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11570,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11571,.NET;.NET Core;Chef;Node.js;Puppet;Xamarin,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
11572,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11573,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11574,.NET;.NET Core;Apache Spark;Keras;Pandas;TensorFlow;Torch/PyTorch,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0
11575,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11576,.NET Core;Node.js,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11577,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11578,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11579,Node.js;React Native,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11580,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11581,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11582,Ansible;Node.js;React Native,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11583,Apache Spark;Hadoop;Teraform,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
11584,Puppet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11585,.NET;.NET Core;Node.js,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11586,.NET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11587,Hadoop;Node.js,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11588,.NET;.NET Core,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11589,.NET;.NET Core;Node.js;Teraform,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
11590,.NET Core;Pandas,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11591,.NET;.NET Core,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11592,.NET;.NET Core;Node.js;Unity 3D,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11593,Pandas;Torch/PyTorch,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11594,Pandas;TensorFlow,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11595,Ansible;Apache Spark,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11596,Ansible;Pandas,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11597,Pandas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11598,Node.js;React Native,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11599,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11600,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11601,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11602,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11603,.NET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11604,.NET;Ansible;Cordova;Node.js;React Native;Teraform,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
11605,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11606,.NET;.NET Core;Unity 3D,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11607,.NET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11608,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11609,Node.js;Pandas,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11610,.NET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11611,Cordova;Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11612,Flutter;Teraform,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
11613,.NET Core;Node.js,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11614,Flutter;Node.js;Pandas;Torch/PyTorch;Unity 3D,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0
11615,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11616,.NET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11617,.NET;.NET Core;Ansible;Cordova;Node.js,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11618,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11619,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11620,Keras;Pandas;TensorFlow,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
11621,Node.js;Unity 3D;Unreal Engine,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
11622,.NET;.NET Core,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11623,.NET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11624,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11625,Apache Spark;Hadoop;Pandas,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
11626,Pandas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11627,Hadoop;Node.js,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11628,Hadoop,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11629,.NET;.NET Core,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11630,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11631,Cordova,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11632,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11633,Unreal Engine,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11634,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11635,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11636,.NET;.NET Core;Flutter;Xamarin,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
11637,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11638,Node.js;TensorFlow;Unity 3D,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
11639,Node.js;React Native;Unity 3D,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11640,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11641,.NET;.NET Core;Node.js;Xamarin,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11642,Keras;React Native;TensorFlow,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
11643,Ansible,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11644,.NET;.NET Core,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11645,.NET Core;Ansible;Node.js;Pandas;TensorFlow,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
11646,TensorFlow,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11647,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11648,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11649,Keras;Pandas;TensorFlow;Torch/PyTorch,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
11650,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11651,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11652,Node.js;Teraform,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
11653,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11654,Flutter,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11655,Hadoop;Pandas;Teraform,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
11656,.NET;.NET Core;Node.js,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11657,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11658,Pandas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11659,.NET;.NET Core;Cordova;Node.js;Xamarin,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
11660,.NET;.NET Core;Node.js,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11661,Node.js;Pandas,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11662,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11663,.NET;.NET Core,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11664,.NET;.NET Core;Pandas,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11665,.NET;.NET Core;React Native,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11666,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11667,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11668,React Native,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11669,.NET;.NET Core,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11670,Keras;Pandas;TensorFlow;Torch/PyTorch,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
11671,.NET;.NET Core,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11672,.NET;.NET Core,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11673,.NET;.NET Core;Keras;Pandas;TensorFlow;Unity 3D,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
11674,.NET;.NET Core;Node.js,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11675,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11676,Xamarin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11677,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11678,.NET;.NET Core;Node.js,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11679,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11680,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11681,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11682,.NET;.NET Core;Apache Spark;Node.js;Xamarin,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
11683,.NET Core;Unity 3D,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11684,Unity 3D,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11685,.NET;.NET Core;Node.js;Unity 3D;Xamarin,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
11686,.NET;.NET Core;Apache Spark;Chef;Hadoop;Keras;Node.js;Pandas;Puppet;TensorFlow;Teraform;Torch/PyTorch,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1
11687,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11688,Cordova;Hadoop;React Native;Teraform;Unity 3D,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
11689,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11690,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11691,Flutter;Keras;Pandas;TensorFlow;Torch/PyTorch,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0
11692,.NET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11693,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11694,Unreal Engine,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11695,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11696,Keras;Node.js;React Native;TensorFlow;Unity 3D,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
11697,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11698,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11699,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11700,Keras;Pandas;TensorFlow,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
11701,.NET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11702,Node.js;Unity 3D,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11703,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11704,Keras;Pandas;TensorFlow;Torch/PyTorch;Unity 3D,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0
11705,.NET;.NET Core;Node.js,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11706,.NET;.NET Core;Node.js;TensorFlow;Unity 3D,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
11707,.NET;.NET Core;Node.js,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11708,.NET;.NET Core;Puppet,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11709,Hadoop;Node.js;Pandas;React Native;TensorFlow;Unity 3D;Unreal Engine,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
11710,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11711,Unity 3D,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11712,Unity 3D,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11713,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11714,.NET;.NET Core;Cordova,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11715,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11716,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11717,Torch/PyTorch,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11718,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11719,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11720,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11721,Ansible;Apache Spark;Hadoop,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
11722,Cordova;Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11723,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11724,.NET;.NET Core;Node.js,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11725,.NET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11726,.NET;.NET Core;Node.js;Xamarin,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11727,Pandas;React Native,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11728,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11729,.NET;.NET Core,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11730,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11731,Node.js;Teraform;Unity 3D,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
11732,Node.js;React Native,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11733,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11734,Cordova;Node.js;React Native,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11735,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11736,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11737,.NET;.NET Core;Unity 3D;Unreal Engine,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11738,.NET;.NET Core;Node.js,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11739,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11740,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11741,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11742,.NET;.NET Core;Xamarin,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11743,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11744,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11745,Keras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11746,.NET;.NET Core;Ansible;Node.js;Teraform,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
11747,Node.js,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11748,Pandas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11749,Flutter,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11750,TensorFlow,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11751,.NET;.NET Core;Node.js,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11752,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11753,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11754,Ansible;Puppet;Teraform,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
