,WebframeWorkedWith,ASP.NET,ASP.NET Core,Ruby on Rails,Flask,jQuery,Angular,Angular.js,Django,React.js,Vue.js,Gatsby,Spring,Express,Symfony,Laravel,Drupal
24306,Vue.js,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24307,ASP.NET Core,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24308,jQuery,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24309,Angular;Drupal;Express;Laravel;React.js;Vue.js,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1
24310,Angular,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24311,Django,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24312,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24313,jQuery,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24314,ASP.NET;ASP.NET Core;React.js,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24315,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24316,Django,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24317,Django;Flask,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
24318,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24319,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24320,jQuery;React.js,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
24321,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24322,React.js;Vue.js,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
24323,Ruby on Rails,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24324,Django;Flask;React.js;Vue.js,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
24325,Angular;Django;Express;jQuery;Laravel;Spring;Vue.js,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0
24326,React.js,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24327,jQuery;Laravel;Symfony,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
24328,React.js,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24329,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24330,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24331,Angular;Angular.js;Django;Express;Flask;Gatsby;jQuery,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0
24332,Angular;Angular.js;ASP.NET;ASP.NET Core;jQuery;React.js,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0
24333,ASP.NET;ASP.NET Core;Flask;Spring,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
24334,Django,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24335,Angular;ASP.NET;ASP.NET Core;jQuery;Spring,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
24336,jQuery;React.js;Spring,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
24337,Django;Flask;React.js,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
24338,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24339,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24340,Angular;jQuery;Laravel;React.js,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
24341,Angular.js;Laravel;React.js,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
24342,Angular;Angular.js;Express;Flask;React.js;Vue.js,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0
24343,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24344,jQuery;Spring;Vue.js,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
24345,Angular;Angular.js;Express;Vue.js,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
24346,ASP.NET Core;Express;React.js,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
24347,ASP.NET;ASP.NET Core;Flask;React.js;Vue.js,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
24348,Angular;Angular.js;Express;Gatsby;React.js;Spring;Vue.js,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0
24349,Express;jQuery,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
24350,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24351,Drupal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24352,ASP.NET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24353,Laravel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24354,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24355,ASP.NET;ASP.NET Core;jQuery,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24356,jQuery;React.js,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
24357,Angular;ASP.NET;ASP.NET Core;Express;Flask;jQuery;React.js;Ruby on Rails;Spring,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0
24358,React.js,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24359,Angular;Angular.js;Vue.js,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
24360,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24361,Django;Drupal;jQuery;React.js;Vue.js,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1
24362,jQuery;React.js;Spring,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
24363,jQuery,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24364,Angular;jQuery;Spring,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
24365,Angular;jQuery,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
24366,Flask;jQuery;Spring,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
24367,jQuery,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24368,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24369,Ruby on Rails,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24370,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24371,Angular;ASP.NET Core;Express;jQuery;Vue.js,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0
24372,ASP.NET;Laravel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24373,jQuery,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24374,ASP.NET;ASP.NET Core;jQuery,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24375,jQuery,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24376,Angular;Symfony,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
24377,Angular;ASP.NET;ASP.NET Core,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24378,Angular;Express;jQuery;Laravel;Vue.js,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0
24379,Django;jQuery,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
24380,jQuery;Symfony,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24381,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24382,Angular.js;Express;React.js,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
24383,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24384,Angular;React.js;Vue.js,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
24385,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24386,ASP.NET;ASP.NET Core;Django;Flask;jQuery;Vue.js,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
24387,jQuery;React.js,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
24388,jQuery;Symfony,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24389,Angular;ASP.NET;ASP.NET Core;jQuery;Spring,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
24390,Express,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24391,Angular;ASP.NET;ASP.NET Core;React.js;Vue.js,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
24392,ASP.NET;ASP.NET Core;jQuery,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24393,Angular,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24394,ASP.NET;ASP.NET Core,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24395,ASP.NET Core,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24396,Angular.js;Laravel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
24397,Angular.js;jQuery;Symfony,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
24398,ASP.NET;jQuery,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24399,React.js,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24400,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24401,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24402,Angular;ASP.NET;ASP.NET Core;jQuery,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
24403,Flask,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24404,jQuery;Laravel;Symfony;Vue.js,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
24405,Angular;Angular.js;Express;jQuery,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
24406,React.js,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24407,Express;Spring;Vue.js,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
24408,Gatsby;React.js,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
24409,ASP.NET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24410,Django;Flask,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
24411,Angular;Angular.js;jQuery,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
24412,Flask;jQuery,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
24413,React.js,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24414,jQuery;React.js;Spring,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
24415,Angular;Express,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
24416,Laravel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24417,Angular;Angular.js;ASP.NET;Drupal;Express;jQuery;Laravel;Vue.js,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1
24418,ASP.NET;ASP.NET Core,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24419,Angular;Angular.js;Django;Flask;jQuery;React.js,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
24420,ASP.NET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24421,Angular,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24422,jQuery,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24423,Flask,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24424,jQuery;React.js,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
24425,ASP.NET;ASP.NET Core;jQuery;Symfony;Vue.js,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
24426,Django;React.js,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
24427,React.js,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24428,Angular;Angular.js,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
24429,Angular;jQuery;Spring,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
24430,ASP.NET;ASP.NET Core;jQuery,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24431,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24432,Angular;Django;Flask;jQuery;Laravel;React.js;Vue.js,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0
24433,Flask,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24434,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24435,Flask,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24436,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24437,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24438,Gatsby;React.js,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
24439,Express;Flask;React.js,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
24440,Spring,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24441,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24442,ASP.NET;ASP.NET Core;React.js;Vue.js,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
24443,jQuery,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24444,jQuery;React.js;Spring,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
24445,jQuery;React.js;Symfony,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
24446,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24447,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24448,React.js,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24449,Flask,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24450,Drupal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24451,Angular;Angular.js;ASP.NET;Express;jQuery;Vue.js,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0
24452,Flask,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24453,Django,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24454,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24455,Express;React.js,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
24456,Express;jQuery,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
24457,Angular.js;Django;jQuery;React.js,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
24458,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24459,jQuery;Spring,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
24460,Drupal;jQuery;Laravel;Symfony,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
24461,ASP.NET;ASP.NET Core;jQuery,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24462,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24463,Flask;jQuery,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
24464,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24465,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24466,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24467,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24468,jQuery;React.js,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
24469,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24470,Angular;Express;Flask;jQuery;React.js;Spring;Vue.js,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0
24471,Laravel;React.js,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
24472,ASP.NET;Ruby on Rails,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24473,Angular;Express;Flask,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
24474,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24475,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24476,Angular;Angular.js;jQuery;React.js,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
24477,Angular;ASP.NET Core;React.js,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
24478,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24479,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24480,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24481,jQuery;Vue.js,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
24482,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24483,Flask;React.js;Spring;Vue.js,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0
24484,Angular;Angular.js;jQuery;Spring,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
24485,ASP.NET;ASP.NET Core,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24486,jQuery;React.js,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
24487,Angular.js;ASP.NET;ASP.NET Core;jQuery;React.js;Vue.js,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0
24488,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24489,Drupal;jQuery;Laravel;Symfony;Vue.js,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1
24490,Angular;Angular.js;ASP.NET;ASP.NET Core;jQuery;React.js,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0
24491,Angular;Angular.js;Spring,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
24492,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24493,Express;Flask;Laravel;React.js;Spring;Symfony,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0
24494,Angular;Spring,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
24495,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24496,Angular;Angular.js;Django;Drupal;Flask;jQuery;Laravel;React.js;Vue.js,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1
24497,Angular.js;jQuery,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
24498,jQuery;Laravel,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
24499,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24500,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24501,Angular;jQuery;Spring;Vue.js,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
24502,Flask,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24503,ASP.NET;jQuery;Spring,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
24504,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24505,ASP.NET;ASP.NET Core;jQuery,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24506,Flask,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24507,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24508,jQuery;Symfony,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24509,ASP.NET;Drupal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24510,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24511,jQuery;React.js;Vue.js,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
24512,jQuery;Laravel;React.js,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
24513,jQuery;React.js,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
24514,Angular;Django;jQuery;Symfony,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
24515,ASP.NET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24516,Django;Flask,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
24517,Django;jQuery;Spring,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
24518,Angular;Angular.js;ASP.NET;jQuery,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
24519,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24520,ASP.NET Core,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24521,Express;Flask,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
24522,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24523,jQuery;Symfony;Vue.js,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
24524,Spring,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24525,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24526,ASP.NET;ASP.NET Core;jQuery,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24527,Laravel;React.js;Ruby on Rails,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
24528,Angular;Angular.js;ASP.NET;Django;Drupal;Flask;Gatsby,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1
24529,Flask;jQuery,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
24530,ASP.NET;ASP.NET Core;jQuery,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24531,Angular.js;ASP.NET;ASP.NET Core;jQuery,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
24532,jQuery;React.js,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
24533,Angular.js;React.js;Spring;Vue.js,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
24534,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24535,Django;Express;Flask;React.js;Symfony;Vue.js,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0
24536,Spring,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24537,jQuery;React.js,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
24538,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24539,jQuery;Spring;Symfony,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
24540,ASP.NET;ASP.NET Core,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24541,Spring,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24542,Spring,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24543,ASP.NET;ASP.NET Core;Drupal;jQuery;Laravel;Vue.js,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
24544,React.js;Spring,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
24545,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24546,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24547,jQuery;Symfony,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24548,Angular;Angular.js,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
24549,ASP.NET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24550,jQuery,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24551,Angular;ASP.NET;ASP.NET Core;Vue.js,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
24552,Angular;Express,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
24553,Express;Ruby on Rails;Vue.js,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
24554,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24555,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24556,jQuery;Symfony;Vue.js,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
24557,jQuery;Laravel;React.js;Vue.js,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
24558,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24559,Django;Express;Flask;React.js,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
24560,Express;React.js,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
24561,Angular;React.js,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
24562,jQuery;React.js;Spring,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
24563,Express;React.js,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
24564,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24565,Flask;React.js,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
24566,Angular;Express;jQuery;Laravel;Vue.js,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0
24567,Django,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24568,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24569,Django,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24570,Angular.js;ASP.NET;ASP.NET Core;jQuery,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
24571,Django;React.js,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
24572,Express;React.js,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
24573,Angular;ASP.NET;ASP.NET Core;jQuery,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
24574,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24575,ASP.NET;ASP.NET Core,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24576,Express;React.js,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
24577,Django,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24578,Ruby on Rails;Spring,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
24579,Flask,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24580,Drupal;jQuery,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
24581,Angular;ASP.NET,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24582,Angular;Express;Flask;React.js;Spring,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0
24583,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24584,Angular;Angular.js;Express;jQuery;Spring,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0
24585,React.js;Spring,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
24586,Drupal;jQuery;Laravel;Symfony;Vue.js,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1
24587,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24588,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24589,Angular;ASP.NET Core;Spring,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
24590,Angular;Angular.js;jQuery;React.js;Spring,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
24591,Express;React.js;Ruby on Rails;Vue.js,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
24592,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24593,ASP.NET;jQuery,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24594,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24595,Angular;ASP.NET Core;jQuery;React.js,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
24596,Angular;Flask,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
24597,ASP.NET Core;Django;Flask;React.js,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
24598,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24599,Angular;Angular.js;ASP.NET;ASP.NET Core;Django;Drupal;Express;Flask;Gatsby;jQuery;Laravel;React.js;Ruby on Rails;Spring;Symfony;Vue.js,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24600,Angular;Angular.js,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
24601,Flask;Gatsby;React.js;Spring,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0
24602,Angular.js;Express;jQuery;React.js,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
24603,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24604,Express;React.js,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
24605,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
