,WebframeWorkedWith,ASP.NET,ASP.NET Core,Ruby on Rails,Flask,jQuery,Angular,Angular.js,Django,React.js,Vue.js,Gatsby,Spring,Express,Symfony,Laravel,Drupal
19176,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19177,Angular.js;ASP.NET;ASP.NET Core;jQuery;React.js,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
19178,jQuery;Spring,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
19179,Express;React.js,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
19180,Angular;Gatsby;jQuery;Laravel;React.js;Vue.js,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0
19181,Express;React.js,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
19182,ASP.NET;jQuery,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19183,jQuery,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19184,jQuery,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19185,ASP.NET;ASP.NET Core,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19186,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19187,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19188,Express;jQuery;React.js,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
19189,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19190,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19191,Angular;Angular.js;ASP.NET;ASP.NET Core;Express;Flask;jQuery;React.js;Vue.js,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0
19192,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19193,ASP.NET;ASP.NET Core,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19194,Django;Vue.js,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
19195,Ruby on Rails,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19196,Drupal;jQuery;React.js,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
19197,Angular.js;ASP.NET;jQuery,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
19198,React.js;Spring,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
19199,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19200,ASP.NET;ASP.NET Core;jQuery;Vue.js,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
19201,React.js,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19202,ASP.NET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19203,Express;React.js,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
19204,Drupal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19205,jQuery;Spring,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
19206,jQuery;Spring,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
19207,ASP.NET Core;Laravel;Vue.js,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
19208,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19209,React.js,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19210,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19211,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19212,Gatsby;React.js,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
19213,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19214,ASP.NET;jQuery;Vue.js,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
19215,Spring,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19216,Angular;Angular.js;ASP.NET;ASP.NET Core;jQuery,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
19217,Spring,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19218,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19219,Express;jQuery,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
19220,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19221,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19222,ASP.NET;ASP.NET Core;jQuery;Ruby on Rails,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
19223,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19224,Django;jQuery,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
19225,Angular;Angular.js;ASP.NET;jQuery,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
19226,Angular,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19227,ASP.NET;ASP.NET Core;jQuery;React.js;Spring,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
19228,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19229,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19230,jQuery;Laravel,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
19231,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19232,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19233,Angular;ASP.NET;ASP.NET Core,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19234,Express;jQuery;React.js,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
19235,Angular;Angular.js;Express;Flask;jQuery;Laravel,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0
19236,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19237,ASP.NET;ASP.NET Core;React.js,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19238,Angular;Express;Laravel;React.js,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
19239,Angular;React.js;Spring,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
19240,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19241,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19242,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19243,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19244,ASP.NET;jQuery;React.js;Vue.js,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
19245,Angular;Spring,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
19246,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19247,Angular;Angular.js;Express;jQuery;Laravel;Vue.js,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0
19248,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19249,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19250,jQuery;Spring,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
19251,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19252,Django,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19253,jQuery;Laravel,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
19254,Angular;Angular.js;ASP.NET;ASP.NET Core;jQuery;React.js,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0
19255,Express;React.js;Ruby on Rails,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
19256,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19257,Express;Spring,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
19258,Angular;Express;Spring,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
19259,Angular;ASP.NET Core,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19260,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19261,Angular;ASP.NET;ASP.NET Core;jQuery,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
19262,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19263,Express;jQuery;Spring;Vue.js,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
19264,Angular;ASP.NET;jQuery;React.js,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
19265,ASP.NET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19266,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19267,jQuery;Vue.js,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
19268,Angular;Angular.js;Vue.js,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
19269,Django;jQuery;Laravel;React.js;Symfony;Vue.js,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0
19270,Express;React.js;Vue.js,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
19271,ASP.NET;ASP.NET Core,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19272,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19273,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19274,Angular;jQuery;React.js,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
19275,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19276,jQuery;Laravel,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
19277,Angular.js;Django;Express;Ruby on Rails,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
19278,Vue.js,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19279,ASP.NET;jQuery,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19280,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19281,React.js,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19282,Express;React.js;Ruby on Rails,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
19283,ASP.NET;ASP.NET Core;jQuery;React.js,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
19284,Angular.js;ASP.NET;Express,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
19285,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19286,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19287,Drupal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19288,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19289,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19290,Angular.js;jQuery;Laravel,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
19291,Angular.js;Flask;jQuery;React.js;Ruby on Rails,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0
19292,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19293,Flask,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19294,Angular;Drupal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
19295,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19296,React.js,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19297,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19298,Express;Laravel;React.js,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
19299,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19300,jQuery,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19301,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19302,React.js,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19303,Angular.js;ASP.NET;jQuery,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
19304,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19305,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19306,Angular,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19307,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19308,jQuery;Spring,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
19309,Flask,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19310,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19311,Express;Gatsby,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19312,Angular;Angular.js;jQuery,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
19313,Angular;ASP.NET;ASP.NET Core;jQuery,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
19314,Angular;ASP.NET Core;jQuery;React.js;Vue.js,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
19315,Django;Express;Flask;jQuery;Spring,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0
19316,Angular.js;Gatsby;jQuery;React.js,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
19317,Django;React.js;Vue.js,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
19318,Express;React.js,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
19319,Angular;ASP.NET;Express;jQuery;Laravel;React.js;Spring;Symfony;Vue.js,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0
19320,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19321,Vue.js,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19322,Angular;Angular.js;jQuery;React.js;Vue.js,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0
19323,ASP.NET Core;Express;React.js,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
19324,Django,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19325,Ruby on Rails,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19326,jQuery;Spring;Symfony,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
19327,jQuery,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19328,Laravel;Vue.js,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
19329,ASP.NET;jQuery,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19330,Ruby on Rails,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19331,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19332,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19333,Angular;ASP.NET Core;Express;jQuery;Laravel;React.js,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0
19334,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19335,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19336,Express;Flask;jQuery;Laravel;Spring,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0
19337,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19338,ASP.NET;ASP.NET Core;jQuery,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19339,Express,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19340,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19341,ASP.NET;Django;jQuery,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
19342,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19343,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19344,Angular;Angular.js,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
19345,Angular;Angular.js;Express;Flask;React.js;Ruby on Rails,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0
19346,React.js,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19347,Express,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19348,Django,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19349,Angular.js;ASP.NET;ASP.NET Core;jQuery;Laravel;React.js;Spring;Vue.js,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0
19350,Django;Drupal;Flask;jQuery;Symfony,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1
19351,Angular;Angular.js;ASP.NET;jQuery;React.js,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
19352,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19353,Vue.js,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19354,Angular;Gatsby;React.js;Spring,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0
19355,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19356,Angular.js,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19357,React.js;Spring,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
19358,Django,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19359,jQuery;Ruby on Rails;Vue.js,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
19360,ASP.NET Core;React.js;Vue.js,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
19361,jQuery;Spring,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
19362,ASP.NET Core;Express;React.js;Vue.js,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
19363,Django;jQuery,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
19364,Angular;Flask;jQuery;Spring,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
19365,ASP.NET;jQuery,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19366,ASP.NET;ASP.NET Core;jQuery,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19367,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19368,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19369,React.js,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19370,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19371,Angular,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19372,React.js,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19373,ASP.NET;ASP.NET Core;jQuery,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19374,ASP.NET;ASP.NET Core,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19375,Drupal;jQuery,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
19376,Vue.js,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19377,jQuery;Laravel;Vue.js,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
19378,Express;React.js,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
19379,Spring,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19380,Flask,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19381,jQuery;Ruby on Rails,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
19382,Angular;jQuery,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
19383,Ruby on Rails,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19384,Express;jQuery;Laravel;React.js,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
19385,Express;jQuery;React.js;Ruby on Rails;Vue.js,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0
19386,Laravel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19387,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19388,React.js;Spring,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
19389,jQuery;Symfony,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
19390,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19391,ASP.NET;ASP.NET Core,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19392,Express;Flask;jQuery;Vue.js,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
19393,jQuery,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19394,ASP.NET;jQuery,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19395,Django,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19396,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19397,React.js;Ruby on Rails,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
19398,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19399,Flask;Laravel,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
19400,Express,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19401,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19402,Django,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19403,ASP.NET Core;jQuery,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19404,Express;Laravel;Symfony,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
19405,Ruby on Rails,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19406,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19407,ASP.NET;ASP.NET Core;jQuery;Laravel;Vue.js,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
19408,React.js,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19409,Angular,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19410,Ruby on Rails,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19411,Angular.js;Express;React.js,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
19412,Express;jQuery;React.js;Ruby on Rails,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
19413,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19414,ASP.NET;jQuery,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19415,Angular.js;ASP.NET;Express,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
19416,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19417,Spring,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19418,Angular.js;Spring,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
19419,Flask,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19420,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19421,React.js,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19422,ASP.NET Core;React.js,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19423,Angular;React.js;Ruby on Rails,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
19424,Angular;Express;jQuery;React.js;Spring;Vue.js,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0
19425,Angular;Angular.js;ASP.NET;jQuery,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
19426,Symfony,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19427,ASP.NET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19428,Angular.js;ASP.NET;ASP.NET Core;jQuery,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
19429,Django;jQuery,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
19430,Angular.js;Django;jQuery;React.js,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
19431,Angular;Flask,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
19432,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19433,Angular.js;Django;Express;Flask;React.js,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0
19434,Express;React.js,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
19435,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19436,Django,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19437,Angular.js;ASP.NET;ASP.NET Core;Express;React.js,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
19438,Angular.js;Express;React.js;Vue.js,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
19439,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19440,ASP.NET;ASP.NET Core;jQuery;React.js,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
19441,Django;jQuery,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
19442,Ruby on Rails,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19443,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19444,Django;Gatsby;React.js,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
19445,jQuery;Spring,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
19446,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19447,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19448,jQuery;React.js,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
19449,React.js,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19450,Django;Flask;React.js,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
19451,ASP.NET;jQuery,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19452,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19453,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19454,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19455,React.js,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19456,Angular;Express;React.js,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
19457,Gatsby;jQuery;React.js;Vue.js,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
19458,React.js;Ruby on Rails,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
19459,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19460,ASP.NET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19461,Django,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19462,React.js,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19463,Spring,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19464,Spring;Vue.js,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
19465,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19466,jQuery;Spring,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
19467,jQuery;Laravel;Vue.js,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
19468,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19469,Django,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19470,Vue.js,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19471,Django;Flask,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
19472,Flask,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19473,Angular;ASP.NET Core;React.js,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
19474,Ruby on Rails,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19475,Angular;Angular.js,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
19476,ASP.NET Core;jQuery;Ruby on Rails,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
19477,Express;Gatsby;jQuery;React.js;Vue.js,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0
19478,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19479,ASP.NET;React.js,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19480,Express;React.js,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
19481,ASP.NET;ASP.NET Core;React.js,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19482,Angular.js;Gatsby,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
19483,Angular.js;ASP.NET;ASP.NET Core,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19484,Express;React.js;Spring,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19485,jQuery;React.js;Vue.js,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
