,username,comment_created_utc,comment_score,comment_text
0,teel,1429966638.0,4.0,And yet there's still a shortage of good developers.
1,,1429971197.0,3.0,"Yeah, good dev mobility is probably not very high. It is hard to tease them out of their current jobs."
2,GamerGurl69,1429969201.0,2.0,Just wait. I'll start coding school next fall.
3,kuikuilla,1430045492.0,2.0,Not sure if sarcasm or not.
