,username,comment_created_utc,comment_score,comment_text
0,So_average,1498495468.0,1.0,https://db-engines.com/en/ranking
1,croix153,1498529273.0,1.0,"https://db-engines.com/en/ranking_definition

Yeah, I don't have too much faith in these rankings."
