,username,comment_created_utc,comment_score,comment_text
0,gurditsbedi,1490193049.0,8.0,"I have seen the survey of previous two years, then the vim was not so famous. Happy to see that everyone is able to see the power of vim in 2017."
1,SingularCheese,1490222485.0,5.0,It's the year of (Neo)vim desktop!
