,username,comment_created_utc,comment_score,comment_text
0,eugene2k,1575122105.0,10.0,">Rust would be used by engineers interested in embedded systems and other more low-level projects.

This implies that one shouldn't consider rust when writing desktop and server applications. One should."
1,SMKS,1575122690.0,2.0,Good point I will update.
