,username,comment_created_utc,comment_score,comment_text
0,DamienCouderc,1490186336.0,6.0,"Mercurial users don't need stack overflow, *what else* ?"
1,renaissancenow,1490278165.0,2.0,"Wow, git really has taken over this space.  I use it for some projects, but I still find mercurial a more pleasant system to work with."
2,,1490387426.0,2.0,"So is ""I don't use version control""."
3,Skaarj,1490187344.0,2.0,Hmmm. Interesting point.
4,develop7,1490823167.0,2.0,More like an observation :)
