,username,comment_created_utc,comment_score,comment_text
0,sizejuan,1628084239.0,2.0,300+ participant from PH.
1,mandrigma,1628128753.0,1.0,Wala ba tayo ditong pang Pinoy lang?
2,thnkdffrntly,1628166108.0,1.0,Clojure and F# is the top 2 highest paid PL. I wonder which industry is this primarily used?
