,username,comment_created_utc,comment_score,comment_text
0,Tom-Olson,1572851280.0,2.0,Unfortunately no time...I’m on the 23.1% :(
1,xscode_,1572817569.0,1.0,[Source](https://insights.stackoverflow.com/survey/2019#developer-profile-_-contributing-to-open-source)
