,username,comment_created_utc,comment_score,comment_text
0,poq106,1583021581.0,1.0,"Looks cool, I even applied to one job."
1,PostMaloy,1583047701.0,1.0,are people posting directly on this site or are you pulling job data from soemwhere else?
2,tobyallen007,1583072272.0,1.0,Awesome!
3,tobyallen007,1583072293.0,1.0,Both! I'm feeding the site and companies are posting directly there...
