,username,comment_created_utc,comment_score,comment_text
0,syf3r,1634816407.0,1.0,"SO probably has the breakdown for the Phils, they just did not publish it."
1,PuzzledImagination,1634819594.0,1.0,merong data set ang SO ng buong survey nila.
