,username,comment_created_utc,comment_score,comment_text
0,steveeq1,1581176135.0,1.0,Least dreaded is HTML/CSS? I don't believe that.
1,metamatic,1581264545.0,1.0,Surprised Python didn't do a lot better on Dreaded.
2,Fullview78,1581177835.0,1.0,"It's not even a coding language, but that's what came out from the survey 2019 on Stack overflow"
