,username,comment_created_utc,comment_score,comment_text
0,sudo-batman,1621965777.0,5.0,2021 survey is now open. Don't forget to fill the survey.
1,mjgardner,1622058306.0,2.0,"Took the survey, tried to put a good word in for Perl, Mojolicious, and BBEdit."
