uid,resp_time,course_id,due,experience,hours,location
u16,2013-05-21 02:46:33,CS27,2.0,1.0,12.0,Unknown
u17,2013-03-31 00:00:31,cs65,2.0,1.0,8.0,"43.70406856,-72.29058126"
u17,2013-03-29 00:56:59,cs65,2.0,3.0,2.0,"43.70648538,-72.28742777"
u17,2013-03-27 20:56:07,cs65,2.0,2.0,3.0,"43.70605071,-72.28863023"
u17,2013-03-28 00:03:26,cs89,2.0,3.0,6.0,"43.70641004,-72.28743893"
u17,2013-03-27 20:56:32,cs89,2.0,2.0,6.0,"43.70605071,-72.28863023"
u17,2013-03-30 03:59:27,cs89,2.0,3.0,5.0,"43.70536412,-72.28973776"
u17,2013-04-01 01:59:15,cs89,2.0,1.0,12.0,"43.70470793,-72.29118335"
u17,2013-04-03 17:41:01,cs65,2.0,2.0,8.0,"43.70740824,-72.28560311"
u17,2013-04-03 17:41:04,mus16,2.0,3.0,3.0,"43.70629105,-72.28869027"
u17,2013-04-09 05:54:32,cs65,2.0,3.0,7.0,"43.7046699,-72.29098352"
u17,2013-04-09 05:54:34,cs65,1.0,2.0,10.0,"43.70467368,-72.29087023"
u17,2013-04-09 05:54:26,cs65,2.0,2.0,5.0,"43.7049465,-72.28947488"
u17,2013-04-09 05:54:26,cs89,2.0,3.0,7.0,"43.70512967,-72.28920458"
u17,2013-04-09 05:54:21,cs89,2.0,3.0,3.0,"43.70487668,-72.29229973"
u17,2013-04-09 05:54:22,thesis,2.0,2.0,8.0,"43.70487668,-72.29229973"
u17,2013-04-10 00:26:20,mus16,2.0,3.0,3.0,"43.70467368,-72.29087023"
u17,2013-04-14 03:50:50,cs65,2.0,3.0,11.0,"43.70459704,-72.29138802"
u17,2013-04-12 01:39:22,cs65,2.0,3.0,3.0,"43.70678195,-72.28738426"
u17,2013-04-16 23:51:00,mus 16,1.0,2.0,4.0,"43.70495522,-72.29090614"
u17,2013-04-18 18:57:45,thesis,1.0,3.0,12.0,"43.70460031,-72.29111515"
u17,2013-04-16 01:40:42,cs65,1.0,2.0,6.0,"43.70495522,-72.29090614"
u17,2013-04-17 00:01:44,thesis,2.0,3.0,12.0,"43.70495522,-72.29090614"
u17,2013-04-19 02:33:34,cs65,2.0,2.0,8.0,"43.70237732,-72.28914013"
u17,2013-04-20 19:44:19,cs89,2.0,3.0,7.0,Unknown
u17,2013-04-20 19:43:53,cs65,2.0,2.0,8.0,Unknown
u17,2013-04-24 23:07:10,cs65,2.0,3.0,4.0,"43.70436814,-72.29014514"
u17,2013-04-24 02:01:55,cs65,1.0,3.0,12.0,"43.70658046,-72.28733564"
u17,2013-04-26 16:04:36,cs65,2.0,3.0,4.0,"43.7060191,-72.28758328"
u17,2013-04-29 04:29:43,cs89,1.0,3.0,12.0,Unknown
u17,2013-04-29 04:30:08,mus16,2.0,3.0,5.0,Unknown
u17,2013-04-29 04:29:56,cs65,1.0,3.0,12.0,Unknown
u17,2013-04-29 04:30:18,thesis,1.0,3.0,12.0,Unknown
u18,2013-03-30 00:19:48,cs65,1.0,3.0,2.0,"43.70738006,-72.28908542"
u18,2013-03-27 04:49:03,Tuck 3,2.0,1.0,1.0,"43.70727405,-72.28860059"
u18,2013-03-29 00:11:22,tuck 3,2.0,1.0,2.0,"43.70736033,-72.2891458"
u18,2013-03-28 00:58:33,cs65,2.0,3.0,2.0,"43.70750471,-72.28915323"
u18,2013-03-30 08:09:14,Chinese 33,1.0,1.0,2.0,"43.70741795,-72.28914941"
u18,2013-03-30 08:10:19,cs89,2.0,4.0,1.0,"43.70741061,-72.28914251"
u18,2013-04-03 22:18:50,cs65,2.0,3.0,3.0,"43.70664761,-72.2878935"
u18,2013-04-05 18:13:10,chin33,1.0,1.0,4.0,"43.70605791,-72.28694024"
u18,2013-04-09 00:52:23,cs65,2.0,1.0,3.0,"43.70727926,-72.28900758"
u18,2013-04-11 20:07:51,chin33,1.0,1.0,3.0,"43.70730854,-72.287476"
u18,2013-04-11 03:19:07,cs65,2.0,3.0,1.0,"43.70146647,-72.28826534"
u18,2013-04-11 20:08:02,cs65,2.0,3.0,1.0,"43.70730854,-72.287476"
u18,2013-04-09 23:54:57,tuck3,2.0,3.0,3.0,"43.70740011,-72.28899929"
u18,2013-04-09 23:55:18,chin33,2.0,1.0,1.0,"43.70743215,-72.28912504"
u18,2013-04-10 00:48:08,tuck3,2.0,1.0,1.0,"43.70738991,-72.28912614"
u18,2013-04-11 03:18:41,cs65,2.0,3.0,1.0,"43.70146647,-72.28826534"
u18,2013-04-12 00:27:44,tuck 3,2.0,4.0,2.0,"43.70730854,-72.287476"
u18,2013-04-20 02:24:29,chin33,1.0,4.0,3.0,"43.70724964,-72.28892471"
u18,2013-04-13 05:50:13,cs89,1.0,3.0,10.0,"43.70728105,-72.2890411"
u18,2013-04-19 03:24:59,chin 33,1.0,1.0,3.0,"43.70264346,-72.28707"
u18,2013-04-19 03:25:00,tuck 3,1.0,4.0,4.0,"43.70264346,-72.28707"
u18,2013-04-19 03:25:00,cs65,2.0,1.0,1.0,"43.70264346,-72.28707"
u18,2013-04-20 02:23:01,cs89,2.0,3.0,1.0,"43.70264346,-72.28707"
u18,2013-04-20 02:22:40,cs65,2.0,1.0,1.0,"43.70264346,-72.28707"
u18,2013-04-24 03:34:22,chin33,2.0,1.0,1.0,"43.70686672,-72.28679184"
u19,2013-03-27 07:22:45,film 51,2.0,3.0,1.0,"43.70690704,-72.28632015"
u19,2013-03-28 00:03:23,cs65,2.0,3.0,3.0,"43.70690704,-72.28632015"
u19,2013-03-29 00:01:33,cs6,2.0,1.0,2.0,"43.70704108,-72.28607855999999"
u19,2013-03-30 00:13:56,cs65,2.0,3.0,1.0,"43.70287094,-72.28989253"
u19,2013-04-02 22:21:09,film51,2.0,1.0,2.0,"43.70693078,-72.2855125"
u19,2013-04-01 20:19:20,cs65,1.0,3.0,1.0,"43.70682761,-72.28580473"
u19,2013-04-02 00:02:40,cs50,1.0,1.0,3.0,"43.70703814,-72.28709238"
u19,2013-04-03 19:18:31,cs65,2.0,1.0,3.0,"43.70699519,-72.2857657"
u19,2013-04-03 22:31:23,cs50,2.0,1.0,1.0,"43.70323136,-72.28785021"
u19,2013-04-04 20:12:45,film51,1.0,3.0,6.0,"43.70626833,-72.28858324"
u19,2013-04-04 21:40:09,cs65,2.0,1.0,1.0,"43.70577175,-72.28809302"
u19,2013-04-04 08:13:39,film51,2.0,1.0,3.0,"43.70716892,-72.28610704"
u19,2013-04-05 21:59:13,cs50,2.0,1.0,3.0,"43.70701786,-72.28610178"
u19,2013-04-05 19:21:44,cs65,2.0,1.0,2.0,"43.70701786,-72.28610178"
u19,2013-04-08 19:30:58,cs65,1.0,3.0,3.0,"43.70673487,-72.28562258"
u19,2013-04-09 02:58:59,cs50,1.0,1.0,12.0,"43.68326196,-72.28749992"
u19,2013-04-17 00:05:18,cs50,2.0,1.0,6.0,"43.70637595,-72.28640436"
u19,2013-04-10 00:45:45,cs50,2.0,1.0,2.0,"43.70307762,-72.28912529"
u19,2013-04-10 00:45:33,film51,1.0,3.0,3.0,"43.70307762,-72.28912529"
u19,2013-04-10 20:51:03,cs65,2.0,3.0,3.0,"43.70629212,-72.28804473"
u19,2013-04-11 21:01:04,cs65,2.0,3.0,1.0,"43.70300231,-72.28918281"
u19,2013-04-15 19:13:29,cs65,2.0,3.0,6.0,"43.70154751,-72.29133289"
u19,2013-04-11 04:15:36,film52,2.0,3.0,2.0,"43.70335463,-72.29031856"
u19,2013-04-11 04:16:17,cs50,2.0,3.0,2.0,"43.70335463,-72.29031856"
u19,2013-04-12 19:37:34,cs65,2.0,3.0,5.0,"43.70651205,-72.28555058"
u19,2013-04-11 21:01:20,film52,2.0,3.0,4.0,"43.70300231,-72.28918281"
u19,2013-04-12 21:48:27,cs50,2.0,3.0,6.0,"43.70646579,-72.28830733"
u19,2013-04-15 19:13:51,cs65,1.0,3.0,6.0,"43.70154751,-72.29133289"
u19,2013-04-16 03:18:31,cs50,2.0,1.0,7.0,"43.70154751,-72.29133289"
u19,2013-04-17 00:05:06,film51,1.0,1.0,6.0,"43.70637595,-72.28640436"
u19,2013-04-17 21:35:50,cs50,2.0,1.0,6.0,"43.70755427,-72.2855435"
u19,2013-04-17 19:23:36,cs65,2.0,3.0,2.0,"43.70755427,-72.2855435"
u19,2013-04-18 02:24:39,film51,2.0,1.0,2.0,"43.70226871,-72.29293538"
u19,2013-04-18 02:25:21,film51,2.0,1.0,2.0,"43.70226871,-72.29293538"
u19,2013-04-19 08:44:27,cs65,2.0,2.0,2.0,"43.70734975,-72.28629956"
u19,2013-04-19 19:43:21,cs65,2.0,3.0,5.0,"43.70710128,-72.28578159"
u19,2013-04-19 08:43:58,film51,1.0,3.0,5.0,"43.70734975,-72.28629956"
u19,2013-04-19 21:31:20,cs50,1.0,1.0,7.0,"43.70639664,-72.28857942"
u19,2013-04-26 05:54:07,film51,1.0,3.0,5.0,"43.70266033,-72.289756"
u19,2013-04-23 06:01:02,cs50,2.0,3.0,1.0,"43.70676468,-72.28542565"
u19,2013-04-23 21:09:19,film51,1.0,3.0,5.0,"43.70453889,-72.28787543"
u19,2013-04-22 19:23:44,cs65,1.0,3.0,9.0,"43.70706454,-72.2854433"
u19,2013-04-24 00:00:25,cs50,2.0,1.0,1.0,"43.70453889,-72.28787543"
u19,2013-04-26 21:21:24,cs65,2.0,3.0,5.0,"43.70711699,-72.28611745"
u19,2013-04-26 21:21:36,cs50,2.0,3.0,5.0,"43.70711699,-72.28611745"
u19,2013-04-29 20:00:18,cs65,1.0,3.0,12.0,"43.70581683,-72.28726988"
u19,2013-04-29 21:19:38,cs50,2.0,3.0,12.0,"43.70581683,-72.28726988"
u19,2013-05-01 09:26:47,film52,1.0,3.0,2.0,"43.70101204,-72.28677708"
u19,2013-05-01 21:40:22,cs50,2.0,3.0,12.0,"43.70736468,-72.28658613"
u19,2013-05-01 19:56:37,cs65,2.0,3.0,7.0,"43.70704649,-72.28577054"
u19,2013-05-03 18:01:58,film51,1.0,3.0,5.0,"43.70690988,-72.28699822"
u19,2013-05-17 07:25:07,film51,1.0,1.0,6.0,"43.70714135,-72.28594665"
u19,2013-05-03 18:50:38,cs66,2.0,1.0,5.0,"43.70690988,-72.28699822"
u19,2013-05-14 04:00:54,cs50,2.0,3.0,11.0,"43.70670191,-72.28568105"
u19,2013-05-07 20:05:41,film51,2.0,3.0,2.0,Unknown
u19,2013-05-10 20:28:08,cs65,2.0,3.0,2.0,"43.70680418,-72.28601166"
u19,2013-05-04 02:48:02,cs50,2.0,1.0,2.0,"43.70705362,-72.28594706"
u19,2013-05-08 20:30:44,cs65,1.0,1.0,3.0,"43.70639951,-72.28840249"
u19,2013-05-11 05:07:06,cs50,1.0,3.0,12.0,"43.70700456,-72.28598088"
u19,2013-05-09 22:03:00,film51,1.0,3.0,5.0,"43.70154413,-72.28815252"
u19,2013-05-17 22:35:39,cs50,1.0,4.0,11.0,"43.70161344,-72.28714129"
u19,2013-05-22 08:09:15,film51,2.0,1.0,3.0,"43.7040776,-72.29042456"
u19,2013-05-23 07:44:28,film51,2.0,4.0,4.0,"43.70693856,-72.28579217"
u19,2013-05-24 08:14:29,film51,1.0,5.0,4.0,Unknown
u19,2013-05-29 18:32:34,film51,1.0,3.0,11.0,"43.70689977,-72.28714289"
u19,2013-05-29 18:32:18,cs65,1.0,3.0,12.0,"43.70689977,-72.28714289"
u19,2013-05-29 18:32:07,cs50,1.0,3.0,11.0,"43.70689977,-72.28714289"
u19,2013-05-31 07:11:12,cs50,1.0,3.0,1.0,"43.70696465,-72.28583899"
u20,2013-04-02 00:08:57,cs65,1.0,3.0,1.0,"43.70505982,-72.2892041"
u20,2013-03-27 23:02:29,CS 6,2.0,3.0,1.0,Unknown
u20,2013-03-28 02:56:53,cs 65,2.0,3.0,2.0,Unknown
u20,2013-03-29 02:33:47,cs 77 cs 85,2.0,3.0,4.0,Unknown
u20,2013-04-04 23:41:24,cs65 cs77,2.0,1.0,12.0,"43.70550912,-72.28316809"
u20,2013-04-11 00:31:25,cs65,2.0,1.0,5.0,"43.70542431,-72.28320441"
u20,2013-04-13 00:10:22,cs65,2.0,1.0,1.0,"43.70595737,-72.28353965"
u20,2013-04-12 00:01:39,cs65,2.0,2.0,5.0,"43.70527536,-72.28314925"
u22,2013-03-30 00:21:03,cs 50,2.0,3.0,3.0,"43.7086476,-72.28468996"
u22,2013-03-27 22:03:58,CS50,2.0,3.0,1.0,"43.70296715,-72.29077311"
u22,2013-03-27 22:03:40,nas35,2.0,1.0,1.0,"43.70297565,-72.29074642"
u22,2013-03-27 19:02:35,cs65,2.0,1.0,1.0,"43.70466197,-72.28980065"
u22,2013-03-29 01:20:26,cs65,2.0,3.0,1.0,"43.70399272,-72.29051569"
u22,2013-03-28 22:45:33,cs65,2.0,3.0,1.0,"43.70399272,-72.29051569"
u22,2013-03-29 19:04:54,cs65,2.0,3.0,3.0,"43.70414927,-72.29076226"
u22,2013-03-30 00:20:48,nas 35,2.0,1.0,2.0,"43.7086476,-72.28468996"
u22,2013-04-01 22:52:16,nas 35,2.0,1.0,1.0,"43.7040117,-72.29030024"
u22,2013-04-01 22:52:35,cs 50,1.0,4.0,5.0,"43.7040117,-72.29030024"
u22,2013-04-01 22:52:03,cs65,2.0,1.0,1.0,"43.7040117,-72.29030024"
u22,2013-04-04 01:15:37,cs65,2.0,4.0,2.0,"43.70594306,-72.28855419"
u22,2013-04-04 01:16:02,cs50,2.0,3.0,4.0,"43.70594306,-72.28855419"
u22,2013-04-04 01:15:49,nas35,1.0,3.0,1.0,"43.70594306,-72.28855419"
u22,2013-04-05 02:01:18,cs65,2.0,1.0,1.0,"43.70426694,-72.29029645"
u22,2013-04-05 20:06:13,cs 65,2.0,1.0,1.0,"43.70405335,-72.29024681"
u22,2013-04-08 21:44:49,cs65,2.0,1.0,2.0,"43.70594129,-72.28861531"
u22,2013-04-08 21:45:02,cs50,1.0,3.0,9.0,"43.70594129,-72.28861531"
u22,2013-04-08 21:45:11,nas35,2.0,1.0,2.0,"43.70594129,-72.28861531"
u22,2013-04-11 00:07:20,cs50,2.0,1.0,1.0,"43.70458274,-72.29070844"
u22,2013-04-11 00:07:14,nas35,2.0,1.0,1.0,"43.70458274,-72.29070844"
u22,2013-04-11 00:07:06,cs65,2.0,3.0,3.0,"43.70458274,-72.29070844"
u22,2013-04-12 23:24:59,cs50,2.0,3.0,3.0,"43.70414838,-72.29074049"
u22,2013-04-12 00:00:28,cs65,2.0,3.0,1.0,"43.70387136,-72.29028439"
u22,2013-04-12 23:25:07,nas35,2.0,3.0,1.0,"43.70414838,-72.29074049"
u22,2013-04-18 22:53:34,cs6 5,2.0,3.0,1.0,"43.70426635,-72.29067159"
u22,2013-05-08 22:24:26,cs50,2.0,3.0,8.0,"43.70433388,-72.29020625"
u23,2013-03-27 23:51:30,cs189,1.0,1.0,3.0,"43.7056123,-72.28333363"
u23,2013-03-29 02:30:39,cs77,1.0,4.0,2.0,"43.70562144,-72.28290055"
u23,2013-03-29 22:14:30,cs165,1.0,3.0,2.0,"43.70554669,-72.28317492"
u23,2013-04-01 19:09:15,cs,1.0,3.0,6.0,"43.70807671,-72.28484292"
u23,2013-04-02 00:30:23,cs65,1.0,3.0,4.0,"43.70535878,-72.28320481"
u23,2013-04-03 00:43:24,cocs77,1.0,4.0,2.0,"43.70543754,-72.28338833"
u23,2013-04-03 22:51:59,cocs 165,1.0,3.0,5.0,"43.7050465,-72.28312759"
u23,2013-04-05 00:03:36,cs 65,1.0,3.0,1.0,"43.70517326,-72.28657854"
u23,2013-04-05 00:04:03,cs 77,1.0,1.0,2.0,"43.70517326,-72.28657854"
u23,2013-04-05 19:39:13,cocs65,1.0,3.0,3.0,"43.70573813,-72.28325543"
u23,2013-04-09 00:07:24,cocs 65,1.0,3.0,4.0,"43.70649413,-72.28369421"
u23,2013-04-11 00:16:56,cocs 165,2.0,3.0,4.0,"43.7056173,-72.2833203"
u23,2013-04-10 02:35:40,cs 77,1.0,1.0,1.0,"43.7056173,-72.2833203"
u23,2013-04-12 00:00:32,cs65,1.0,3.0,1.0,"43.70534736,-72.2832336"
u23,2013-04-13 00:05:15,cocs 65,1.0,3.0,5.0,"43.7054476,-72.28326768"
u23,2013-04-18 00:06:20,cocs65,1.0,1.0,4.0,"43.70548559,-72.28326031"
u24,2013-03-30 00:05:17,m&S's 45,2.0,3.0,1.0,"43.70588361,-72.29057766"
u24,2013-04-03 20:13:31,math 22,2.0,1.0,1.0,"43.7064761,-72.29088936"
u24,2013-03-29 21:02:00,math 22,2.0,4.0,1.0,"43.70633345,-72.29084334"
u24,2013-03-29 00:39:15,math 22,2.0,1.0,1.0,"43.632408,-72.31682454"
u24,2013-03-29 00:39:17,CS 60,2.0,1.0,1.0,"43.70581146,-72.29026137"
u24,2013-04-02 21:12:46,math 22,2.0,4.0,1.0,"43.70677201,-72.29138349"
u24,2013-04-01 20:21:56,math,1.0,1.0,4.0,"43.70887046,-72.28422588"
u24,2013-04-01 19:05:23,cs65,1.0,2.0,3.0,"43.7088764,-72.28421944"
u24,2013-04-02 01:25:54,M&SS 45,1.0,4.0,2.0,"43.70540107,-72.29128943"
u24,2013-04-08 19:05:29,cs65,1.0,1.0,1.0,"43.70613935,-72.29098339"
u24,2013-04-05 20:12:33,cs65,2.0,1.0,1.0,"43.70610429,-72.29075771"
u24,2013-04-05 22:57:51,cs60,2.0,5.0,1.0,"43.70698178,-72.28714864"
u24,2013-04-05 20:12:51,math22,2.0,3.0,2.0,"43.70610429,-72.29075771"
u24,2013-04-08 20:27:04,math22,1.0,4.0,6.0,"43.70613935,-72.29098339"
u24,2013-04-09 01:14:41,cs60,1.0,2.0,9.0,"43.70615324,-72.29155002"
u24,2013-04-09 01:14:48,math 22,2.0,4.0,1.0,"43.70615324,-72.29155002"
u24,2013-04-10 00:00:14,math22,2.0,4.0,1.0,"43.70622719,-72.29042601"
u24,2013-04-12 20:52:42,math22,2.0,1.0,4.0,"43.706227,-72.29104106"
u24,2013-04-12 19:08:33,CS65,2.0,1.0,1.0,"43.70597871,-72.28908972"
u24,2013-04-18 00:20:58,m&ss45,2.0,4.0,1.0,Unknown
u24,2013-04-20 01:21:06,math 22,2.0,3.0,1.0,"43.70768728,-72.28472492"
u25,2013-04-02 02:16:23,cs65,1.0,3.0,2.0,"43.44242939,-72.06891831"
u25,2013-03-28 00:10:45,English 28,1.0,3.0,2.0,"43.70105953,-72.28570525"
u25,2013-03-29 01:48:41,computer science 65,2.0,3.0,2.0,"43.70909673,-72.28432992"
u25,2013-03-30 00:14:06,cs65,2.0,3.0,3.0,"43.70042959,-72.2867107"
u25,2013-03-31 00:58:44,no class today,2.0,1.0,1.0,"43.70256973,-72.28784525"
u25,2013-04-02 23:31:57,cs65 section,2.0,2.0,2.0,"43.70065679,-72.28685874"
u25,2013-04-03 23:14:39,English 28,2.0,3.0,2.0,"43.70112268,-72.28657241"
u25,2013-04-03 22:12:10,nas8,1.0,4.0,1.0,"43.7078117,-72.28487208"
u25,2013-04-04 21:05:05,cs 65,2.0,3.0,2.0,"43.70866672,-72.28394883"
u25,2013-04-04 19:41:41,English 28,1.0,3.0,2.0,"43.70866672,-72.28394883"
u25,2013-04-05 18:55:17,English 28,1.0,3.0,2.0,Unknown
u25,2013-04-05 23:42:24,nas8,2.0,3.0,1.0,Unknown
u25,2013-04-09 02:16:33,nas8,2.0,1.0,1.0,"43.70309694,-72.28992457"
u25,2013-04-10 18:44:30,English 28,1.0,3.0,2.0,Unknown
u25,2013-04-11 01:54:12,cs65,2.0,1.0,2.0,Unknown
u25,2013-04-12 01:32:20,cs65,2.0,2.0,2.0,"43.70902013,-72.28426928"
u25,2013-04-13 01:03:38,nas8,2.0,4.0,1.0,"43.70615155,-72.28799023"
u25,2013-04-16 02:11:00,nas8,2.0,3.0,1.0,"43.70609873,-72.28690685"
u27,2013-03-31 00:40:01,cs 65,2.0,1.0,4.0,"43.70405331,-72.28579164"
u27,2013-03-28 20:37:19,japn33,2.0,2.0,2.0,"43.70655446,-72.28713909"
u27,2013-03-29 07:20:25,film 42,2.0,3.0,4.0,"43.70274374,-72.28756665"
u27,2013-03-29 19:02:18,cs65,2.0,1.0,1.0,"43.70754161,-72.28527106"
u27,2013-04-02 00:00:23,econ 24,1.0,1.0,3.0,"43.70413216,-72.28586105"
u27,2013-04-01 02:07:56,econ 24,1.0,1.0,3.0,"43.70389316,-72.28575202"
u27,2013-04-03 18:59:17,cs65,2.0,4.0,1.0,"43.70435602,-72.28669392"
u27,2013-04-01 20:52:36,cs65,2.0,1.0,4.0,"43.70413216,-72.28586105"
u27,2013-04-02 22:42:56,japn 33,1.0,3.0,2.0,"43.70388196,-72.28583882"
u27,2013-04-03 22:14:04,japn33,1.0,3.0,4.0,"43.70360692,-72.28575871"
u27,2013-04-08 18:52:22,cs65,1.0,1.0,5.0,"43.70586093,-72.28868897"
u27,2013-04-05 18:43:58,econ24,1.0,1.0,2.0,"43.70475035,-72.28638803"
u27,2013-04-08 18:52:04,econ24,1.0,1.0,5.0,"43.70586093,-72.28868897"
u27,2013-04-20 01:58:12,japn33,1.0,3.0,3.0,"43.70494158,-72.28811294"
u27,2013-04-20 01:58:40,econ24,1.0,1.0,4.0,"43.70494158,-72.28811294"
u27,2013-04-13 02:01:36,cs65,2.0,1.0,1.0,"43.7040426,-72.28552632"
u27,2013-04-18 00:43:04,cs65,2.0,1.0,3.0,"43.70400104,-72.28585139"
u27,2013-04-18 17:16:46,econ 24,1.0,1.0,2.0,"43.70424431,-72.28559775"
u27,2013-04-20 01:02:27,cs65,2.0,1.0,1.0,"43.70494158,-72.28811294"
u30,2013-03-29 19:03:06,CS65,2.0,3.0,1.0,"43.70240618,-72.28732915"
u30,2013-03-29 21:46:21,CS50,2.0,1.0,3.0,"43.70240618,-72.28732915"
u30,2013-04-03 18:56:45,Music 3,2.0,3.0,2.0,"43.70324769,-72.29030293"
u30,2013-04-03 18:56:43,CS 50,2.0,3.0,7.0,"43.70216667,-72.2862385"
u30,2013-04-03 18:56:43,CS 65,1.0,2.0,3.0,"43.70216667,-72.2862385"
u30,2013-04-06 22:01:53,CS 65,2.0,3.0,1.0,"43.70294473,-72.28772261"
u30,2013-04-06 22:02:00,CS 50,2.0,3.0,2.0,"43.70294473,-72.28772261"
u30,2013-04-06 22:02:00,Music 3,1.0,3.0,4.0,"43.70294473,-72.28772261"
u30,2013-04-06 22:01:53,CS 50,2.0,3.0,3.0,"43.70294473,-72.28772261"
u30,2013-04-06 22:02:00,CS 65,2.0,2.0,1.0,"43.70294473,-72.28772261"
u30,2013-04-10 04:00:09,CS 50,2.0,3.0,1.0,"43.70260784,-72.28705135"
u30,2013-04-10 04:00:09,Music 3,2.0,3.0,3.0,"43.70260784,-72.28705135"
u30,2013-04-11 10:25:07,CS 50,2.0,3.0,1.0,"43.70377413,-72.29073246"
u30,2013-04-11 10:25:07,CS 65,2.0,3.0,2.0,"43.70377413,-72.29073246"
u30,2013-04-17 00:47:44,Music 3,2.0,3.0,1.0,"43.70301736,-72.28773771"
u30,2013-04-12 00:07:59,Music 3,2.0,3.0,3.0,"43.70232979,-72.28706023"
u30,2013-04-12 00:07:34,CS 65,2.0,3.0,1.0,"43.70232979,-72.28706023"
u30,2013-04-17 00:46:31,CS 50,2.0,3.0,2.0,"43.70301736,-72.28773771"
u30,2013-04-18 00:55:28,CS 65,2.0,3.0,1.0,"43.70267956,-72.28791803"
u30,2013-04-18 00:55:03,CS 50,2.0,3.0,5.0,"43.7024116,-72.28734492"
u30,2013-04-23 09:47:44,CS 65,2.0,3.0,3.0,"41.23064284,-73.0728831"
u30,2013-04-23 09:48:41,CS 50,2.0,3.0,10.0,"41.23064284,-73.0728831"
u30,2013-05-03 06:30:16,CS 65,2.0,3.0,1.0,"43.7024991,-72.28938342"
u30,2013-05-03 06:30:41,Music 3,2.0,2.0,1.0,"43.7024991,-72.28938342"
u31,2013-04-03 22:21:59,cs189,2.0,2.0,4.0,"43.70972726,-72.28442696"
u31,2013-03-28 01:46:16,cs65,2.0,2.0,3.0,"43.68056536,-72.29343173"
u31,2013-03-29 00:00:37,cs77,2.0,1.0,2.0,"43.68060986,-72.29350695"
u31,2013-04-02 01:54:52,cs65,2.0,1.0,3.0,Unknown
u31,2013-04-04 22:01:19,cs77,2.0,3.0,3.0,"43.70544521,-72.28666208"
u31,2013-04-06 22:44:54,cs65,2.0,5.0,1.0,"43.68076836,-72.29354168"
u31,2013-04-11 00:02:41,cs77,2.0,4.0,11.0,"43.70752443,-72.28535807"
u31,2013-04-12 00:16:58,cs77,2.0,2.0,11.0,"43.70704622,-72.28681936"
u32,2013-04-03 21:40:53,math23,2.0,4.0,3.0,"43.70654748,-72.28919801"
u32,2013-04-01 22:31:00,math23,2.0,1.0,1.0,"43.70574271,-72.28946233"
u32,2013-04-01 19:10:55,cs65,2.0,3.0,2.0,"43.70819533,-72.28464859"
u32,2013-04-03 23:30:48,cs60,2.0,2.0,1.0,"43.70367648,-72.29094557"
u32,2013-04-02 20:59:35,cs65,2.0,3.0,3.0,"43.7032657,-72.29045059"
u32,2013-04-02 21:57:32,math23,2.0,4.0,1.0,"43.7032657,-72.29045059"
u32,2013-04-03 02:19:34,cs69,1.0,1.0,3.0,"43.70348694,-72.29093353"
u32,2013-04-03 19:45:44,cs65,2.0,3.0,3.0,"43.70371584,-72.2909896"
u32,2013-04-04 20:50:24,cs65,2.0,3.0,1.0,"43.70584223,-72.29075364"
u32,2013-04-05 09:25:53,cs69,1.0,1.0,4.0,"43.70584223,-72.29075364"
u32,2013-04-08 22:54:04,math23,2.0,4.0,1.0,"43.7079626,-72.2845068"
u32,2013-04-05 20:34:45,cs65,2.0,1.0,1.0,"43.70665195,-72.28627345"
u32,2013-04-05 22:52:24,cs60,2.0,3.0,1.0,"43.70614862,-72.28934977"
u32,2013-04-05 21:40:11,math23,1.0,5.0,6.0,"43.70614862,-72.28934977"
u32,2013-04-08 19:12:33,cs65,1.0,3.0,5.0,"43.70833514,-72.28446068"
u32,2013-04-08 22:54:28,cs60,2.0,1.0,1.0,"43.70826063,-72.28421526"
u32,2013-04-15 21:37:19,math23,2.0,1.0,1.0,"43.70635829,-72.28923585"
u32,2013-04-12 09:27:35,cs69,1.0,1.0,8.0,"43.70845191,-72.28419384"
u32,2013-04-09 23:07:23,cs65,1.0,3.0,3.0,"43.70826063,-72.28421526"
u32,2013-04-10 02:07:56,math23,2.0,1.0,1.0,"43.70826063,-72.28421526"
u32,2013-04-10 04:33:48,cs69,2.0,3.0,8.0,"43.70340811,-72.29061712"
u32,2013-04-10 19:12:12,cs65,2.0,3.0,1.0,"43.70827877,-72.28438588"
u32,2013-04-10 22:09:08,math23,2.0,4.0,2.0,"43.70827877,-72.28438588"
u32,2013-04-10 22:57:27,cs60,2.0,3.0,1.0,"43.70827877,-72.28438588"
u32,2013-04-15 19:12:27,cs65,1.0,4.0,9.0,"43.71713165,-72.27145544"
u32,2013-04-11 22:51:56,cs65,2.0,3.0,1.0,"43.70845191,-72.28419384"
u32,2013-04-12 19:30:00,cs65,2.0,3.0,1.0,"43.71906267,-72.27262809"
u32,2013-04-12 21:45:41,math23,1.0,1.0,6.0,"43.7062746,-72.28944936"
u32,2013-04-16 00:43:00,cs60,2.0,3.0,1.0,"43.70635749,-72.28923654"
u32,2013-04-17 04:46:48,cs69,2.0,1.0,2.0,"43.70285908,-72.29002745"
u32,2013-04-17 00:16:33,cs65,1.0,3.0,3.0,"43.70710027,-72.28737661"
u32,2013-04-17 00:17:19,math23,2.0,4.0,5.0,"43.70710027,-72.28737661"
u32,2013-04-17 22:06:11,math23,1.0,4.0,10.0,"43.70261834,-72.28972009"
