uid,resp_time,hour,location,rate,social
u00,2013-03-25 18:54:36,8.0,"43.70692415,-72.2873929",1.0,1.0
u00,2013-04-03 17:27:27,5.0,"43.70708859,-72.28753397",3.0,2.0
u00,2013-03-26 21:46:45,8.0,"43.70759062,-72.28510298",1.0,1.0
u00,2013-03-26 18:07:14,7.0,"43.70393682,-72.30152284",2.0,1.0
u00,2013-03-27 04:09:49,8.0,"43.75932116,-72.32890406",3.0,1.0
u00,2013-03-27 18:18:27,8.0,"43.70688822,-72.28758629",1.0,1.0
u00,2013-03-28 02:25:12,6.0,"43.70528646,-72.28684485",2.0,1.0
u00,2013-03-28 17:00:35,7.0,"43.70567695,-72.2879286",2.0,1.0
u00,2013-03-29 15:57:08,4.0,"43.70466313,-72.30515871",3.0,1.0
u00,2013-03-29 02:04:50,8.0,"43.70671862,-72.28748696",1.0,1.0
u00,2013-03-29 17:22:29,4.0,"43.70647015,-72.28715547",3.0,1.0
u00,2013-03-29 19:03:15,8.0,"43.70777831,-72.28510534",1.0,1.0
u00,2013-03-31 17:24:17,9.0,"43.75914412,-72.32945574",2.0,1.0
u00,2013-04-01 17:11:06,3.0,"43.70677717,-72.2874797",4.0,1.0
u00,2013-04-04 17:06:33,10.0,"43.70708859,-72.28753397",2.0,2.0
u00,2013-04-05 17:00:15,4.0,"43.70708859,-72.28753397",1.0,1.0
u00,2013-04-07 18:07:19,9.0,"43.70708859,-72.28753397",1.0,1.0
u00,2013-04-06 17:12:30,9.0,"43.70708859,-72.28753397",2.0,2.0
u00,2013-04-08 17:00:32,5.0,"43.70678333,-72.28754051",1.0,1.0
u00,2013-04-08 17:00:44,4.0,"43.70680961,-72.28757253",3.0,1.0
u00,2013-04-09 17:45:23,6.0,"43.64301116,-72.30784768",3.0,1.0
u00,2013-04-10 17:27:02,5.0,"43.705058,-72.28772623",1.0,1.0
u00,2013-04-11 17:25:29,8.0,"43.70414319,-72.28774882",1.0,1.0
u00,2013-04-12 17:06:05,3.0,"43.71253942,-72.30803315",1.0,1.0
u00,2013-04-15 17:09:02,3.0,"43.70661096,-72.28731884",1.0,1.0
u00,2013-04-14 00:06:00,14.0,Unknown,1.0,1.0
u00,2013-04-14 19:15:31,9.0,"43.75917269,-72.32894748",1.0,1.0
u00,2013-04-14 19:15:38,9.0,"43.75917269,-72.32894748",1.0,1.0
u00,2013-04-15 17:09:08,3.0,"43.70661096,-72.28731884",4.0,1.0
u00,2013-04-17 17:01:04,3.0,"43.70399343,-72.30226048",4.0,1.0
u00,2013-04-20 20:12:34,8.0,"41.64732181,-71.51018915",1.0,1.0
u00,2013-04-21 17:10:05,8.0,"43.75957917,-72.32886943",2.0,1.0
u00,2013-04-24 22:07:14,9.0,"43.75923622,-72.32892739",1.0,1.0
u00,2013-04-23 17:56:59,6.0,"43.71722994,-72.30901577",3.0,1.0
u00,2013-04-22 17:06:04,3.0,"43.70661363,-72.28736513",4.0,1.0
u00,2013-04-25 17:03:23,5.0,"43.72475325,-72.31381984",3.0,1.0
u00,2013-05-01 17:39:53,3.0,"43.71346364,-72.30894875",4.0,1.0
u00,2013-05-01 17:39:34,3.0,"43.71346364,-72.30894875",4.0,1.0
u00,2013-05-01 17:39:33,3.0,"43.71346364,-72.30894875",4.0,1.0
u00,2013-05-10 17:51:59,11.0,"43.70665289,-72.28734948",1.0,1.0
u00,2013-05-13 17:34:02,15.0,"43.7336199,-72.31693218",1.0,1.0
u00,2013-05-05 12:43:40,10.0,"48.86274371,2.33147895",1.0,1.0
u00,2013-05-09 17:45:03,10.0,"43.75959375,-72.32893949",2.0,1.0
u00,2013-05-06 14:40:04,9.0,Unknown,1.0,1.0
u00,2013-05-08 18:16:24,6.0,"45.43592024,12.34452394",1.0,1.0
u00,2013-05-16 17:33:14,10.0,"42.62013314,-71.17654852",1.0,1.0
u00,2013-05-17 17:39:42,9.0,"43.7590614,-72.32948628",2.0,1.0
u00,2013-05-23 18:35:02,9.0,Unknown,2.0,1.0
u00,2013-05-24 18:55:21,9.0,"43.70251211,-72.2885559",2.0,2.0
u00,2013-05-25 17:18:03,7.0,"38.92580143,-77.05273194",3.0,1.0
u00,2013-05-26 18:43:49,12.0,"43.75908452,-72.32932991",2.0,1.0
u00,2013-05-28 17:54:35,9.0,"43.70602498,-72.28697831",3.0,3.0
u00,2013-05-29 17:07:45,1.0,Unknown,1.0,1.0
u00,2013-05-31 17:03:11,10.0,"43.75946982,-72.32910245",2.0,1.0
u00,2013-06-02 17:59:16,9.0,"43.75938059,-72.32893392",1.0,1.0
u01,2013-04-03 17:53:52,6.0,"43.70517864,-72.29310913",2.0,3.0
u01,2013-03-27 04:45:45,7.0,"43.70705013,-72.28730277",2.0,4.0
u01,2013-04-01 20:15:39,7.0,"43.70634494,-72.28951935",2.0,1.0
u01,2013-03-27 18:04:48,7.0,"43.70584333,-72.29017652",2.0,1.0
u01,2013-03-28 20:28:10,10.0,"43.7066424,-72.2890265",1.0,3.0
u01,2013-03-29 17:00:23,7.0,"43.70652979,-72.28926963",1.0,1.0
u01,2013-03-30 19:31:22,8.0,"43.70677676,-72.28902977",1.0,2.0
u01,2013-03-31 18:49:16,8.0,"43.70678938,-72.28927705",1.0,1.0
u01,2013-04-02 20:50:32,8.0,"43.70685259,-72.28918567",2.0,3.0
u01,2013-04-04 19:57:12,8.0,"43.70680683,-72.28946636",2.0,1.0
u01,2013-04-05 20:59:05,7.0,"43.70691657,-72.28849213",3.0,1.0
u01,2013-04-06 21:57:29,8.0,"43.70649925,-72.28905413",1.0,1.0
u01,2013-04-07 21:22:00,9.0,"43.70570732,-72.2889679",1.0,1.0
u01,2013-04-08 19:23:36,6.0,"43.70542081,-72.29035437",2.0,1.0
u01,2013-04-10 02:59:34,8.0,"43.70403134,-72.28895495",1.0,1.0
u01,2013-04-10 17:05:01,5.0,"43.70687149,-72.28907564",2.0,1.0
u01,2013-04-17 02:30:33,7.0,"43.70725639,-72.28916553",1.0,1.0
u01,2013-04-11 18:32:19,6.0,"43.70664697,-72.28911878",2.0,4.0
u01,2013-04-12 18:10:44,5.0,"43.70684932,-72.28899775",2.0,3.0
u01,2013-04-13 19:56:59,9.0,"43.70680288,-72.28934208",1.0,4.0
u01,2013-04-17 18:15:05,5.0,"43.70659283,-72.28814359",2.0,3.0
u01,2013-04-14 18:25:42,8.0,"43.70687853,-72.28921947",1.0,1.0
u01,2013-04-18 19:58:34,8.0,"43.70717445,-72.28666226",1.0,1.0
u01,2013-04-19 17:57:07,7.0,"43.70697063,-72.28757551",2.0,1.0
u01,2013-04-21 20:14:11,7.0,"43.70166778,-72.28840981",2.0,4.0
u01,2013-04-23 18:13:11,7.0,"43.70685448,-72.28901014",1.0,1.0
u01,2013-04-22 17:57:02,7.0,"43.70780807,-72.28439587",2.0,1.0
u02,2013-03-27 07:30:53,8.0,"43.70723501,-72.29347145",2.0,1.0
u02,2013-03-29 17:16:25,7.0,"43.70707642,-72.29320008",3.0,1.0
u02,2013-03-27 18:03:21,8.0,"43.70834437,-72.28451848",2.0,1.0
u02,2013-03-28 17:00:36,7.0,"43.70641389,-72.29107117",2.0,1.0
u02,2013-03-30 18:54:33,8.0,"43.70709166,-72.29282882",2.0,1.0
u02,2013-03-31 17:00:24,7.0,"43.70727019,-72.29252239",2.0,1.0
u02,2013-04-01 18:00:33,7.0,"43.70662942,-72.29294684",2.0,1.0
u02,2013-04-03 18:01:42,8.0,"43.70675024,-72.28772427",3.0,2.0
u02,2013-04-02 18:10:01,8.0,"43.70694471,-72.29285091",2.0,2.0
u02,2013-04-04 17:33:02,8.0,"43.70699087,-72.29313158",2.0,2.0
u02,2013-04-05 17:09:28,8.0,"43.70719722,-72.29290575",2.0,1.0
u02,2013-04-06 20:49:39,7.0,"43.70706246,-72.29325032",2.0,1.0
u02,2013-04-08 00:04:22,9.0,"43.70620445,-72.29116858",2.0,1.0
u02,2013-04-08 17:58:10,7.0,"43.70720645,-72.29347981",2.0,1.0
u02,2013-04-09 17:00:33,7.0,"43.70713201,-72.29322051",2.0,1.0
u02,2013-04-10 18:25:00,8.0,"43.7069528,-72.2931724",2.0,2.0
u02,2013-04-13 17:03:11,8.0,"43.707168,-72.29310824",2.0,2.0
u02,2013-04-17 18:05:16,9.0,"43.70605802,-72.28864087",2.0,1.0
u02,2013-04-21 19:30:09,8.0,"43.70719648,-72.29309611",2.0,1.0
u02,2013-04-22 18:08:04,8.0,"43.70900376,-72.2843243",2.0,2.0
u02,2013-04-25 22:01:21,7.0,"43.70870796,-72.28461773",2.0,1.0
u02,2013-04-26 17:14:25,6.0,"43.70720485,-72.29317244",2.0,2.0
u02,2013-05-03 06:19:33,8.0,Unknown,2.0,2.0
u02,2013-05-03 18:18:20,9.0,"43.7071293,-72.29291473",1.0,2.0
u02,2013-05-16 17:37:35,12.0,"43.70731664,-72.29342927",2.0,1.0
u02,2013-05-05 18:15:07,9.0,"43.70716858,-72.29328296",1.0,2.0
u03,2013-03-31 23:50:40,7.0,"43.70535266,-72.28309587",1.0,1.0
u03,2013-03-27 18:47:56,8.0,"43.70525296,-72.28308162",2.0,1.0
u03,2013-03-27 18:47:54,9.0,"43.70546863,-72.28321419",1.0,1.0
u03,2013-03-27 18:47:57,8.0,"43.70525296,-72.28308162",1.0,1.0
u03,2013-03-31 23:50:35,8.0,"43.70746063,-72.28315636",1.0,1.0
u03,2013-03-31 23:50:33,7.0,"43.70530603,-72.28310302",1.0,1.0
u03,2013-03-31 23:50:42,10.0,"43.70535266,-72.28309587",2.0,1.0
u03,2013-03-31 23:50:44,7.0,"43.70535266,-72.28309587",3.0,1.0
u03,2013-03-31 23:50:38,7.0,"43.70523052,-72.28350678",2.0,1.0
u03,2013-04-01 17:51:05,7.0,"43.70920786,-72.28460593",1.0,1.0
u03,2013-04-03 17:04:38,6.0,"43.7054161,-72.28299347",3.0,1.0
u03,2013-04-04 21:59:49,10.0,"43.70552434,-72.28317625",1.0,2.0
u03,2013-04-05 17:29:22,4.0,"43.70532086,-72.2832369",3.0,2.0
u03,2013-04-07 18:11:48,6.0,"43.70528579,-72.28310255",2.0,1.0
u03,2013-04-08 17:14:48,7.0,"43.7053387,-72.28324926",1.0,1.0
u03,2013-04-09 17:04:54,8.0,"43.705293,-72.28306177",1.0,1.0
u03,2013-04-10 18:04:46,7.0,"43.70513656,-72.2831101",1.0,1.0
u03,2013-04-11 19:44:05,10.0,"43.70513656,-72.2831101",3.0,2.0
u03,2013-04-13 19:54:12,9.0,"43.70757708,-72.28323056",1.0,1.0
u03,2013-04-15 18:35:31,8.0,"43.70521639,-72.28299915",3.0,1.0
u03,2013-04-16 18:07:14,8.0,"43.70519796,-72.2831421",2.0,1.0
u03,2013-04-21 17:17:24,7.0,"43.70528154,-72.28321151",1.0,1.0
u03,2013-04-22 15:23:43,7.0,"43.70536246,-72.28320682",1.0,1.0
u03,2013-04-23 18:07:20,7.0,"43.70514059,-72.28261432",2.0,1.0
u03,2013-04-29 17:09:12,7.0,"43.70490311,-72.28288916",2.0,1.0
u03,2013-05-12 19:33:46,13.0,"43.7051697,-72.28238955",3.0,1.0
u03,2013-05-10 17:34:21,15.0,"43.70518948,-72.28302556",1.0,1.0
u03,2013-05-21 19:00:06,9.0,"43.70528139,-72.28324128",2.0,1.0
u04,2013-04-01 15:03:19,6.0,"43.70410518,-72.28790447",2.0,1.0
u04,2013-03-27 01:59:02,6.0,"43.70443732,-72.28677041",2.0,1.0
u04,2013-03-27 18:18:39,6.0,"43.70653338,-72.28661597",2.0,1.0
u04,2013-03-27 15:15:39,6.0,"43.70421582,-72.2867684",2.0,1.0
u04,2013-03-28 15:13:09,7.0,"43.70437389,-72.28688493",2.0,1.0
u04,2013-03-28 17:59:09,6.0,"43.70437389,-72.28688493",2.0,1.0
u04,2013-03-29 15:10:42,6.0,"43.70349874,-72.28440608",2.0,1.0
u04,2013-03-29 17:57:04,6.0,"43.70414142,-72.28932127",2.0,1.0
u04,2013-03-30 20:08:56,7.0,,3.0,1.0
u04,2013-03-31 19:33:15,7.0,"43.70315377,-72.28626052",3.0,1.0
u04,2013-04-01 17:54:48,6.0,"43.70338698,-72.28924152",2.0,1.0
u04,2013-04-02 17:23:49,8.0,"43.7058173,-72.29660835",2.0,1.0
u04,2013-04-03 18:02:02,8.0,"43.7038194,-72.28630753",2.0,1.0
u04,2013-04-04 20:02:31,7.0,"43.70500049,-72.28555637",2.0,1.0
u04,2013-04-04 15:38:08,7.0,"43.70500049,-72.28555637",2.0,1.0
u04,2013-04-07 00:22:25,5.0,"41.56429417,-73.40466456",2.0,1.0
u04,2013-04-05 15:25:30,6.0,"43.70302172,-72.28510945",2.0,1.0
u04,2013-04-05 17:53:30,7.0,"43.70301965,-72.2847275",2.0,1.0
u04,2013-04-07 16:49:39,5.0,"43.70400146,-72.28561947",3.0,1.0
u04,2013-04-08 17:47:53,8.0,"43.70661818,-72.28797185",2.0,1.0
u04,2013-04-10 17:16:37,6.0,"43.70493208,-72.28856946",3.0,1.0
u04,2013-04-09 19:04:29,8.0,"43.70449075,-72.28617485",2.0,1.0
u04,2013-04-11 17:13:08,7.0,"43.70417131,-72.28591047",3.0,1.0
u04,2013-04-12 17:23:43,6.0,"43.7041984,-72.28652356",2.0,1.0
u04,2013-04-16 18:51:22,6.0,"43.70433801,-72.28693212",2.0,1.0
u04,2013-04-15 18:05:33,6.0,"43.70414785,-72.28568415",1.0,1.0
u04,2013-04-17 17:02:51,6.0,"43.70406175,-72.28602073",2.0,1.0
u04,2013-04-18 17:11:53,6.0,"43.7040839,-72.29095577",2.0,1.0
u04,2013-04-19 15:02:51,6.0,"43.70394475,-72.2863293",1.0,1.0
u04,2013-04-22 17:51:28,7.0,"43.70623282,-72.28816572",1.0,1.0
u04,2013-04-23 18:42:06,8.0,"43.70431008,-72.28573285",1.0,1.0
u04,2013-04-30 17:58:43,6.0,"43.70392825,-72.28599485",2.0,1.0
u04,2013-05-01 18:00:26,7.0,"43.70405908,-72.28617372",3.0,1.0
u04,2013-05-13 17:54:19,5.0,"43.70359634,-72.28941721",2.0,1.0
u05,2013-03-27 18:35:03,7.0,"43.70751491,-72.28694759",1.0,1.0
u05,2013-03-27 18:35:01,8.0,"43.70751491,-72.28694759",1.0,1.0
u05,2013-03-28 20:08:32,8.0,"43.70751491,-72.28694759",2.0,1.0
u05,2013-03-30 01:02:59,5.0,"43.70751491,-72.28694759",3.0,1.0
u05,2013-03-30 22:03:23,9.0,"43.7048376,-72.29028059",1.0,4.0
u05,2013-03-31 17:36:35,8.0,"42.99574623,-71.51884702",1.0,1.0
u07,2013-03-30 20:27:57,9.0,"43.70386706,-72.28368428",2.0,1.0
u07,2013-03-27 03:43:05,6.0,"43.70675332,-72.2868274",2.0,1.0
u07,2013-03-27 17:17:48,6.0,"43.70400696,-72.28392317",2.0,1.0
u07,2013-03-27 18:00:33,6.0,"43.7040066,-72.28391899",2.0,1.0
u07,2013-03-28 18:03:17,7.0,"43.70381904,-72.28413912",3.0,1.0
u07,2013-03-29 17:05:04,6.0,"43.70392608,-72.28391071",3.0,1.0
u07,2013-03-30 10:01:23,7.0,"43.7038505,-72.28368719",1.0,1.0
u07,2013-03-31 21:37:35,8.0,"43.70384974,-72.28380085",2.0,1.0
u07,2013-04-02 20:26:05,7.0,"43.70393516,-72.28368383",1.0,1.0
u07,2013-04-01 18:00:21,7.0,"43.70371391,-72.28343209",2.0,1.0
u07,2013-04-03 17:57:04,7.0,"43.70391766,-72.28483911",2.0,1.0
u07,2013-04-04 20:01:54,5.0,"43.70350051,-72.28955671",2.0,1.0
u07,2013-04-05 17:30:06,7.0,"43.70376232,-72.2840329",2.0,1.0
u07,2013-04-08 22:50:27,5.0,"42.68157539,-84.64788235",1.0,1.0
u07,2013-04-10 17:56:11,8.0,"43.70387324,-72.2836399",2.0,1.0
u07,2013-04-11 09:32:46,9.0,"43.70416133,-72.28362449",2.0,1.0
u07,2013-04-12 17:49:41,8.0,"43.70398518,-72.28358741",2.0,1.0
u07,2013-04-11 19:09:21,8.0,"43.70404614,-72.28405349",1.0,1.0
u07,2013-04-13 22:23:49,7.0,"43.70380812,-72.28401109",3.0,1.0
u07,2013-04-17 18:01:11,6.0,"43.70758488,-72.28290043",3.0,1.0
u07,2013-04-15 19:23:38,7.0,"43.70375535,-72.28381706",2.0,1.0
u07,2013-04-22 19:20:29,7.0,"43.70354163,-72.28381072",2.0,2.0
u07,2013-04-23 21:32:02,8.0,"43.70425769,-72.28391582",1.0,1.0
u07,2013-05-02 19:57:07,8.0,"43.70377565,-72.28402126",3.0,1.0
u08,2013-03-30 20:37:44,10.0,"43.70350954,-72.28608081",2.0,1.0
u08,2013-03-27 03:15:48,6.0,Unknown,2.0,1.0
u08,2013-03-27 21:08:48,6.0,"43.70227295,-72.28989198",1.0,1.0
u08,2013-03-27 17:06:38,6.0,Unknown,2.0,1.0
u08,2013-03-28 19:38:28,10.0,"43.70528743,-72.29155419",3.0,1.0
u08,2013-03-29 17:42:58,6.0,"43.70350954,-72.28608081",3.0,1.0
u08,2013-04-02 21:46:06,8.0,"43.7029938,-72.28634884",2.0,1.0
u08,2013-03-31 18:48:25,7.0,"43.70203852,-72.28684389",3.0,1.0
u08,2013-04-01 16:49:27,6.0,"43.70326445,-72.28627025",2.0,1.0
u08,2013-04-03 17:37:18,6.0,"43.70237031,-72.28787598",3.0,1.0
u08,2013-04-04 19:44:37,8.0,"43.70301411,-72.28619057",2.0,1.0
u08,2013-04-05 18:15:13,6.0,"43.70342734,-72.28638739",3.0,2.0
u08,2013-04-07 01:27:36,6.0,"43.04882397,-71.72452648",3.0,1.0
u08,2013-04-08 02:55:17,8.0,"43.70278047,-72.28749202",1.0,1.0
u08,2013-04-15 04:07:24,10.0,"43.70343873,-72.28651243",1.0,1.0
u08,2013-04-10 17:49:11,6.0,"43.70370174,-72.28680811",2.0,1.0
u08,2013-04-10 10:34:08,8.0,"43.70731779,-72.2868045",1.0,1.0
u08,2013-04-12 02:20:47,7.0,"43.70314121,-72.28659035",1.0,1.0
u08,2013-04-14 05:39:07,8.0,"43.70360138,-72.28652466",1.0,1.0
u08,2013-04-16 04:12:27,7.0,"43.70396504,-72.28927469",3.0,1.0
u08,2013-04-16 19:15:52,9.0,"43.70322923,-72.28831716",2.0,1.0
u08,2013-04-18 06:06:18,5.0,"43.70430223,-72.29046297",3.0,2.0
u08,2013-04-18 20:34:01,8.0,"43.70430223,-72.29046297",2.0,2.0
u08,2013-04-20 20:20:41,7.0,"43.70518194,-72.28800233",1.0,1.0
u08,2013-04-25 21:55:53,9.0,"43.70354857,-72.28679727",1.0,1.0
u08,2013-04-21 20:21:27,6.0,"43.70406215,-72.28755806",1.0,1.0
u08,2013-04-23 06:30:38,0.0,"43.7052687,-72.28811786",4.0,1.0
u08,2013-04-23 23:01:57,8.0,"43.70434734,-72.28679491",1.0,1.0
u08,2013-04-25 00:57:16,8.0,"43.70440204,-72.29052256",1.0,1.0
u08,2013-04-22 17:37:51,0.0,"43.7052687,-72.28811786",4.0,1.0
u08,2013-04-27 00:31:14,7.0,"43.70295661,-72.28995533",2.0,1.0
u08,2013-05-01 09:17:00,6.0,"43.70708811,-72.28767562",2.0,1.0
u08,2013-05-03 17:41:11,8.0,"43.70502255,-72.28804551",1.0,1.0
u08,2013-05-15 17:49:34,7.0,"43.70531628,-72.29101359",2.0,1.0
u08,2013-05-05 09:19:45,8.0,"43.7037094,-72.28660102",1.0,1.0
u08,2013-05-11 21:22:49,15.0,"43.70527997,-72.2896421",1.0,1.0
u08,2013-05-09 21:58:51,1.0,"43.70454326,-72.2895076",1.0,1.0
u08,2013-05-07 03:53:29,8.0,"43.7049437,-72.28880281",1.0,1.0
u08,2013-05-09 21:59:00,12.0,"43.70454326,-72.2895076",1.0,1.0
u08,2013-05-19 21:01:43,9.0,"43.70573461,-72.28972765",2.0,2.0
u08,2013-05-23 13:39:46,1.0,"43.70447785,-72.29155849",3.0,3.0
u09,2013-03-29 18:00:56,8.0,"43.70869749,-72.28451668",2.0,1.0
u09,2013-03-27 18:03:43,8.0,"43.70704889,-72.28891638",1.0,1.0
u09,2013-03-28 17:58:20,8.0,"43.70712567,-72.28877234",2.0,1.0
u10,2013-04-01 17:34:54,7.0,"43.70341845,-72.29014363",2.0,1.0
u10,2013-04-03 17:02:28,8.0,"43.70459605,-72.2899188",2.0,1.0
u10,2013-03-27 19:11:24,7.0,"43.70822031,-72.28454379",2.0,1.0
u10,2013-03-27 19:11:24,7.0,"43.70407087,-72.28782785",2.0,1.0
u10,2013-03-30 02:07:43,8.0,"43.70430713,-72.29029683",2.0,1.0
u10,2013-03-30 02:07:47,6.0,"43.70647211,-72.28802604",2.0,1.0
u10,2013-03-30 20:11:17,8.0,"43.70291316,-72.28943322",1.0,1.0
u10,2013-03-30 16:37:17,8.0,"43.70443854,-72.2860879",1.0,1.0
u10,2013-03-31 17:47:23,8.0,"43.70268506,-72.2871776",2.0,1.0
u10,2013-04-02 17:52:32,7.0,"43.70679334,-72.28767766",2.0,1.0
u10,2013-04-04 17:33:32,7.0,"43.70168352,-72.28807511",2.0,1.0
u10,2013-04-08 17:00:29,8.0,"43.70238375,-72.28772441",2.0,1.0
u10,2013-04-05 17:49:50,7.0,"43.70173422,-72.28775943",2.0,1.0
u10,2013-04-07 17:41:19,7.0,"43.70336268,-72.28777469",2.0,1.0
u10,2013-04-06 18:35:00,8.0,"43.70464259,-72.28795732",2.0,3.0
u10,2013-04-09 17:02:03,8.0,"43.70278942,-72.28658418",2.0,1.0
u10,2013-04-10 17:04:42,8.0,"43.70278942,-72.28658418",3.0,1.0
u10,2013-04-11 17:20:13,8.0,"43.70278942,-72.28658418",2.0,1.0
u10,2013-04-12 17:00:54,7.0,"43.70278942,-72.28658418",2.0,1.0
u10,2013-04-13 20:00:55,6.0,"43.70278942,-72.28658418",3.0,3.0
u10,2013-04-17 17:41:58,8.0,"43.7050225,-72.28939767",2.0,1.0
u10,2013-04-16 17:05:14,8.0,"43.7050225,-72.28939767",2.0,1.0
u10,2013-04-14 18:36:55,7.0,"43.70278942,-72.28658418",3.0,1.0
u10,2013-04-15 17:48:18,8.0,"43.7050225,-72.28939767",2.0,1.0
u10,2013-04-18 17:50:42,8.0,"43.7050225,-72.28939767",2.0,3.0
u10,2013-04-21 17:20:27,8.0,"43.70539179,-72.28841197",2.0,1.0
u10,2013-04-23 16:48:27,6.0,"43.70324408,-72.28961597",3.0,1.0
u10,2013-04-22 17:21:27,8.0,"43.70324408,-72.28961597",2.0,1.0
u10,2013-04-23 17:56:37,6.0,"43.70324408,-72.28961597",3.0,1.0
u10,2013-04-27 17:00:41,8.0,"43.70416259,-72.2875169",3.0,1.0
u10,2013-04-26 17:44:23,8.0,"43.70330372,-72.2898598",2.0,4.0
u10,2013-04-29 17:27:18,8.0,"43.70340655,-72.28873632",3.0,1.0
u10,2013-04-30 17:55:11,7.0,"43.70160853,-72.28805517",4.0,1.0
u10,2013-05-01 17:57:19,8.0,"43.70412157,-72.28527572",2.0,1.0
u10,2013-05-02 17:59:19,8.0,"43.70412157,-72.28527572",1.0,1.0
u10,2013-05-08 17:39:20,10.0,"43.70420958,-72.28780578",2.0,1.0
u10,2013-05-07 17:54:18,5.0,"43.70321757,-72.28619493",2.0,1.0
u10,2013-05-11 17:59:05,10.0,"43.70274793,-72.28753523",2.0,1.0
u10,2013-05-16 19:02:57,10.0,"43.70620585,-72.28792804",2.0,1.0
u10,2013-05-12 19:28:17,10.0,"43.70274636,-72.28946321",2.0,1.0
u10,2013-05-06 17:53:19,8.0,"43.70290684,-72.28530452",2.0,1.0
u10,2013-05-10 18:15:36,10.0,"43.70721373,-72.28551043",2.0,1.0
u10,2013-05-05 19:31:58,7.0,"43.70428011,-72.28681054",2.0,1.0
u10,2013-05-03 21:23:32,7.0,"43.70431466,-72.28543542",2.0,1.0
u10,2013-05-14 18:56:23,10.0,"43.70345358,-72.28778708",2.0,1.0
u10,2013-05-21 18:51:36,10.0,Unknown,1.0,1.0
u10,2013-05-29 19:28:46,7.0,"43.70288597,-72.29129431",2.0,1.0
u12,2013-04-03 17:26:07,8.0,"43.63766483,-72.2485018",1.0,1.0
u12,2013-03-27 17:35:42,6.0,"43.63687425,-72.28544436",2.0,1.0
u12,2013-03-28 17:24:52,8.0,"43.67698318,-72.26028412",1.0,1.0
u12,2013-03-29 17:10:00,8.0,"43.70977927,-72.28303993",1.0,1.0
u12,2013-03-30 17:22:19,7.0,"43.63753107,-72.24846418",3.0,1.0
u12,2013-03-31 15:35:13,9.0,"43.63765489,-72.2487072",1.0,1.0
u12,2013-04-01 17:52:46,7.0,"43.70850413,-72.28575574",2.0,1.0
u12,2013-04-02 15:33:00,8.0,"43.63748657,-72.2482552",1.0,1.0
u12,2013-04-03 15:33:22,7.0,"43.63745411,-72.24846941",3.0,1.0
u12,2013-04-04 20:04:55,7.0,"43.70770892,-72.28875085",3.0,1.0
u12,2013-04-05 17:49:26,8.0,"43.70291796,-72.29076097",2.0,1.0
u12,2013-04-08 15:04:57,5.0,"37.07031926,-76.35966675",1.0,2.0
u12,2013-04-10 17:00:28,7.0,"43.63744706,-72.2481714",2.0,1.0
u12,2013-04-10 17:58:07,6.0,"43.63733001,-72.24831108",1.0,1.0
u12,2013-04-11 18:55:48,8.0,"43.63760479,-72.24817944",1.0,1.0
u12,2013-04-12 17:48:34,7.0,"43.70651514,-72.28830687",2.0,1.0
u12,2013-04-13 17:52:45,9.0,"43.63769981,-72.24843196",1.0,1.0
u12,2013-04-14 17:00:09,8.0,"43.63755737,-72.24817945",1.0,1.0
u12,2013-04-15 17:09:31,6.0,"43.70661726,-72.28610243",2.0,1.0
u12,2013-04-16 17:05:55,6.0,"43.6377843,-72.24839682",3.0,1.0
u12,2013-04-30 17:08:51,7.0,"43.63730762,-72.24814653",1.0,1.0
u12,2013-05-03 17:30:57,8.0,"43.6376426,-72.24851725",3.0,1.0
u12,2013-05-16 17:45:55,11.0,"43.63767795,-72.24819483",1.0,1.0
u12,2013-05-31 17:07:01,11.0,"43.63764029,-72.2483575",1.0,1.0
u12,2013-05-25 17:34:04,11.0,"43.6944467,-72.27895006",1.0,3.0
u12,2013-06-03 18:16:26,11.0,"43.7072019,-72.28658185",1.0,1.0
u13,2013-04-08 18:27:36,8.0,"43.65165759,-72.30982479",1.0,1.0
u14,2013-03-29 17:51:54,7.0,"43.70509271,-72.28680761",2.0,1.0
u14,2013-03-29 19:22:26,7.0,"43.70509271,-72.28680761",2.0,1.0
u14,2013-03-30 18:58:36,5.0,"43.70503113,-72.28694162",2.0,1.0
u14,2013-04-02 18:24:22,9.0,"43.70481251,-72.28700429",2.0,1.0
u14,2013-04-01 17:39:27,7.0,,2.0,1.0
u14,2013-04-01 10:22:28,7.0,"43.70516844,-72.28680259",3.0,1.0
u14,2013-04-03 17:11:45,6.0,"43.7049256,-72.28632081",2.0,1.0
u14,2013-04-04 17:30:20,8.0,"43.70500868,-72.28667785",1.0,1.0
u14,2013-04-05 16:08:04,6.0,"43.70491826,-72.28692692",2.0,3.0
u14,2013-04-05 17:26:24,6.0,"43.70491826,-72.28692692",2.0,3.0
u14,2013-04-07 17:59:18,5.0,"43.7044612,-72.28747684",1.0,1.0
u14,2013-04-06 20:47:09,8.0,"43.70506289,-72.28675801",2.0,2.0
u14,2013-04-09 14:56:46,6.0,"43.70491146,-72.28659003",1.0,2.0
u14,2013-04-09 17:26:01,6.0,"43.70491146,-72.28659003",1.0,1.0
u14,2013-04-10 21:04:20,6.0,"43.70498939,-72.28699053",3.0,3.0
u14,2013-04-12 18:02:26,7.0,"43.70460577,-72.28671025",2.0,2.0
u14,2013-04-11 18:15:17,9.0,"43.70511041,-72.28702345",1.0,2.0
