uid,resp_time,location,number
u46,2013-04-01 00:20:38,"43.70640514,-72.28820773",4.0
u46,2013-04-04 04:00:39,"43.70675529,-72.28728531",4.0
u46,2013-04-01 06:02:54,"43.70106678,-72.28949426",4.0
u46,2013-04-01 18:35:20,"43.70105311,-72.28963051",3.0
u46,2013-04-02 09:45:50,"43.7044068,-72.28971584",4.0
u46,2013-04-03 04:05:12,"43.70502483,-72.28874105",4.0
u46,2013-04-04 02:21:02,"43.70675529,-72.28728531",4.0
u46,2013-04-05 04:22:51,"43.70589093,-72.28772656",3.0
u46,2013-04-05 04:22:59,"43.70589093,-72.28772656",4.0
u46,2013-04-07 06:12:03,"43.70589876,-72.28814521",3.0
u46,2013-04-13 20:14:15,Unknown,4.0
u46,2013-04-10 20:00:41,"43.70418508,-72.2961775",4.0
u46,2013-04-12 20:02:13,"43.70450188,-72.2971835",4.0
u46,2013-04-15 16:34:42,"43.70520754,-72.29021202",4.0
u46,2013-04-18 19:32:29,"43.70418499,-72.29773208",4.0
u46,2013-04-19 06:07:35,"43.70242371,-72.29305417",5.0
u46,2013-05-10 09:29:40,"43.70465108,-72.29535043",2.0
u47,2013-03-29 09:08:04,Unknown,3.0
u47,2013-03-30 20:10:38,Unknown,3.0
u47,2013-04-04 04:41:31,Unknown,2.0
u47,2013-04-05 04:57:24,"43.70679119601846,-72.28743245825171",4.0
u47,2013-04-13 20:49:12,"43.68140639271587,-72.32202088460326",3.0
u47,2013-04-18 07:42:53,"43.68151468690485,-72.32208207249641",2.0
u47,2013-04-14 20:49:43,"43.68140509352088,-72.32197218574584",3.0
u47,2013-04-15 20:27:17,"43.68150102440268,-72.32201526872814",3.0
u47,2013-04-21 07:36:44,"43.68150525726378,-72.32196740806103",2.0
u47,2013-04-22 06:25:07,"43.70653114747256,-72.28706650435925",2.0
u47,2013-05-03 09:17:40,Unknown,3.0
u47,2013-05-12 06:00:11,Unknown,4.0
u47,2013-05-24 06:02:53,"43.7070740852505,-72.28581625968218",2.0
u47,2013-05-25 06:04:15,"43.68153224699199,-72.32217259705067",4.0
u47,2013-05-27 02:02:34,"43.706551347859204,-72.28690414689481",3.0
u47,2013-05-28 02:00:44,"43.70288774371147,-72.29048950597644",5.0
u47,2013-05-29 02:00:06,"43.681430825963616,-72.32192139141262",6.0
u49,2013-03-31 06:52:15,"43.70705776482245,-72.29079078809796",4.0
u49,2013-03-29 06:00:55,"43.70716131206944,-72.29069298796604",2.0
u49,2013-03-28 22:48:39,"43.70660906218045,-72.28850320131149",3.0
u49,2013-03-29 22:04:50,"43.70267879651378,-72.29108858322432",2.0
u49,2013-03-30 06:12:58,"43.70714923611114,-72.2907766105146",3.0
u49,2013-04-01 06:33:47,"43.70709124872432,-72.29070399484226",4.0
u49,2013-04-03 22:09:57,"43.703158651028865,-72.2870008394822",3.0
u49,2013-04-04 04:01:28,"43.707160898813775,-72.29070505330372",3.0
u49,2013-04-04 22:04:06,"43.707100069217596,-72.29064611462705",4.0
u49,2013-04-05 04:10:49,"43.70602807141132,-72.28961758062928",3.0
u49,2013-04-06 02:08:07,"43.47757182567488,-72.10256690864196",4.0
u49,2013-04-08 07:44:57,"43.707128974835264,-72.29069696738179",3.0
u49,2013-04-10 20:00:36,"43.70321966184834,-72.2876130893634",3.0
u49,2013-04-11 20:00:16,"43.707152921972195,-72.28990023480135",3.0
u49,2013-04-12 20:28:53,Unknown,3.0
u49,2013-04-13 20:00:44,"43.707040367006044,-72.29090060653363",3.0
u49,2013-04-14 20:02:30,"43.706990801600554,-72.29083031513625",5.0
u49,2013-04-18 04:40:35,"43.70143796257927,-72.28840592331314",3.0
u49,2013-04-23 06:00:26,"43.70328375766367,-72.29034840992854",4.0
u49,2013-05-10 07:53:42,"43.70710055266189,-72.29069788063012",4.0
u49,2013-05-09 07:51:02,Unknown,3.0
u49,2013-05-13 02:53:33,"43.64085192959396,-72.2207083033798",4.0
u49,2013-05-07 06:03:27,"43.705985547631826,-72.2890841770398",4.0
u49,2013-05-05 06:02:30,"43.70311076889067,-72.29034101735787",4.0
u49,2013-05-04 21:04:31,"43.707145329987014,-72.29043743098563",4.0
u49,2013-05-11 06:00:43,"42.29421807481455,-71.30431207650626",3.0
u49,2013-05-18 06:34:03,"43.7071803391446,-72.29073719551904",4.0
u49,2013-05-24 06:26:58,"43.70536949189704,-72.2894110901644",3.0
u49,2013-05-30 02:05:47,"43.70722431435143,-72.29087450123586",4.0
u49,2013-05-25 06:03:22,"43.70718961158385,-72.29064125113423",4.0
u49,2013-05-27 02:19:01,"43.70482673868034,-72.29528006827621",3.0
u49,2013-05-27 00:59:04,"43.70730262660705,-72.29076807376563",4.0
u49,2013-05-31 07:52:50,"43.707175423533876,-72.29072460503018",3.0
u50,2013-03-31 06:13:06,"43.7081182,-72.28358526",1.0
u50,2013-03-29 21:38:39,"43.70717042,-72.28652835",2.0
u50,2013-04-01 10:27:19,"43.70568092,-72.28295897",1.0
u50,2013-04-05 05:41:15,"43.70666919,-72.28713494",1.0
u50,2013-04-07 06:31:46,"43.70683169,-72.28705001",1.0
u50,2013-04-11 20:10:07,"43.70657402,-72.28709846",2.0
u50,2013-04-10 21:49:24,"43.70553455,-72.28285265",2.0
u51,2013-03-29 06:14:29,"43.69935689,-72.29051287",3.0
u51,2013-03-30 07:10:39,"43.68294283,-72.28488609",3.0
u51,2013-03-31 08:58:55,"43.65187205,-72.30975063",2.0
u51,2013-04-01 06:27:17,"43.70551734,-72.28335444",2.0
u51,2013-04-03 05:07:33,"43.68788979,-72.29233141",3.0
u51,2013-04-05 04:17:53,"43.69498059,-72.29014274",2.0
u51,2013-04-07 07:07:55,"43.67761453,-72.1007708",2.0
u51,2013-04-08 07:14:37,"43.70057731,-72.28955261",1.0
u51,2013-04-07 05:27:37,"43.67761453,-72.1007708",2.0
u51,2013-04-10 20:10:03,"43.70660044,-72.28702986",1.0
u51,2013-04-11 20:20:20,"43.70644132,-72.28719247",1.0
u51,2013-04-12 20:49:07,"43.70664201,-72.28687051",1.0
u51,2013-04-16 06:26:21,Unknown,1.0
u51,2013-04-15 23:26:55,"43.7065978,-72.28709206",1.0
u51,2013-04-17 07:29:19,"43.70763358,-72.28826433",2.0
u51,2013-04-19 09:07:50,"43.70192126,-72.28925157",2.0
u51,2013-04-21 22:41:09,"43.70647457,-72.28694116",1.0
u51,2013-04-22 06:50:49,"43.70639016,-72.28683325",3.0
u51,2013-04-23 07:06:59,"43.70640485,-72.28685946",2.0
u51,2013-05-03 08:16:31,"43.70276553,-72.28905969",2.0
u51,2013-05-10 17:54:48,"43.70867293,-72.28167835",1.0
u51,2013-05-06 10:45:30,"43.70983685,-72.28318346",2.0
u51,2013-05-14 07:29:02,"43.69545444,-72.2897973",2.0
u51,2013-05-05 23:55:38,"42.03807185,-72.61743268",2.0
u51,2013-05-12 07:22:30,"43.70644675,-72.2867901",1.0
u51,2013-05-13 00:22:01,"43.70854618,-72.28326996",1.0
u51,2013-05-25 07:41:14,"43.6285899,-72.32269504",1.0
u51,2013-05-27 02:48:24,"43.69384957,-72.28397489",1.0
u51,2013-05-30 03:16:14,"43.70738663,-72.28550615",1.0
u51,2013-06-01 02:39:22,"43.70419424,-72.28832947",2.0
u51,2013-06-03 17:32:54,"43.65737758,-72.24507738",1.0
u51,2013-06-02 21:27:32,"43.70660417,-72.28703816",3.0
u51,2013-06-05 02:37:49,"43.69719798,-72.28066952",1.0
u52,2013-03-31 06:26:53,"43.7070176,-72.28908631666667",3.0
u52,2013-03-30 10:29:41,"43.7071139,-72.2889671",3.0
u52,2013-04-03 04:30:48,"43.7069401,-72.28877828333333",3.0
u52,2013-04-01 06:18:07,"43.707209383333335,-72.28884528333333",3.0
u52,2013-04-04 04:32:36,"43.706527333333334,-72.28934398333334",2.0
u52,2013-04-05 15:03:16,"43.70728103333333,-72.28899271666667",3.0
u52,2013-04-06 04:58:15,"43.702451116666666,-72.28956378333334",3.0
u52,2013-04-07 06:17:05,"43.707121433333334,-72.28947938333333",2.0
u52,2013-04-06 18:56:18,"43.70713576666667,-72.28891061666667",2.0
u52,2013-04-10 20:08:55,"43.7030312,-72.28956423333334",2.0
u52,2013-04-12 20:04:46,"43.70737126666667,-72.28852878333333",3.0
u52,2013-04-11 20:00:25,"43.7072184,-72.28903266666667",2.0
u52,2013-04-13 20:07:34,"43.70717081666667,-72.28903926666666",2.0
u53,2013-04-01 06:22:49,"43.01145504,-71.43604216",3.0
u53,2013-03-29 09:58:40,"43.70545141,-72.28303045",2.0
u53,2013-03-27 23:51:35,"43.70802035,-72.28348765",2.0
u53,2013-03-29 21:32:49,"43.70789343,-72.28376628",3.0
u53,2013-03-28 19:58:55,"43.70813907,-72.28399749",4.0
u53,2013-04-03 05:19:20,Unknown,2.0
u53,2013-03-30 06:01:27,"43.70550267,-72.2831871",3.0
u53,2013-04-01 06:22:52,"43.63632448,-72.28880593",3.0
u53,2013-04-01 06:22:49,"43.40062634,-72.01627429",4.0
u53,2013-04-01 11:34:35,"43.70548962,-72.28310369",3.0
u53,2013-04-04 04:45:52,"43.70703943,-72.2869256",3.0
u53,2013-04-06 03:05:05,"43.70652295,-72.28353758",3.0
u53,2013-04-05 02:23:50,"43.70567171,-72.28315625",4.0
u53,2013-04-07 06:47:38,"43.70548027,-72.28293906",3.0
u53,2013-04-07 04:21:46,Unknown,3.0
u53,2013-04-08 17:19:12,"43.66454128,-72.24716229",2.0
u53,2013-04-13 22:54:41,"43.7062465,-72.28310904",3.0
u53,2013-04-11 21:00:36,"43.70546486,-72.28308025",4.0
u53,2013-04-13 08:11:17,"43.70524211,-72.28287642",3.0
u53,2013-04-16 07:10:29,"43.70553921,-72.28302343",2.0
u53,2013-04-19 06:38:40,"43.70552167,-72.2830477",3.0
u53,2013-04-22 13:03:19,"43.70533036,-72.28315461",2.0
u53,2013-04-23 06:12:08,"43.70544746,-72.28320389",2.0
u53,2013-05-03 10:39:39,"43.70547626,-72.28309158",3.0
u53,2013-05-12 08:32:31,"43.70536903,-72.28326056",3.0
u53,2013-05-09 06:05:09,"43.70675386,-72.28641585",2.0
u53,2013-05-10 06:05:57,"43.70550636,-72.2830905",3.0
u53,2013-05-11 08:11:07,"43.65051289,-72.31035182",3.0
u53,2013-05-13 06:15:18,"43.70568311,-72.28321676",3.0
u53,2013-05-29 02:57:07,"43.70556611,-72.28299394",3.0
u53,2013-05-31 03:40:39,"43.70539723,-72.28309558",4.0
u54,2013-04-01 20:22:15,"41.55404933,-73.03993472",6.0
u54,2013-04-03 04:00:31,"43.70393297,-72.29575493",3.0
u54,2013-04-06 04:11:01,"43.70304486,-72.29041049",2.0
u54,2013-04-05 05:00:58,"43.70280446,-72.29102992",3.0
u54,2013-04-07 21:04:59,"44.0287685,-72.1012526",3.0
u54,2013-04-11 20:32:13,Unknown,2.0
u54,2013-04-14 20:47:06,"43.70684315,-72.28727941",2.0
u54,2013-04-17 06:05:10,"43.70620298,-72.28867813",3.0
u54,2013-04-18 06:00:11,"43.70415015,-72.29367693",3.0
u54,2013-04-21 06:32:47,"43.70285976,-72.28598337",2.0
u54,2013-04-29 17:48:58,Unknown,1.0
u56,2013-04-08 22:41:34,"43.01433773,-72.34858847",2.0
u56,2013-04-10 18:48:54,"43.7167643,-72.3092846",3.0
u56,2013-04-13 21:13:17,"43.01440941,-72.34824962",2.0
u56,2013-04-14 21:48:57,"43.71634031,-72.30888868",2.0
u56,2013-04-16 07:05:07,"43.71671598,-72.3090822",2.0
u56,2013-04-18 07:40:23,"43.71646992,-72.30896549",2.0
u56,2013-05-03 17:08:24,"43.71663661,-72.30912731",3.0
u56,2013-05-09 17:19:19,"43.71641225,-72.30929063",4.0
u56,2013-05-14 08:23:47,"43.7165207,-72.30909122",3.0
u56,2013-05-13 08:19:53,"43.71665523,-72.30904318",2.0
u56,2013-05-20 00:10:03,Unknown,4.0
u56,2013-06-04 02:12:42,"43.71654905,-72.30960914",1.0
u57,2013-03-27 20:03:09,"43.7028781,-72.29009704",4.0
u57,2013-03-29 06:01:45,"43.70693132,-72.28888253",5.0
u57,2013-03-30 06:15:34,"43.70742863,-72.28842649",4.0
u57,2013-03-31 06:01:24,"43.70316428,-72.28958366",5.0
u57,2013-04-01 06:57:10,"43.70707976,-72.28926095",4.0
u57,2013-04-03 04:01:23,"43.70323119,-72.28881724",4.0
u57,2013-04-04 05:03:22,"43.72349899,-72.28934052",5.0
u57,2013-04-05 04:01:29,"43.70303294,-72.29061235",5.0
u57,2013-04-06 04:58:54,"43.07856719,-71.47247614",4.0
u57,2013-04-10 20:15:02,"43.70688139,-72.28866023",4.0
u57,2013-04-12 05:04:29,"43.70715199,-72.2885498",4.0
u57,2013-04-12 20:01:20,"43.70702788,-72.28909157",4.0
u57,2013-04-13 20:40:57,"43.70698043,-72.2887427",5.0
u57,2013-04-16 22:24:57,"43.70724046,-72.28885725",4.0
u57,2013-04-14 20:06:35,"43.7037867,-72.28943352",5.0
u57,2013-04-17 06:17:02,"43.70712411,-72.28877067",4.0
u57,2013-04-20 23:24:07,"43.81237747,-72.18886948",5.0
u57,2013-04-21 06:13:31,"43.7071141,-72.28895246",4.0
u57,2013-04-22 07:31:45,"43.70635188,-72.2869814",5.0
u57,2013-04-28 06:03:06,"43.70726931,-72.28898657",4.0
u57,2013-04-30 10:29:33,"43.70262136,-72.29084874",4.0
u57,2013-05-03 07:27:07,"43.70692093,-72.2882277",5.0
u57,2013-05-10 06:01:46,"43.70696809,-72.28884744",5.0
u57,2013-05-05 06:04:02,"43.70702291,-72.28833102",4.0
u57,2013-05-06 16:56:54,"43.70700711,-72.28832348",5.0
u57,2013-05-14 06:00:43,"43.70707271,-72.28864822",4.0
u57,2013-05-11 07:07:13,"43.70542513,-72.289677",5.0
u57,2013-05-12 06:03:03,"43.70705639,-72.28908191",5.0
u57,2013-05-24 06:00:14,"43.70570937,-72.29025871",5.0
u57,2013-05-25 06:10:30,"43.65234606,-72.31917207",5.0
u57,2013-06-01 02:56:51,"43.70718501,-72.28886216",3.0
u57,2013-05-26 02:04:53,"43.70485676,-72.28807261",6.0
u57,2013-05-27 02:02:37,"43.70412608,-72.28996465",4.0
u57,2013-05-29 03:23:10,Unknown,4.0
u57,2013-05-28 02:00:13,"43.70502248,-72.28958197",4.0
u57,2013-06-03 03:21:42,"43.70642722,-72.29108366",4.0
u58,2013-03-27 23:54:46,"43.70611586,-72.28345541",1.0
u58,2013-03-29 07:36:23,"43.70738403,-72.28764595",2.0
u58,2013-03-31 06:05:58,"43.70850694,-72.28242346",1.0
u58,2013-04-03 04:32:58,"43.70622215,-72.28330781",3.0
u58,2013-04-04 04:08:31,"43.70745402,-72.28325715",3.0
u58,2013-04-05 05:03:28,"43.70660035,-72.28709394",2.0
u58,2013-04-06 04:10:22,"43.70610012,-72.28338585",2.0
u58,2013-04-07 06:26:04,"43.70583037,-72.28328387",3.0
u58,2013-04-08 07:14:56,"43.70606612,-72.2831362",2.0
u58,2013-04-10 20:49:33,"43.70736617,-72.28585735",2.0
u58,2013-04-17 07:29:35,"43.70607334,-72.28289277",3.0
u58,2013-04-11 20:25:45,"42.36179445,-71.0801419",3.0
u58,2013-04-12 20:08:45,"43.70710444,-72.28311046",2.0
u58,2013-04-13 20:30:30,"43.70632,-72.28343388",1.0
u58,2013-04-14 21:04:08,"43.70620341,-72.28324609",1.0
u58,2013-04-16 06:19:38,"43.70839358,-72.2822233",2.0
u58,2013-04-18 04:12:17,"43.70645524,-72.28313281",3.0
u58,2013-04-18 06:00:12,"43.70645524,-72.28313281",3.0
u58,2013-04-19 06:00:10,"43.70613747,-72.28341241",3.0
u58,2013-04-21 04:35:00,"43.70614787,-72.2833544",2.0
u58,2013-04-21 16:51:38,"43.7061593,-72.2835932",2.0
u58,2013-04-22 01:53:15,"43.70626803,-72.2833694",2.0
u58,2013-04-22 06:16:26,"43.70625615,-72.28323149",2.0
u58,2013-04-23 06:04:50,"43.70623102,-72.28310164",2.0
u58,2013-04-28 08:44:55,"43.70591621,-72.28494616",1.0
u58,2013-04-26 07:06:20,"43.70616071,-72.28328686",3.0
u58,2013-05-03 09:40:32,"43.7062086,-72.28353341",2.0
u58,2013-05-10 06:00:14,"43.70621972,-72.28341278",3.0
u58,2013-05-11 07:02:33,"43.70317016,-72.28645937",1.0
u58,2013-05-12 09:23:41,"43.70647378,-72.28294033",1.0
u58,2013-05-06 06:20:14,"43.70673131,-72.28330986",1.0
u58,2013-05-09 10:58:55,"43.7062678,-72.28294227",3.0
u58,2013-05-05 10:14:02,"43.70616309,-72.28327894",1.0
u58,2013-05-13 03:45:21,"43.70647378,-72.28294033",2.0
u58,2013-05-13 08:02:23,"43.70599042,-72.28304403",1.0
u58,2013-05-14 09:45:22,"43.7059648,-72.2834485",2.0
u58,2013-06-01 03:40:58,"43.70239827,-72.28972347",2.0
u58,2013-05-25 09:25:20,"43.70627269,-72.28321965",1.0
u58,2013-05-26 03:32:27,"43.70539408,-72.28305743",2.0
u58,2013-05-27 02:44:56,"43.70618726,-72.28339225",1.0
u58,2013-05-29 02:03:41,"43.70527295,-72.28304277",2.0
u58,2013-05-28 22:17:33,"43.70622433,-72.28334234",2.0
u58,2013-05-30 02:49:07,"43.70565376,-72.28328564",1.0
u59,2013-04-01 07:45:06,"43.7025121,-72.28898705",4.0
u59,2013-03-27 03:45:43,"43.70600279420614,-72.28865772485733",4.0
u59,2013-03-29 00:39:20,"43.702606027945876,-72.2895226534456",5.0
u59,2013-03-27 16:17:34,"43.70436740107834,-72.28962558321655",4.0
u59,2013-03-28 16:34:47,"43.702606027945876,-72.2895226534456",5.0
u59,2013-03-29 07:25:21,"43.702606027945876,-72.2895226534456",4.0
u59,2013-03-29 19:40:14,"43.702606027945876,-72.2895226534456",4.0
u59,2013-03-31 09:37:43,"43.70295231,-72.29014782",4.0
u59,2013-04-01 17:53:06,"43.704395,-72.28801132",4.0
u59,2013-03-30 23:38:57,"43.70673427,-72.28779417",5.0
u59,2013-03-31 07:27:47,"43.70295231,-72.29014782",5.0
u59,2013-03-30 06:03:54,"43.705576616339386,-72.29041096754372",4.0
u59,2013-03-31 21:46:16,"43.70563006,-72.29085119",4.0
u59,2013-04-01 15:14:02,"43.7025121,-72.28898705",4.0
u59,2013-04-03 05:58:19,"43.7052441,-72.29056065",4.0
u59,2013-04-02 16:49:40,"43.70566922,-72.29087336",4.0
u59,2013-04-03 04:01:32,"43.70763698,-72.2908901",4.0
u59,2013-04-04 16:56:59,"43.70385188,-72.28719243",5.0
u59,2013-04-04 04:09:55,"43.70492743,-72.2901242",5.0
u59,2013-04-08 06:00:40,"43.7060222402215,-72.29019781574607",4.0
u59,2013-04-05 04:01:53,"43.70497429277748,-72.29044700972736",5.0
u59,2013-04-05 00:44:22,"43.705932260490954,-72.28973739780486",5.0
u59,2013-04-05 02:04:37,"43.70590191800147,-72.28983261622488",5.0
u59,2013-04-05 16:00:47,"43.705437518656254,-72.29089770466089",4.0
u59,2013-04-05 23:43:43,"43.70539468713105,-72.29043569415808",4.0
u59,2013-04-07 00:17:45,"43.70573427993804,-72.2908112872392",5.0
u59,2013-04-07 12:44:14,Unknown,4.0
u59,2013-04-07 06:02:13,"43.703158563002944,-72.29066770523787",4.0
u59,2013-04-08 04:01:51,"43.703208435326815,-72.29068145155907",4.0
u59,2013-04-09 08:09:30,"43.705809926614165,-72.29142350144684",4.0
u59,2013-04-16 06:00:14,"43.70289050973952,-72.2909696213901",4.0
u59,2013-04-10 20:01:29,"43.702894197776914,-72.29080315679312",4.0
u59,2013-04-10 02:56:08,Unknown,4.0
u59,2013-04-17 06:03:16,"43.70563139207661,-72.29079762473702",4.0
u59,2013-04-11 20:02:47,"43.701694663614035,-72.2882104665041",4.0
u59,2013-04-12 20:06:38,"43.70402202475816,-72.28741058148444",4.0
u59,2013-04-13 20:25:57,Unknown,5.0
u59,2013-04-13 01:05:20,"43.70522507932037,-72.29081598110497",4.0
u59,2013-04-14 00:09:24,"43.70568109676242,-72.29072663001716",5.0
u59,2013-04-14 20:05:54,"43.70137925259769,-72.28947512805462",4.0
u59,2013-04-14 20:05:55,"43.70137925259769,-72.28947512805462",4.0
u59,2013-04-16 00:18:26,Unknown,4.0
u59,2013-04-18 06:00:31,Unknown,4.0
u59,2013-04-19 06:00:19,Unknown,5.0
u59,2013-04-21 09:45:53,"43.70550541207194,-72.2784256003797",4.0
u59,2013-04-22 06:00:49,"43.70345394127071,-72.29087851010263",4.0
u59,2013-04-23 06:03:21,Unknown,4.0
u59,2013-04-22 17:57:41,"43.705973415635526,-72.28723850101233",4.0
u59,2013-04-24 20:47:05,Unknown,4.0
u59,2013-04-28 06:14:34,"43.704226040281355,-72.29057994671166",5.0
u59,2013-04-25 19:40:26,"43.7066536070779,-72.28823712095618",4.0
u59,2013-04-27 22:08:21,Unknown,5.0
u59,2013-04-30 19:03:54,"43.70579710230231,-72.29083056561649",5.0
u59,2013-04-28 21:11:39,"43.705516937188804,-72.29096400551498",4.0
u59,2013-04-29 08:15:21,"43.706689733080566,-72.28658253327012",5.0
u59,2013-04-29 15:59:03,"43.70427260175347,-72.28899610228837",5.0
u59,2013-05-02 16:03:26,"43.70563415810466,-72.2912774886936",5.0
u59,2013-05-03 15:42:03,"43.705528462305665,-72.29130095802248",4.0
u59,2013-05-16 15:43:28,"43.70553600601852,-72.29107699356973",5.0
u59,2013-05-05 06:20:05,"43.70178573299199,-72.28840081952512",4.0
u59,2013-05-13 07:26:43,"29.90313538815826,-90.02738610841334",3.0
u59,2013-05-08 17:37:30,Unknown,4.0
u59,2013-05-07 16:57:42,"43.705429220572114,-72.29127271100879",4.0
u59,2013-05-10 08:01:24,Unknown,4.0
u59,2013-05-11 17:35:19,"33.64079515915364,-84.43565824069083",4.0
u59,2013-05-18 21:06:42,"43.70494906324893,-72.29194141924381",5.0
u59,2013-05-19 19:34:38,"43.705568527802825,-72.29081480763853",5.0
u59,2013-05-21 18:56:15,Unknown,4.0
u59,2013-05-22 18:58:38,"43.705720701254904,-72.29104246012866",4.0
u59,2013-05-30 16:12:28,"43.705530599690974,-72.29089292697608",5.0
u59,2013-05-25 20:38:16,Unknown,4.0
u59,2013-05-29 20:08:25,Unknown,4.0
u59,2013-05-27 19:09:20,"43.70550733990967,-72.2909749019891",4.0
u59,2013-05-29 02:00:36,Unknown,4.0
u59,2013-05-26 19:17:44,"43.705819859169424,-72.29087230749428",4.0
u59,2013-06-06 00:05:53,"29.902892354875803,-90.02732827328146",3.0
u59,2013-06-02 06:00:24,"29.900103276595473,-90.0295245833695",4.0
u59,2013-06-04 23:18:09,"29.902872280217707,-90.02744721248746",3.0
u59,2013-06-07 23:46:31,"29.899868331849575,-90.02978006377816",3.0
