uid,resp_time,level,location
u22,2013-03-28 03:06:40,4.0,"43.70301015,-72.2907521"
u22,2013-03-28 10:00:35,5.0,"43.70256935,-72.28790785"
u22,2013-03-29 01:28:51,1.0,"43.70399272,-72.29051569"
u22,2013-03-29 17:48:32,4.0,"43.70414927,-72.29076226"
u22,2013-03-29 23:38:15,1.0,"43.7086476,-72.28468996"
u22,2013-03-30 00:21:29,2.0,"43.7086476,-72.28468996"
u22,2013-03-31 10:15:33,1.0,"43.70411722,-72.29047127"
u22,2013-03-30 04:41:24,3.0,"43.70424862,-72.29040642"
u22,2013-03-31 02:40:53,1.0,"43.70411722,-72.29047127"
u22,2013-03-31 22:07:10,1.0,"43.70303667,-72.29086341"
u22,2013-03-31 20:33:06,4.0,"43.70357146,-72.29017646"
u22,2013-04-01 08:45:56,1.0,"43.70397877,-72.29023959"
u22,2013-04-03 07:16:53,4.0,"43.70417513,-72.29017786"
u22,2013-04-01 22:52:53,1.0,"43.7040117,-72.29030024"
u22,2013-04-02 04:44:10,1.0,"43.7040117,-72.29030024"
u22,2013-04-03 00:01:23,4.0,"43.70407922,-72.29020632"
u22,2013-04-04 05:19:20,1.0,"43.70594306,-72.28855419"
u22,2013-04-04 06:13:01,1.0,"43.70594306,-72.28855419"
u22,2013-04-04 20:25:08,4.0,"43.70400449,-72.29016096"
u22,2013-04-05 00:00:23,1.0,"43.70277968,-72.28478736"
u22,2013-04-08 17:38:25,5.0,"43.70407347,-72.29009938"
u22,2013-04-06 00:38:34,1.0,"43.70405335,-72.29024681"
u22,2013-04-07 06:29:33,5.0,"43.70434883,-72.29055101"
u22,2013-04-08 02:04:46,4.0,Unknown
u22,2013-04-09 08:28:00,4.0,"43.70306765,-72.29085617"
u22,2013-04-09 22:21:11,4.0,"43.70418536,-72.29015097"
u22,2013-04-10 18:25:25,4.0,"43.70458274,-72.29070844"
u22,2013-04-11 00:07:26,1.0,"43.70458274,-72.29070844"
u22,2013-04-11 07:54:15,4.0,"43.70412073,-72.29025745"
u22,2013-04-12 22:28:12,1.0,"43.70414838,-72.29074049"
u22,2013-04-11 23:11:09,4.0,"43.70464858,-72.29198064"
u22,2013-04-12 07:39:48,1.0,"43.70385961,-72.28977364"
u22,2013-04-13 02:44:03,4.0,"43.70393355,-72.29005374"
u22,2013-04-13 23:23:54,2.0,"43.70323331,-72.29018729"
u22,2013-04-14 21:44:02,1.0,"43.70408869,-72.29048838"
u22,2013-04-14 23:37:31,1.0,"43.70408869,-72.29048838"
u22,2013-04-16 00:37:43,1.0,"43.70389866,-72.29006061"
u22,2013-04-15 21:46:19,1.0,"43.70389866,-72.29006061"
u22,2013-04-16 08:00:08,1.0,"43.70389866,-72.29006061"
u22,2013-04-17 05:19:01,1.0,"43.70139526,-72.28817562"
u22,2013-04-18 04:03:18,1.0,"43.70425741,-72.29058438"
u22,2013-04-18 08:09:26,1.0,"43.70426635,-72.29067159"
u22,2013-04-19 02:42:46,4.0,"43.70426635,-72.29067159"
u22,2013-04-20 05:00:09,1.0,"43.70423992,-72.2905566"
u22,2013-04-23 08:01:16,4.0,"43.70418092,-72.29045018"
u22,2013-05-06 04:34:16,4.0,Unknown
u22,2013-05-07 07:57:26,4.0,Unknown
u22,2013-05-12 05:21:27,4.0,Unknown
u22,2013-05-16 02:09:02,1.0,"43.70491554,-72.28914282"
u22,2013-05-07 20:54:07,4.0,Unknown
u22,2013-05-23 19:24:03,4.0,"43.70476212,-72.28945343"
u23,2013-04-02 00:30:46,1.0,"43.70535878,-72.28320481"
u23,2013-04-03 17:35:22,1.0,"43.70553167,-72.28322691"
u23,2013-03-27 23:51:51,1.0,"43.70561004,-72.28332987"
u23,2013-03-28 23:28:45,1.0,"43.70551478,-72.28334497"
u23,2013-03-28 18:22:22,1.0,"43.70545859,-72.28327112"
u23,2013-03-28 18:22:26,1.0,"43.70540628,-72.28319689"
u23,2013-03-29 02:32:31,2.0,"43.70562144,-72.28290055"
u23,2013-03-29 06:00:45,2.0,"43.70542162,-72.28306587"
u23,2013-03-29 17:21:13,1.0,"43.70562674,-72.28323386"
u23,2013-03-29 22:13:59,1.0,"43.7090487,-72.28433457"
u23,2013-04-03 06:01:17,1.0,"43.70555515,-72.28312096"
u23,2013-03-30 17:15:33,1.0,"43.70543514,-72.2831621"
u23,2013-03-31 22:00:06,4.0,"43.70546909,-72.28312334"
u23,2013-03-30 22:57:55,4.0,"43.70560271,-72.28304344"
u23,2013-03-30 06:04:13,4.0,"43.70552841,-72.28316626"
u23,2013-03-30 17:15:33,1.0,"43.70543514,-72.2831621"
u23,2013-03-30 17:15:33,1.0,"43.70543514,-72.2831621"
u23,2013-03-31 17:12:21,1.0,"43.70546909,-72.28312334"
u23,2013-04-01 02:39:37,4.0,"43.70560877,-72.2829117"
u23,2013-04-03 00:42:57,1.0,"43.70521371,-72.28294074"
u23,2013-04-04 06:31:55,1.0,"43.70550393,-72.28293893"
u23,2013-04-05 00:03:12,1.0,"43.70517326,-72.28657854"
u23,2013-04-08 20:01:31,1.0,"43.70649413,-72.28369421"
u23,2013-04-05 06:01:51,1.0,"43.70538733,-72.28323434"
u23,2013-04-06 01:10:06,1.0,"43.70565145,-72.28330752"
u23,2013-04-06 01:10:52,1.0,"43.70565145,-72.28330752"
u23,2013-04-06 09:21:42,4.0,"43.7052664,-72.28317822"
u23,2013-04-07 02:02:18,1.0,"43.70642571,-72.28371881"
u23,2013-04-07 04:16:11,4.0,"43.70563195,-72.28339769"
u23,2013-04-08 02:52:37,1.0,"43.70539334,-72.28311345"
u23,2013-04-09 09:03:19,1.0,"43.70558611,-72.28351382"
u23,2013-04-09 23:15:05,1.0,"43.70790526,-72.28333086"
u23,2013-04-10 02:36:10,1.0,"43.7056173,-72.2833203"
u23,2013-04-10 22:01:03,1.0,"43.7056173,-72.2833203"
u23,2013-04-12 22:41:08,1.0,"43.7054476,-72.28326768"
u23,2013-04-13 22:01:39,1.0,"43.70260706,-72.28790197"
u23,2013-04-14 21:59:55,1.0,"43.70574109,-72.28323278"
u23,2013-04-17 08:33:31,1.0,"43.70524941,-72.28302207"
u23,2013-04-18 04:01:18,1.0,"43.70555691,-72.2832207"
u23,2013-04-18 08:07:10,1.0,"43.70543897,-72.28317522"
u23,2013-04-20 05:03:43,1.0,"43.70535961,-72.28319335"
u23,2013-04-26 17:59:33,1.0,"43.70879299,-72.28427088"
u23,2013-04-30 04:00:37,1.0,"43.70530685,-72.28309022"
u23,2013-05-01 05:01:08,1.0,"43.70531778,-72.28357475"
u24,2013-04-01 08:48:08,2.0,"43.70631987,-72.29102945"
u24,2013-03-27 22:52:09,1.0,"43.70711081,-72.28617685"
u24,2013-03-29 00:39:16,2.0,"43.70641892,-72.29107603"
u24,2013-03-29 06:53:09,3.0,"43.67055143,-72.31802098"
u24,2013-03-29 09:12:36,4.0,"43.70633345,-72.29084334"
u24,2013-03-29 21:01:19,1.0,"43.70633345,-72.29084334"
u24,2013-03-30 19:31:52,1.0,"43.70617004,-72.29083553"
u24,2013-03-31 10:56:11,5.0,"43.70524858,-72.29046327"
u24,2013-03-30 09:39:29,2.0,"43.70588361,-72.29057766"
u24,2013-03-31 06:42:32,3.0,"43.70524858,-72.29046327"
u24,2013-03-31 21:14:31,1.0,"43.70591455,-72.29054825"
u24,2013-04-02 01:31:07,4.0,"43.70550138,-72.29129215"
u24,2013-04-05 22:58:34,4.0,"43.70649383,-72.28807879"
u24,2013-04-06 08:45:47,1.0,"43.70547806,-72.29117378"
u24,2013-04-06 01:49:54,1.0,"43.70648019,-72.28808391"
u24,2013-04-07 09:40:09,2.0,"43.70379372,-72.29020154"
u24,2013-04-08 08:37:13,1.0,"43.70628881,-72.29056354"
u24,2013-04-08 20:26:44,1.0,"43.70613935,-72.29098339"
u24,2013-04-09 04:00:17,3.0,"43.70608703,-72.29127999"
u24,2013-04-12 08:14:40,2.0,Unknown
u24,2013-04-09 22:25:56,1.0,"43.70622719,-72.29042601"
u24,2013-04-09 19:47:34,2.0,"43.70622719,-72.29042601"
u24,2013-04-12 19:08:43,1.0,"43.70597871,-72.28908972"
u24,2013-04-12 15:06:39,1.0,"43.70621814,-72.29075864"
u24,2013-04-13 20:58:42,1.0,"43.70619094,-72.29054811"
u24,2013-04-14 01:13:20,2.0,"43.70435926,-72.29033729"
u24,2013-04-14 09:13:10,2.0,"43.70618738,-72.29054297"
u24,2013-04-14 07:02:36,3.0,"43.70435926,-72.29033729"
u24,2013-04-14 22:01:04,1.0,"43.70306598,-72.29015459"
u24,2013-04-15 20:25:28,1.0,"43.70306598,-72.29015459"
u24,2013-04-17 08:11:45,2.0,"43.70658148,-72.28842709"
u24,2013-04-18 02:01:09,2.0,Unknown
u24,2013-04-29 04:00:05,2.0,"43.70677861,-72.28726798"
u24,2013-05-13 18:05:38,1.0,"43.70574595,-72.29018994"
u24,2013-05-15 20:00:39,2.0,"43.70638055,-72.29069172"
u24,2013-05-18 03:32:21,3.0,"43.70636729,-72.29144404"
u24,2013-05-18 20:06:57,1.0,"43.70672317,-72.29074914"
u24,2013-05-20 08:51:19,2.0,"43.70661086,-72.28735775"
u24,2013-05-22 04:06:40,2.0,"43.70634052,-72.29076118"
u25,2013-03-28 00:10:45,4.0,"43.70644271,-72.2869665"
u25,2013-03-28 22:04:02,1.0,"43.70909673,-72.28432992"
u25,2013-03-29 21:48:47,1.0,"43.70910721,-72.2843058"
u25,2013-03-29 23:45:54,4.0,"43.70910721,-72.2843058"
u25,2013-03-30 18:16:21,4.0,"43.7007487,-72.28692055"
u25,2013-04-01 04:11:24,1.0,"42.00881745,-71.3042994"
u25,2013-04-01 05:28:04,1.0,"43.44209012,-72.0663088"
u25,2013-04-01 17:56:40,2.0,"43.44242939,-72.06891831"
u25,2013-04-03 07:53:07,4.0,"43.70433167,-72.28846521"
u25,2013-04-03 01:32:08,1.0,"43.70074964,-72.28699812"
u25,2013-04-04 06:00:31,4.0,"43.70115034,-72.2859029"
u25,2013-04-05 06:43:12,1.0,"43.70866672,-72.28394883"
u25,2013-04-06 01:35:04,4.0,Unknown
u25,2013-04-06 06:37:44,4.0,"43.70295947,-72.28799247"
u25,2013-04-08 20:20:49,2.0,"43.70612452,-72.28839093"
u25,2013-04-09 04:46:11,4.0,"43.70749748,-72.28712595"
u25,2013-04-12 23:54:57,3.0,"43.70577094,-72.28828501"
u25,2013-04-15 21:50:39,3.0,"43.70609873,-72.28690685"
u25,2013-04-16 05:08:08,4.0,"43.70609873,-72.28690685"
u25,2013-04-18 09:23:02,1.0,"43.70042742,-72.28656745"
u27,2013-03-28 20:37:20,1.0,"43.70287018,-72.29016014"
u27,2013-03-28 20:37:21,2.0,Unknown
u27,2013-03-29 06:59:35,3.0,"43.70274374,-72.28756665"
u27,2013-03-29 22:30:37,1.0,"43.70429003,-72.28624946"
u27,2013-03-30 23:21:36,1.0,"43.70405331,-72.28579164"
u27,2013-04-03 06:06:52,1.0,"43.70388196,-72.28583882"
u27,2013-04-03 00:00:13,1.0,"43.70388196,-72.28583882"
u27,2013-04-04 00:11:32,1.0,"43.70403288,-72.28595896"
u27,2013-04-05 00:00:10,1.0,"43.70475035,-72.28638803"
u27,2013-04-05 11:08:13,1.0,"43.70475035,-72.28638803"
u27,2013-04-08 18:52:37,3.0,"43.70586093,-72.28868897"
u27,2013-04-10 07:06:19,3.0,Unknown
u27,2013-04-15 00:18:57,2.0,Unknown
u27,2013-04-17 08:01:32,2.0,"43.70400104,-72.28585139"
u27,2013-04-18 20:30:25,2.0,"43.70424431,-72.28559775"
u27,2013-04-16 08:01:47,1.0,"43.70415002,-72.2857329"
u27,2013-04-16 04:00:05,1.0,"43.70415002,-72.2857329"
u27,2013-04-15 21:18:13,1.0,"43.70415002,-72.2857329"
u27,2013-04-18 08:00:08,3.0,"43.70424431,-72.28559775"
u27,2013-04-18 04:00:14,3.0,"43.70424431,-72.28559775"
u27,2013-04-25 19:33:17,4.0,Unknown
u27,2013-04-26 18:35:47,1.0,Unknown
u27,2013-04-29 00:00:24,2.0,"43.70401485,-72.28565495"
u27,2013-05-08 18:04:38,4.0,"43.70422252,-72.28584502"
u27,2013-05-07 10:13:32,1.0,Unknown
u30,2013-03-29 03:23:54,4.0,Unknown
u30,2013-03-29 19:20:36,4.0,"43.70240618,-72.28732915"
u30,2013-03-29 03:23:56,1.0,Unknown
u30,2013-03-29 22:02:15,1.0,"43.70240618,-72.28732915"
u30,2013-03-29 23:36:49,1.0,"43.70240618,-72.28732915"
u30,2013-03-31 08:47:46,4.0,"42.94097068,-72.52796872"
u30,2013-03-31 19:21:11,1.0,"42.94097068,-72.52796872"
u30,2013-04-03 18:56:44,4.0,"43.70216667,-72.2862385"
u30,2013-04-06 22:01:55,4.0,"43.70294473,-72.28772261"
u30,2013-04-06 22:02:01,5.0,"43.70294473,-72.28772261"
u30,2013-04-07 08:23:52,2.0,Unknown
u30,2013-04-06 22:01:58,5.0,"43.70294473,-72.28772261"
u30,2013-04-06 22:01:57,4.0,"43.70294473,-72.28772261"
u30,2013-04-06 22:01:54,1.0,"43.70294473,-72.28772261"
u30,2013-04-15 03:54:30,4.0,"40.7744341,-73.9595746"
u30,2013-04-10 19:24:19,5.0,"43.70285803,-72.28625113"
u30,2013-04-10 04:00:08,4.0,"43.70260784,-72.28705135"
u30,2013-04-11 22:00:12,4.0,"43.70279814,-72.28714674"
u30,2013-04-13 23:43:32,4.0,"43.69971813,-72.29088714"
u30,2013-04-16 08:03:42,4.0,"43.70247882,-72.2865795"
u30,2013-04-17 04:00:06,1.0,"43.70301736,-72.28773771"
u30,2013-04-17 16:39:25,1.0,"43.70249632,-72.286166"
u30,2013-04-18 12:54:44,3.0,"43.70237328,-72.28670467"
u30,2013-04-19 01:52:21,2.0,"43.70263246,-72.28706428"
u30,2013-04-20 22:09:21,1.0,"41.23064284,-73.0728831"
u30,2013-04-22 05:20:13,4.0,"41.23064284,-73.0728831"
u30,2013-04-25 04:01:51,4.0,"41.23064284,-73.0728831"
u30,2013-04-26 18:04:38,1.0,Unknown
u30,2013-04-29 18:01:38,1.0,"43.70906142,-72.28431236"
u30,2013-05-03 06:29:27,4.0,"43.7024991,-72.28938342"
u31,2013-03-28 22:00:24,4.0,"43.68060986,-72.29350695"
u31,2013-03-29 22:00:40,5.0,"43.7063711,-72.2869549"
u31,2013-03-30 22:57:34,3.0,"43.68041184,-72.29313066"
u31,2013-04-03 00:02:19,4.0,"43.70702548,-72.28665335"
u31,2013-04-04 06:04:41,1.0,"43.68029104,-72.29385347"
u31,2013-04-05 00:13:52,4.0,"43.68043243,-72.2937815"
u31,2013-04-06 00:00:21,1.0,"43.68060527,-72.29378391"
u31,2013-04-12 22:00:15,4.0,"43.68034282,-72.29380586"
u31,2013-04-14 22:05:46,1.0,"43.68641769,-72.29316385"
u31,2013-04-15 20:00:21,1.0,"43.68056375,-72.29351202"
u31,2013-04-16 04:00:12,1.0,"43.70735468,-72.28667737"
u31,2013-04-17 04:02:56,1.0,"43.7064523,-72.28695897"
u32,2013-03-31 02:50:03,4.0,"43.64827459,-72.24550815"
u32,2013-03-31 02:39:46,4.0,"43.64827459,-72.24550815"
u32,2013-04-03 00:01:29,1.0,"43.7032657,-72.29045059"
u32,2013-03-31 19:53:52,4.0,"42.35025658,-71.07655539"
u32,2013-04-03 06:33:54,1.0,"43.70348694,-72.29093353"
u32,2013-04-01 18:31:50,1.0,"43.70383924,-72.29026049"
u32,2013-04-03 18:04:38,1.0,"43.70371584,-72.2909896"
u32,2013-04-03 02:19:40,1.0,"43.70348694,-72.29093353"
u32,2013-04-04 01:03:21,1.0,"43.70367648,-72.29094557"
u32,2013-04-04 08:07:08,4.0,"43.70584223,-72.29075364"
u32,2013-04-05 00:51:50,1.0,"43.70584223,-72.29075364"
u32,2013-04-05 06:23:05,1.0,"43.70584223,-72.29075364"
u32,2013-04-07 21:04:16,4.0,"43.70515516,-72.28939444"
u32,2013-04-06 23:39:42,4.0,"43.70515516,-72.28939444"
u32,2013-04-07 03:03:46,4.0,"43.70515516,-72.28939444"
u32,2013-04-07 00:36:32,4.0,"43.70515516,-72.28939444"
u32,2013-04-08 02:20:44,4.0,"43.70515516,-72.28939444"
u32,2013-04-08 19:13:07,4.0,"43.70832897,-72.28441037"
u32,2013-04-08 20:27:51,4.0,"43.70371352,-72.29119139"
u32,2013-04-08 22:54:57,1.0,"43.70826063,-72.28421526"
u32,2013-04-09 09:45:51,4.0,"43.70826063,-72.28421526"
u32,2013-04-09 22:21:52,4.0,"43.70826063,-72.28421526"
u32,2013-04-10 19:13:02,4.0,"43.70827877,-72.28438588"
u32,2013-04-10 07:58:10,4.0,"43.70340811,-72.29061712"
u32,2013-04-15 20:43:12,1.0,"43.71713165,-72.27145544"
u32,2013-04-10 22:09:06,4.0,"43.70827877,-72.28438588"
u32,2013-04-11 22:51:45,1.0,"43.70845191,-72.28419384"
u32,2013-04-12 17:42:45,4.0,"43.71906267,-72.27262809"
u32,2013-04-12 22:42:13,4.0,"43.7062746,-72.28944936"
u32,2013-04-14 22:01:12,1.0,"43.71713165,-72.27145544"
u32,2013-04-13 07:42:13,4.0,"43.70333989,-72.29049829"
u32,2013-04-13 23:45:39,4.0,"43.71713165,-72.27145544"
u32,2013-04-13 05:46:21,4.0,"43.70333989,-72.29049829"
u32,2013-04-17 04:46:27,1.0,"43.70285908,-72.29002745"
u32,2013-04-17 08:27:03,4.0,"43.70285908,-72.29002745"
u32,2013-04-14 07:16:24,1.0,"43.71713165,-72.27145544"
u32,2013-04-15 18:52:23,1.0,"43.71713165,-72.27145544"
u32,2013-04-16 04:00:03,1.0,"43.70635749,-72.28923654"
u32,2013-04-16 08:23:28,1.0,"43.70635749,-72.28923654"
u32,2013-04-17 00:17:25,1.0,"43.70710027,-72.28737661"
u32,2013-04-18 10:35:50,4.0,Unknown
u32,2013-04-18 04:03:17,4.0,Unknown
u32,2013-04-22 09:17:08,1.0,"43.7031993,-72.2904444"
u32,2013-04-20 06:10:17,4.0,"43.70587544,-72.2911665"
u32,2013-04-21 19:02:23,1.0,"43.70587544,-72.2911665"
u32,2013-04-23 01:10:27,4.0,"43.7031993,-72.2904444"
u32,2013-04-24 19:04:36,4.0,Unknown
u32,2013-04-30 04:02:01,4.0,"43.70301124,-72.28963789"
u32,2013-04-22 20:31:59,4.0,"43.7031993,-72.2904444"
u32,2013-04-23 10:13:02,4.0,"43.7031993,-72.2904444"
u32,2013-04-26 18:00:45,1.0,"43.70608389,-72.29104393"
u32,2013-04-26 07:42:23,1.0,"43.70608389,-72.29104393"
u32,2013-04-28 20:45:24,1.0,"43.70301955,-72.29020739"
u32,2013-04-29 00:01:23,1.0,"43.70301955,-72.29020739"
u32,2013-04-30 00:07:27,1.0,"43.70393053,-72.28997233"
u32,2013-05-08 18:16:48,1.0,"43.7089232,-72.28415444"
u32,2013-05-14 19:51:05,1.0,"43.70421817,-72.28966565"
u32,2013-05-08 02:16:19,1.0,"43.70690225,-72.28707856"
u32,2013-05-15 02:10:13,1.0,"43.70333692,-72.29043048"
u32,2013-05-10 18:50:17,1.0,"43.719082,-72.2724696"
u32,2013-05-06 00:08:50,1.0,"43.70420319,-72.28854729"
u32,2013-05-06 04:44:49,1.0,"43.70399217,-72.29093645"
u32,2013-05-18 19:23:13,5.0,Unknown
u32,2013-05-22 16:10:17,1.0,"43.70680906,-72.28749051"
u32,2013-05-24 19:18:57,1.0,Unknown
u32,2013-05-27 06:29:08,4.0,"43.65273307,-72.24424084"
u33,2013-03-28 22:18:18,4.0,Unknown
u33,2013-03-29 22:10:20,1.0,"43.70360724,-72.29640518"
u33,2013-04-03 01:50:57,2.0,"43.70375564,-72.296021"
u33,2013-03-30 22:09:01,1.0,"43.7037725,-72.29602645"
u33,2013-03-31 22:00:15,4.0,"43.70400733,-72.29568279"
u33,2013-04-01 18:21:34,2.0,"43.70412701,-72.29543193"
u33,2013-04-03 06:08:29,2.0,"43.70375564,-72.296021"
u33,2013-04-04 06:00:13,2.0,"43.70403059,-72.29608355"
u33,2013-04-05 06:42:36,1.0,"43.70336187,-72.29657414"
u33,2013-04-06 01:05:40,4.0,"43.70518052,-72.28847409"
u33,2013-04-06 06:35:58,1.0,"43.70518052,-72.28847409"
u33,2013-04-08 02:00:25,4.0,"43.70374466,-72.29602394"
u33,2013-04-08 20:04:12,4.0,"43.70711139,-72.28597263"
u33,2013-04-09 04:03:45,4.0,"43.70568599,-72.28783925"
u33,2013-04-15 20:32:34,4.0,"43.70369666,-72.29597969"
u33,2013-04-09 08:07:27,4.0,"43.70367226,-72.29609228"
u33,2013-04-10 03:20:05,1.0,"43.70356543,-72.29661063"
u33,2013-04-11 22:01:31,4.0,"43.70730744,-72.28556254"
u33,2013-04-09 20:06:02,4.0,"43.70356543,-72.29661063"
u33,2013-04-09 22:00:38,4.0,"43.70356543,-72.29661063"
u33,2013-04-10 22:00:07,1.0,"43.70332015,-72.29598121"
u33,2013-04-10 10:57:25,1.0,"43.70332015,-72.29598121"
u33,2013-04-10 23:22:00,4.0,"43.70589712,-72.28946922"
u33,2013-04-11 03:09:35,4.0,"43.70140891,-72.28826401"
u33,2013-04-16 08:37:34,4.0,"43.70369666,-72.29597969"
u33,2013-04-12 03:09:43,4.0,"43.70730744,-72.28556254"
u33,2013-04-12 23:05:40,1.0,"43.70368617,-72.29580241"
u33,2013-04-12 06:11:31,4.0,"43.70247957,-72.28853107"
u33,2013-04-13 22:34:30,4.0,"43.70351337,-72.29604785"
u33,2013-04-14 22:00:07,1.0,"43.70362837,-72.29609942"
u33,2013-04-17 09:14:18,3.0,"43.70329363,-72.2904394"
u33,2013-04-17 04:01:21,2.0,"43.70370911,-72.29582755"
u33,2013-04-18 08:00:52,4.0,"43.70351032,-72.29612362"
u33,2013-04-18 04:00:20,4.0,"43.70351032,-72.29612362"
u33,2013-04-20 05:11:31,5.0,"43.70375648,-72.29575915"
u33,2013-04-30 00:00:04,2.0,"43.70489887,-72.29225887"
u33,2013-04-30 07:23:10,3.0,"43.70444278,-72.29423807"
u33,2013-04-29 00:00:08,2.0,"43.70349058,-72.29630285"
u33,2013-04-29 04:00:00,2.0,"43.70349058,-72.29630285"
u33,2013-04-29 20:00:04,3.0,"43.70352854,-72.29607494"
u33,2013-04-30 07:19:16,3.0,"43.70351749,-72.29606608"
u33,2013-05-02 05:24:05,2.0,"43.70366156,-72.29600886"
u33,2013-05-01 05:03:10,3.0,"43.70090072,-72.28811252"
u33,2013-05-16 19:33:14,3.0,"43.70368448,-72.29611307"
u33,2013-05-15 03:52:02,3.0,"43.70368448,-72.29611307"
u33,2013-05-08 04:26:15,3.0,"43.70125389,-72.28827114"
u33,2013-05-07 20:24:32,3.0,"43.70353749,-72.29596044"
u33,2013-05-08 20:11:09,3.0,Unknown
u33,2013-05-06 04:30:33,3.0,"43.70240731,-72.28871106"
u33,2013-05-07 05:49:56,3.0,"43.70353749,-72.29596044"
u33,2013-05-15 19:13:16,3.0,"43.70368448,-72.29611307"
u33,2013-05-18 02:56:36,3.0,"43.70340016,-72.29598785"
u33,2013-05-18 20:36:51,3.0,"43.70340016,-72.29598785"
u33,2013-05-19 04:21:15,3.0,"43.70340016,-72.29598785"
u33,2013-05-22 04:02:24,3.0,"43.70344151,-72.29635117"
u33,2013-05-24 04:00:22,3.0,"43.70364386,-72.29648143"
u33,2013-05-24 22:06:06,4.0,"43.70363097,-72.29625958"
u33,2013-05-30 02:20:26,2.0,Unknown
u34,2013-03-31 22:16:58,4.0,Unknown
u34,2013-04-03 02:26:38,1.0,"43.63793018,-72.2756428"
u34,2013-04-03 06:55:47,4.0,"43.70794976,-72.28483945"
u34,2013-04-05 00:19:11,1.0,"43.71793329,-72.30801423"
u34,2013-04-15 22:23:13,1.0,"43.70897262,-72.28222525"
u34,2013-04-29 20:25:09,1.0,"43.7087934,-72.2859773"
u35,2013-03-29 04:21:16,4.0,"43.70724747,-72.28597144"
u35,2013-03-29 04:21:18,1.0,"43.70551161,-72.28318081"
u35,2013-03-30 22:17:06,5.0,"43.70540779,-72.28341488"
u35,2013-03-31 22:22:15,4.0,"43.70549515,-72.28327246"
u35,2013-04-02 04:47:35,1.0,"43.70806959,-72.28480897"
u35,2013-04-03 02:27:13,1.0,"43.69342141,-72.27623288"
u35,2013-04-03 08:04:56,1.0,"43.69342141,-72.27623288"
u35,2013-04-04 00:14:01,4.0,"43.64103289,-72.24899344"
u35,2013-04-03 22:08:02,1.0,"43.70588856,-72.28363762"
u35,2013-04-04 06:01:04,4.0,"43.64103289,-72.24899344"
u35,2013-04-05 00:14:18,4.0,"43.70546287,-72.28320823"
u35,2013-04-05 08:02:03,4.0,"43.70550849,-72.28319954"
u35,2013-04-06 01:37:46,5.0,"43.70108441,-72.28807194"
u35,2013-04-06 07:27:02,5.0,"43.70826852,-72.28473529"
u35,2013-04-09 08:12:08,4.0,"43.70602674,-72.28742674"
u35,2013-04-10 22:00:35,1.0,"43.70410839,-72.29042107"
u35,2013-04-11 23:54:11,5.0,"43.7032067,-72.29080808"
u35,2013-04-12 22:44:21,1.0,"43.7032067,-72.29080808"
u35,2013-04-13 22:02:49,1.0,"43.7032067,-72.29080808"
u35,2013-04-14 22:55:29,4.0,"43.7053364,-72.28315167"
u35,2013-04-16 05:49:11,1.0,Unknown
u35,2013-04-15 20:21:51,1.0,Unknown
u35,2013-04-18 05:43:25,2.0,"43.7077701,-72.28363396"
u35,2013-04-18 08:06:50,1.0,"43.7077701,-72.28363396"
u35,2013-04-20 03:09:39,4.0,"43.70805402,-72.28407229"
u35,2013-04-21 04:44:01,1.0,"43.70537548,-72.28346366"
u35,2013-04-21 19:18:07,2.0,"43.70554288,-72.28320827"
u35,2013-04-23 02:00:09,3.0,"43.70781043,-72.28349771"
u35,2013-04-30 00:10:34,1.0,"43.70462528,-72.30440054"
u35,2013-04-29 04:00:42,3.0,"43.65867191,-72.24868114"
u35,2013-04-29 20:21:30,1.0,"43.70462528,-72.30440054"
u35,2013-05-02 05:42:07,1.0,"43.65885093,-72.2488769"
u35,2013-05-12 21:35:10,3.0,"43.65841652,-72.30653646"
u35,2013-05-08 19:22:40,1.0,"43.65861498,-72.24869697"
u35,2013-05-07 21:18:27,5.0,"43.70684457,-72.28736825"
u35,2013-05-19 19:47:50,1.0,"43.65893664,-72.24866034"
u35,2013-05-21 09:01:56,1.0,"43.70546541,-72.28275792"
u35,2013-05-21 19:45:31,1.0,"43.70546541,-72.28275792"
u35,2013-05-22 19:34:35,1.0,"43.70546541,-72.28275792"
u36,2013-03-31 22:14:09,1.0,"43.7067339,-72.28704437"
u36,2013-03-30 22:00:20,1.0,"43.70662208,-72.2869472"
u36,2013-04-04 00:14:49,1.0,"43.70656841,-72.28679952"
u36,2013-04-03 00:57:25,1.0,"43.70697433,-72.2869782"
u36,2013-04-03 07:12:13,1.0,"43.7065888,-72.28680205"
u36,2013-04-04 06:10:14,1.0,"43.70856017,-72.28174284"
u36,2013-04-05 07:08:29,1.0,"43.70672504,-72.2870343"
u36,2013-04-06 00:45:20,3.0,"43.70657745,-72.2869133"
u36,2013-04-06 07:28:27,2.0,"43.70663368,-72.28708155"
u36,2013-04-07 02:08:11,2.0,"43.70682481,-72.2871297"
u36,2013-04-08 02:53:16,3.0,"43.70656778,-72.28689107"
u36,2013-04-09 04:57:14,1.0,"43.7066316,-72.28703118"
u36,2013-04-09 08:24:56,1.0,"43.70675614,-72.28688978"
u36,2013-04-13 03:52:47,2.0,"43.70659406,-72.28704229"
u36,2013-04-16 04:24:06,2.0,Unknown
u36,2013-04-10 01:00:08,1.0,"43.70647121,-72.28707721"
u36,2013-04-18 09:35:06,1.0,"43.65177507,-72.31008393"
u36,2013-04-10 22:08:06,1.0,"43.70673343,-72.28672849"
