uid,resp_time,level,location
u10,2013-04-15 02:07:35,1.0,"43.70278942,-72.28658418"
u10,2013-04-09 04:48:14,4.0,"43.70278942,-72.28658418"
u10,2013-04-09 04:04:10,5.0,"43.70278942,-72.28658418"
u10,2013-04-09 18:58:08,1.0,"43.70278942,-72.28658418"
u10,2013-04-09 22:31:53,1.0,"43.70278942,-72.28658418"
u10,2013-04-09 16:26:24,1.0,"43.70278942,-72.28658418"
u10,2013-04-11 18:55:31,1.0,"43.70278942,-72.28658418"
u10,2013-04-11 23:22:20,1.0,"43.70278942,-72.28658418"
u10,2013-04-10 02:43:32,4.0,"43.70278942,-72.28658418"
u10,2013-04-10 22:17:04,1.0,"43.70278942,-72.28658418"
u10,2013-04-11 05:09:30,4.0,"43.70278942,-72.28658418"
u10,2013-04-11 03:57:47,2.0,"43.70278942,-72.28658418"
u10,2013-04-11 08:13:02,1.0,"43.70278942,-72.28658418"
u10,2013-04-12 03:50:20,4.0,"43.70278942,-72.28658418"
u10,2013-04-12 22:10:37,1.0,"43.70278942,-72.28658418"
u10,2013-04-13 23:41:55,1.0,"43.70278942,-72.28658418"
u10,2013-04-15 20:29:40,2.0,"43.7050225,-72.28939767"
u10,2013-04-16 08:14:36,1.0,"43.7050225,-72.28939767"
u10,2013-04-17 01:52:31,2.0,"43.7050225,-72.28939767"
u10,2013-04-17 05:18:30,2.0,"43.7050225,-72.28939767"
u10,2013-04-17 16:30:31,1.0,"43.7050225,-72.28939767"
u10,2013-04-18 16:26:39,4.0,"43.7050225,-72.28939767"
u10,2013-04-18 04:15:36,1.0,"43.7050225,-72.28939767"
u10,2013-04-21 01:23:55,4.0,"43.70665284,-72.28802865"
u10,2013-04-20 04:17:14,4.0,"43.70665284,-72.28802865"
u10,2013-04-26 16:31:08,1.0,"43.70330372,-72.2898598"
u10,2013-04-20 05:14:22,1.0,"43.70665284,-72.28802865"
u10,2013-04-26 18:02:06,2.0,"43.70330372,-72.2898598"
u10,2013-04-22 01:55:14,4.0,"43.70414567,-72.2861611"
u10,2013-04-25 18:50:38,1.0,"43.70330372,-72.2898598"
u10,2013-04-21 16:43:40,4.0,"43.70539179,-72.28841197"
u10,2013-04-22 03:17:32,4.0,"43.70324408,-72.28961597"
u10,2013-04-22 07:51:03,4.0,"43.70324408,-72.28961597"
u10,2013-04-22 16:40:05,4.0,"43.70324408,-72.28961597"
u10,2013-04-24 07:48:15,1.0,"43.70324408,-72.28961597"
u10,2013-04-24 16:44:47,4.0,"43.70324408,-72.28961597"
u10,2013-04-25 05:39:35,4.0,"43.70297206,-72.28625376"
u10,2013-04-30 01:44:12,1.0,"43.70426581,-72.2858175"
u10,2013-04-23 02:19:36,4.0,"43.70324408,-72.28961597"
u10,2013-04-22 19:06:27,4.0,"43.70324408,-72.28961597"
u10,2013-04-23 04:02:59,1.0,"43.70324408,-72.28961597"
u10,2013-04-23 16:27:46,2.0,"43.70324408,-72.28961597"
u10,2013-04-23 17:56:54,1.0,"43.70324408,-72.28961597"
u10,2013-04-23 07:57:35,1.0,"43.70324408,-72.28961597"
u10,2013-04-23 16:48:33,1.0,"43.70324408,-72.28961597"
u10,2013-04-25 01:23:16,1.0,"43.70324408,-72.28961597"
u10,2013-04-25 16:34:14,4.0,"43.70297206,-72.28625376"
u10,2013-04-27 04:17:25,4.0,"43.70652564,-72.28793622"
u10,2013-04-29 04:04:38,3.0,"43.70579342,-72.28686137"
u10,2013-04-28 20:01:59,1.0,"43.70151131,-72.28813703"
u10,2013-04-30 04:01:45,4.0,"43.70160853,-72.28805517"
u10,2013-04-29 20:25:24,4.0,"43.7088842,-72.28428872"
u10,2013-05-02 06:07:04,1.0,"43.70412157,-72.28527572"
u10,2013-05-03 05:21:08,1.0,"43.70412157,-72.28527572"
u10,2013-05-07 20:00:57,1.0,"43.70764992,-72.28551783"
u10,2013-05-15 21:16:06,4.0,"43.70324666,-72.29028792"
u10,2013-05-08 16:34:23,1.0,"43.70420958,-72.28780578"
u10,2013-05-09 04:29:25,1.0,"43.70666822,-72.28787317"
u10,2013-05-15 03:40:34,1.0,"43.70324666,-72.29028792"
u10,2013-05-15 21:17:00,4.0,"43.70324666,-72.29028792"
u10,2013-05-18 20:15:48,2.0,"43.70290198,-72.28795273"
u10,2013-05-17 20:17:32,1.0,"43.70620585,-72.28792804"
u10,2013-05-23 16:46:18,4.0,Unknown
u12,2013-03-30 21:53:55,3.0,"43.63735323,-72.24819351"
u12,2013-03-27 22:00:57,4.0,"43.69316098,-72.27237671"
u12,2013-03-28 19:47:59,3.0,"43.63758719,-72.2484788"
u12,2013-03-28 17:25:00,4.0,"43.67698318,-72.26028412"
u12,2013-03-29 06:17:24,1.0,"43.63731604,-72.24852742"
u12,2013-03-29 22:12:07,1.0,"43.70977927,-72.28303993"
u12,2013-04-01 02:04:45,4.0,"43.64714305,-72.18863182"
u12,2013-04-03 17:26:25,1.0,"43.63766483,-72.2485018"
u12,2013-04-03 00:02:11,4.0,"43.68018579,-72.26763356"
u12,2013-04-03 15:33:22,1.0,"43.63745411,-72.24846941"
u12,2013-04-04 07:00:33,3.0,"43.63744784,-72.24844083"
u12,2013-04-05 06:55:22,4.0,"43.63824914,-72.26904746"
u12,2013-04-06 07:39:49,3.0,"41.52841946,-71.29590676"
u12,2013-04-09 04:27:12,1.0,Unknown
u12,2013-04-15 20:22:38,1.0,"43.70661726,-72.28610243"
u12,2013-04-10 07:25:14,4.0,"43.6375493,-72.24833383"
u12,2013-04-10 22:05:01,1.0,"43.70636301,-72.28857234"
u12,2013-04-11 18:56:07,1.0,"43.63760479,-72.24817944"
u12,2013-04-13 22:23:48,3.0,"43.63800068,-72.25275713"
u12,2013-04-16 14:00:25,1.0,"43.63737158,-72.24822456"
u12,2013-04-19 21:50:12,5.0,"43.70622724,-72.28844154"
u12,2013-04-25 18:54:06,1.0,"43.65171942,-72.24487102"
u12,2013-04-29 20:22:07,3.0,"43.65071596,-72.24611147"
u12,2013-04-30 05:21:18,3.0,"43.63754951,-72.24864877"
u12,2013-05-07 17:58:57,1.0,"43.63765138,-72.24846251"
u12,2013-05-08 14:18:50,1.0,"43.63742049,-72.24846418"
u12,2013-05-07 14:31:50,1.0,"43.63749678,-72.24842448"
u12,2013-05-08 04:35:25,1.0,"43.63763615,-72.24824413"
u12,2013-05-07 04:09:00,1.0,"43.63750313,-72.24799297"
u12,2013-05-23 08:11:14,2.0,"43.63777172,-72.24845051"
u14,2013-03-30 18:58:48,1.0,"43.70503113,-72.28694162"
u14,2013-03-27 23:18:34,4.0,"43.70612113,-72.28723353"
u14,2013-03-28 23:59:53,4.0,"43.70585573,-72.28782999"
u14,2013-03-29 19:22:50,1.0,"43.70509271,-72.28680761"
u14,2013-03-29 22:43:58,1.0,"43.70476995,-72.28703971"
u14,2013-03-30 09:52:20,1.0,"43.70499355,-72.28677683"
u14,2013-04-01 10:22:31,2.0,"43.70516844,-72.28680259"
u14,2013-04-04 00:11:12,2.0,"43.7049256,-72.28632081"
u14,2013-04-03 00:21:50,2.0,"43.70481251,-72.28700429"
u14,2013-04-03 08:50:13,2.0,"43.70454413,-72.28762801"
u14,2013-04-04 06:26:14,2.0,"43.70169949,-72.28842649"
u14,2013-04-06 10:35:15,2.0,"43.70559171,-72.28793682"
u14,2013-04-05 00:29:11,2.0,"43.70645868,-72.28793942"
u14,2013-04-08 02:02:51,2.0,"43.7044612,-72.28747684"
u14,2013-04-14 22:00:16,2.0,"43.70535921,-72.28680155"
u14,2013-04-09 08:19:16,2.0,"43.70477259,-72.28698419"
u14,2013-04-09 04:40:05,2.0,"43.70477259,-72.28698419"
u14,2013-04-16 04:54:32,2.0,"43.70503851,-72.286132"
u14,2013-04-10 22:01:54,2.0,"43.70583044,-72.28799584"
u14,2013-04-11 22:47:48,2.0,"43.70511041,-72.28702345"
u14,2013-04-12 22:00:05,2.0,"43.70460577,-72.28671025"
u14,2013-04-13 22:01:32,2.0,"43.70479551,-72.28651612"
u14,2013-04-17 04:31:26,2.0,"43.70592937,-72.28768546"
u14,2013-04-15 20:54:53,2.0,"43.70545641,-72.28669002"
u14,2013-04-17 15:57:14,2.0,"43.70498624,-72.28674182"
u14,2013-04-18 04:15:29,2.0,"43.70477806,-72.28678985"
u14,2013-04-20 10:08:35,2.0,"43.70436864,-72.28785436"
u14,2013-04-26 18:00:17,2.0,"43.70583168,-72.28766214"
u14,2013-04-30 04:35:15,2.0,"43.70475846,-72.28677902"
u14,2013-04-29 01:38:16,2.0,"42.34885369,-71.13112232"
u14,2013-04-29 06:51:57,2.0,"42.34885369,-71.13112232"
u14,2013-04-29 20:00:12,3.0,"43.70507579,-72.28712698"
u14,2013-04-30 01:16:26,3.0,"43.70694836,-72.2874538"
u14,2013-05-08 18:02:35,3.0,"43.70483028,-72.286845"
u14,2013-05-08 16:03:14,3.0,"43.70483028,-72.286845"
u14,2013-05-09 05:41:08,3.0,"43.70512664,-72.28785661"
u14,2013-05-20 05:03:28,3.0,Unknown
u15,2013-03-29 08:36:43,1.0,Unknown
u15,2013-03-29 08:36:44,1.0,Unknown
u15,2013-04-03 06:33:39,3.0,Unknown
u15,2013-03-30 06:01:48,4.0,"43.70467917,-72.29069521"
u15,2013-03-31 02:07:22,1.0,"42.66790057,-71.19631465"
u15,2013-03-31 22:22:47,1.0,"42.24437294,-70.90322291"
u15,2013-04-05 08:44:38,1.0,"43.70421032,-72.29057014"
u15,2013-04-09 16:56:35,1.0,"43.70423505,-72.29046602"
u15,2013-04-17 03:03:40,1.0,"43.70591041,-72.28826857"
u15,2013-04-17 04:44:50,1.0,"43.70591041,-72.28826857"
u16,2013-03-31 23:26:00,4.0,"43.70490618,-72.2903464"
u16,2013-03-30 22:28:29,1.0,"43.70569755,-72.29051497"
u16,2013-03-27 22:37:42,1.0,"43.70282146,-72.29016985"
u16,2013-03-28 23:30:46,1.0,"43.70535842,-72.28724963"
u16,2013-03-29 22:00:55,1.0,"43.70724486,-72.28721651"
u16,2013-04-03 00:39:00,2.0,"43.70358976,-72.29054215"
u16,2013-04-02 17:49:24,1.0,"43.70358976,-72.29054215"
u16,2013-04-04 00:04:19,1.0,"43.70450379,-72.28884561"
u16,2013-04-03 16:14:03,4.0,"43.70358976,-72.29054215"
u16,2013-04-03 22:01:26,1.0,"43.70450379,-72.28884561"
u16,2013-04-04 22:00:54,1.0,"43.70393687,-72.29111144"
u16,2013-04-08 23:02:40,3.0,"43.7040162,-72.29110655"
u16,2013-04-05 01:33:43,4.0,"43.70399029,-72.29031194"
u16,2013-04-06 01:13:19,4.0,"43.70373421,-72.29092089"
u16,2013-04-05 23:34:01,1.0,"43.7037992,-72.29079052"
u16,2013-04-07 21:09:36,1.0,"43.70362252,-72.29130382"
u16,2013-04-08 00:04:16,2.0,"43.70638642,-72.28846824"
u16,2013-04-08 03:52:04,2.0,"43.70638642,-72.28846824"
u16,2013-04-08 21:19:11,2.0,"43.70411779,-72.28816375"
u16,2013-04-09 04:00:30,1.0,"43.70592306,-72.28973692"
u16,2013-04-11 02:58:33,3.0,"43.70474513,-72.28856577"
u16,2013-04-09 19:27:22,1.0,Unknown
u16,2013-04-10 02:31:22,1.0,"43.71418086,-72.2968304"
u16,2013-04-10 04:48:55,2.0,"43.70361655,-72.29085905"
u16,2013-04-11 23:13:56,1.0,"43.7037662,-72.29072759"
u16,2013-04-10 20:00:24,3.0,"43.70474513,-72.28856577"
u16,2013-04-10 22:37:26,3.0,"43.70474513,-72.28856577"
u16,2013-04-13 22:35:50,1.0,"43.70364199,-72.29076278"
u16,2013-04-12 23:47:00,4.0,"43.70364199,-72.29076278"
u16,2013-04-12 06:46:21,1.0,"43.70338123,-72.29047331"
u16,2013-04-15 06:38:15,3.0,"43.70350683,-72.28981599"
u16,2013-04-14 00:40:27,3.0,"43.70364199,-72.29076278"
u16,2013-04-14 22:00:57,1.0,"43.70350683,-72.28981599"
u16,2013-04-14 20:19:34,2.0,"43.70348086,-72.29159422"
u16,2013-04-16 02:39:18,1.0,"43.70346314,-72.29066114"
u16,2013-04-16 04:01:16,1.0,"43.70383103,-72.28971738"
u16,2013-04-17 04:03:27,1.0,"43.71269528,-72.28398406"
u16,2013-04-18 04:00:26,1.0,"43.70459119,-72.28893631"
u16,2013-04-18 20:43:29,2.0,"43.70378332,-72.29056908"
u16,2013-04-18 02:34:52,1.0,"43.70692473,-72.28664094"
u16,2013-04-18 08:56:17,2.0,"43.70459119,-72.28893631"
u16,2013-04-19 06:17:35,2.0,"43.70590563,-72.28948565"
u16,2013-04-19 16:06:10,2.0,"43.70370463,-72.29071195"
u16,2013-04-19 19:30:05,3.0,"43.70308688,-72.28865677"
u16,2013-04-20 06:13:05,2.0,"43.70097511,-72.28885351"
u16,2013-04-21 20:37:33,3.0,"43.70379379,-72.29137476"
u16,2013-04-22 02:09:58,3.0,"43.70388114,-72.29106228"
u16,2013-04-22 02:10:04,3.0,"43.70388114,-72.29106228"
u16,2013-04-21 20:18:10,3.0,"43.70379379,-72.29137476"
u16,2013-04-30 04:00:57,3.0,"43.7070591,-72.28708027"
u16,2013-04-23 16:16:28,1.0,"43.70378422,-72.29157491"
u16,2013-04-26 06:14:26,3.0,"43.70381392,-72.29084126"
u16,2013-04-26 18:02:17,3.0,"43.70381392,-72.29084126"
u16,2013-04-28 18:23:31,3.0,"43.70380827,-72.290783"
u16,2013-04-29 00:30:41,3.0,"43.70378913,-72.29087644"
u16,2013-04-28 20:05:35,3.0,"43.70380827,-72.290783"
u16,2013-04-29 04:13:25,3.0,"43.70373463,-72.29053354"
u16,2013-04-29 20:46:26,3.0,"43.70435459,-72.29034651"
u16,2013-04-30 17:12:49,4.0,"43.70376088,-72.29035391"
u16,2013-04-30 00:00:16,3.0,"43.70688467,-72.28732802"
u16,2013-05-02 05:09:39,1.0,"43.70545477,-72.28953205"
u16,2013-05-02 01:39:35,1.0,"43.70545477,-72.28953205"
u16,2013-05-02 17:27:12,1.0,Unknown
u16,2013-05-03 06:52:52,3.0,"43.70360319,-72.29109274"
u16,2013-05-06 17:17:53,3.0,"43.70369577,-72.29064258"
u16,2013-05-09 05:36:26,2.0,"43.70363675,-72.29111179"
u16,2013-05-05 00:16:02,2.0,"43.70397531,-72.28989529"
u16,2013-05-05 17:10:02,2.0,"43.70397531,-72.28989529"
u16,2013-05-06 05:25:29,3.0,"43.70369577,-72.29064258"
u16,2013-05-06 05:26:43,3.0,"43.70369577,-72.29064258"
u16,2013-05-09 01:10:32,3.0,"43.70363675,-72.29111179"
u16,2013-05-11 05:28:27,4.0,"43.70317722,-72.28939878"
u16,2013-05-15 02:08:57,2.0,"43.70391463,-72.28988644"
u16,2013-05-07 18:18:22,2.0,"43.7038144,-72.29043427"
u16,2013-05-12 19:14:04,1.0,Unknown
u16,2013-05-14 02:45:04,2.0,"43.70391463,-72.28988644"
u16,2013-05-07 16:12:16,2.0,"43.70534496,-72.29049134"
u16,2013-05-10 17:34:20,3.0,"43.70345091,-72.29056717"
u16,2013-05-08 04:13:58,1.0,"43.70722102,-72.29064325"
u16,2013-05-15 00:10:19,2.0,"43.70391463,-72.28988644"
u16,2013-05-15 20:37:55,4.0,"43.70374249,-72.29050587"
u16,2013-05-16 03:20:14,2.0,"43.70374249,-72.29050587"
u16,2013-05-04 18:19:23,1.0,"43.70355342,-72.29047722"
u16,2013-05-07 04:00:12,3.0,"43.70695455,-72.28826139"
u16,2013-05-08 18:03:07,1.0,"43.70444528,-72.29050901"
u16,2013-05-11 16:34:20,1.0,"43.70317722,-72.28939878"
u16,2013-05-11 19:25:16,1.0,"43.70317722,-72.28939878"
u16,2013-05-14 19:59:24,2.0,"43.70391463,-72.28988644"
u16,2013-05-17 19:25:34,4.0,Unknown
u16,2013-05-18 02:31:00,1.0,"43.70695744,-72.28713032"
u16,2013-05-19 20:19:44,4.0,"43.70633473,-72.28883226"
u16,2013-05-19 05:39:09,1.0,"43.70633473,-72.28883226"
u16,2013-05-18 19:14:10,1.0,Unknown
u16,2013-05-21 02:46:42,2.0,Unknown
u16,2013-05-20 03:19:23,3.0,Unknown
u16,2013-05-20 04:06:37,1.0,Unknown
u16,2013-05-20 03:19:48,4.0,Unknown
u16,2013-05-20 19:29:32,1.0,Unknown
u16,2013-05-21 04:40:49,3.0,Unknown
u16,2013-05-22 05:58:40,1.0,"43.70708133,-72.28751809"
u16,2013-05-23 04:18:58,3.0,"43.70688262,-72.28760657"
u16,2013-05-22 19:34:01,1.0,"43.70290001,-72.28954014"
u16,2013-05-24 04:09:20,2.0,"43.70390811,-72.29065789"
u16,2013-05-23 22:48:54,2.0,"43.70675104,-72.28740962"
u16,2013-05-24 20:54:41,1.0,"43.70372826,-72.29097234"
u16,2013-05-28 05:41:44,3.0,"43.68753666,-72.29250241"
u16,2013-05-28 08:18:23,3.0,"43.68753666,-72.29250241"
u17,2013-03-28 22:08:55,1.0,"43.70252619,-72.28664327"
u17,2013-03-30 23:06:20,2.0,"43.70406856,-72.29058126"
u17,2013-04-17 09:14:58,2.0,"43.70495522,-72.29090614"
u17,2013-04-16 08:03:05,3.0,"43.70495522,-72.29090614"
u17,2013-04-11 23:53:36,3.0,"43.70678195,-72.28738426"
u17,2013-04-14 22:33:56,3.0,"43.70459704,-72.29138802"
u17,2013-04-15 21:07:32,3.0,"43.70476167,-72.29132691"
u17,2013-04-18 05:44:35,3.0,"43.70432313,-72.29132532"
u17,2013-04-18 08:00:14,3.0,"43.70432313,-72.29132532"
u17,2013-04-19 02:36:51,3.0,"43.70237732,-72.28914013"
u17,2013-04-20 19:47:06,2.0,Unknown
u17,2013-04-20 05:56:12,2.0,"43.7054293,-72.2897154"
u17,2013-04-21 10:16:05,3.0,Unknown
u17,2013-04-21 08:58:20,3.0,Unknown
u17,2013-04-21 22:10:36,3.0,Unknown
u17,2013-04-30 04:05:10,3.0,"43.70455463,-72.29084469"
u17,2013-04-23 09:21:47,3.0,Unknown
u17,2013-04-26 18:26:50,3.0,"43.7060191,-72.28758328"
u17,2013-04-29 04:34:15,3.0,Unknown
u17,2013-05-02 05:26:07,3.0,"43.70436553,-72.29117433"
u17,2013-05-01 05:02:05,3.0,"43.70426646,-72.29095652"
u17,2013-05-07 04:29:39,3.0,"43.70426219,-72.29134493"
u17,2013-05-07 18:01:11,3.0,"43.702392,-72.28970149"
u17,2013-05-17 09:53:01,3.0,"43.70419436,-72.29111957"
u17,2013-05-08 04:01:05,3.0,"43.70667208,-72.28631618"
u17,2013-05-11 08:13:28,3.0,Unknown
u17,2013-05-04 17:18:29,3.0,"43.70441582,-72.29136839"
u17,2013-05-07 08:07:24,3.0,"43.70492105,-72.29126522"
u17,2013-05-09 05:57:07,3.0,"43.7052792,-72.28985206"
u17,2013-05-08 16:30:31,3.0,"43.704734619999996,-72.29096421"
u17,2013-05-15 01:49:25,3.0,"43.70673393,-72.28776049"
u17,2013-05-18 02:59:18,3.0,"43.70648669,-72.28860157"
u17,2013-05-19 09:50:26,3.0,"43.70551279,-72.29153409"
u17,2013-05-20 08:57:36,3.0,"43.70551279,-72.29153409"
u17,2013-05-21 10:04:54,3.0,"43.70359481,-72.28954844"
u17,2013-05-22 19:15:15,3.0,"43.70465377,-72.29113067"
u17,2013-05-24 12:07:05,3.0,Unknown
u17,2013-05-28 16:43:34,3.0,Unknown
u17,2013-05-25 23:45:23,3.0,Unknown
u17,2013-05-26 00:26:29,3.0,Unknown
u17,2013-05-31 04:37:17,3.0,"43.70583041,-72.28925846"
u17,2013-06-01 15:37:59,3.0,"43.70583041,-72.28925846"
u18,2013-04-03 08:44:51,1.0,"43.70765942,-72.28908826"
u18,2013-03-27 16:34:07,4.0,"43.70732226,-72.28906248"
u18,2013-03-29 22:39:25,1.0,"43.707134,-72.28674202"
u18,2013-03-30 22:11:00,4.0,"43.70755751,-72.28917613"
u18,2013-04-05 08:53:21,1.0,"43.70745812,-72.28921487"
u18,2013-04-05 18:13:44,1.0,"43.70605791,-72.28694024"
u18,2013-04-08 20:26:10,1.0,"43.70776193,-72.28440587"
u18,2013-04-09 04:05:49,1.0,"43.70476091,-72.28976384"
u18,2013-04-09 23:54:24,1.0,"43.70741131,-72.28909446"
u18,2013-04-15 20:25:45,3.0,"43.7074571,-72.28913868"
u18,2013-04-19 03:25:51,1.0,"43.70264346,-72.28707"
u18,2013-04-20 06:15:26,1.0,"43.70724964,-72.28892471"
u18,2013-04-21 16:06:56,1.0,"43.70747,-72.28925023"
u18,2013-04-26 18:32:37,3.0,"43.70659959,-72.28686749"
u18,2013-04-30 04:00:12,3.0,"43.70729549,-72.28666352"
u18,2013-04-30 00:09:02,3.0,"43.70755542,-72.28919066"
u19,2013-03-30 22:00:45,1.0,"43.70292132,-72.28987847"
u19,2013-03-27 07:23:24,1.0,"43.70690704,-72.28632015"
u19,2013-03-29 20:34:22,1.0,"43.70705849,-72.28616283"
u19,2013-03-27 19:28:55,1.0,"43.70690704,-72.28632015"
u19,2013-03-27 22:23:23,4.0,"43.70690704,-72.28632015"
u19,2013-03-28 07:24:33,1.0,"43.70006075,-72.29200001"
u19,2013-03-28 22:24:20,1.0,"43.70704108,-72.28607855999999"
u19,2013-03-29 22:19:56,1.0,"43.70715931,-72.2863601"
u19,2013-03-30 19:10:53,2.0,Unknown
u19,2013-04-01 08:33:23,1.0,Unknown
u19,2013-04-02 07:51:04,1.0,"43.70697927,-72.28585464"
u19,2013-04-03 00:18:18,1.0,"43.70121099,-72.28637004"
u19,2013-04-03 06:12:05,2.0,"43.70106694,-72.2864999"
u19,2013-04-04 00:17:41,1.0,"43.70323136,-72.28785021"
u19,2013-04-04 06:00:08,1.0,"43.69789429,-72.31446361"
u19,2013-04-04 08:14:08,2.0,"43.70716892,-72.28610704"
u19,2013-04-08 08:32:10,2.0,"43.7067029,-72.28540419"
u19,2013-04-05 00:36:36,1.0,"43.7030279,-72.28948573"
u19,2013-04-05 06:33:16,2.0,"43.70721009,-72.28582282"
u19,2013-04-06 06:32:39,2.0,"43.70237964,-72.29076988"
u19,2013-04-07 09:36:40,3.0,"43.70279732,-72.28981833"
u19,2013-04-08 20:18:42,2.0,"43.70684301,-72.28594477"
u19,2013-04-09 04:55:27,1.0,"43.68326196,-72.28749992"
u19,2013-04-09 03:27:27,1.0,"43.68326196,-72.28749992"
u19,2013-04-09 08:20:28,1.0,"43.70698318,-72.28553059"
u19,2013-04-09 22:11:07,2.0,"43.70668606,-72.28578397"
u19,2013-04-11 22:23:13,2.0,"43.70300231,-72.28918281"
u19,2013-04-10 22:19:15,2.0,"43.70629212,-72.28804473"
u19,2013-04-11 09:01:57,2.0,"43.70335463,-72.29031856"
u19,2013-04-17 08:04:22,2.0,"43.7027651,-72.2899934"
u19,2013-04-12 22:18:01,1.0,"43.70646579,-72.28830733"
u19,2013-04-13 22:13:27,2.0,"43.70297682,-72.29027506"
u19,2013-04-16 08:54:36,2.0,"43.70154751,-72.29133289"
u19,2013-04-15 00:21:18,1.0,"43.70306507,-72.28991765"
u19,2013-04-14 04:16:50,2.0,"43.70285468,-72.29111293"
u19,2013-04-15 18:26:12,1.0,"43.70154751,-72.29133289"
u19,2013-04-15 20:01:31,2.0,"43.70154751,-72.29133289"
u19,2013-04-16 05:06:52,2.0,"43.70154751,-72.29133289"
u19,2013-04-17 05:57:03,2.0,"43.70284653,-72.2899152"
u19,2013-04-18 09:15:46,2.0,"43.70692759,-72.28739722"
u19,2013-04-18 04:00:27,2.0,"43.69378323,-72.29014069"
u19,2013-04-19 08:44:44,1.0,"43.70734975,-72.28629956"
u19,2013-04-21 08:13:25,2.0,"43.7067391,-72.28556913"
u19,2013-04-23 07:44:51,1.0,"43.70705944,-72.28563764"
u19,2013-04-29 07:54:28,3.0,"43.70710107,-72.28593983"
u19,2013-04-25 18:15:34,2.0,"43.70240136,-72.28834841"
u19,2013-04-26 18:04:38,1.0,"43.70693121,-72.28557612"
u19,2013-04-29 00:02:59,2.0,"43.70670747,-72.28550624"
u19,2013-04-29 20:00:01,3.0,"43.70581683,-72.28726988"
u19,2013-05-01 09:28:03,2.0,"43.70101204,-72.28677708"
u19,2013-05-02 06:54:17,2.0,"43.70687527,-72.28550074"
u19,2013-05-03 05:03:29,1.0,"43.70607849,-72.28457859"
u19,2013-05-06 07:31:51,1.0,"43.70706627,-72.28596306"
u19,2013-05-09 22:03:11,2.0,"43.70154413,-72.28815252"
u19,2013-05-07 04:18:44,3.0,"43.70702708,-72.28740368"
u19,2013-05-15 02:31:56,1.0,"43.70120165,-72.28667414"
u19,2013-05-08 04:51:02,2.0,"43.70688839,-72.28766405"
u19,2013-05-08 08:00:08,3.0,"43.70745002,-72.28629793"
u19,2013-05-14 08:15:23,1.0,"43.70650157,-72.28532126"
u19,2013-05-16 07:29:55,3.0,"43.70599455,-72.28837514"
u19,2013-05-04 02:48:55,1.0,"43.70705362,-72.28594706"
u19,2013-05-07 19:10:01,3.0,Unknown
u19,2013-05-09 04:16:39,2.0,"43.70672146,-72.28713321"
u19,2013-05-05 07:54:12,1.0,"43.70691192,-72.28587513"
u19,2013-05-15 19:14:20,4.0,"43.70246446,-72.28774351"
u19,2013-05-08 18:00:21,1.0,"43.70702352,-72.28600841"
u19,2013-05-13 20:27:19,2.0,"43.70670191,-72.28568105"
u19,2013-05-16 02:18:27,1.0,"43.70246446,-72.28774351"
u19,2013-05-17 02:07:40,3.0,"43.70125983,-72.28646689"
u19,2013-05-12 09:06:17,4.0,"43.70701211,-72.28611727"
u19,2013-05-17 07:25:46,3.0,"43.70714135,-72.28594665"
u19,2013-05-19 19:25:04,4.0,"43.70669977,-72.28545979"
u19,2013-05-18 03:58:01,3.0,"43.70161344,-72.28714129"
u19,2013-05-20 08:26:20,4.0,"43.70754131,-72.28597491"
u19,2013-05-20 19:43:56,1.0,"43.70708213,-72.2859049"
u19,2013-05-21 09:12:30,1.0,"43.70712264,-72.28701115"
u19,2013-05-21 06:01:30,1.0,"43.70708213,-72.2859049"
u19,2013-05-22 04:13:29,1.0,"43.70703895,-72.28583916"
u19,2013-05-21 19:14:56,1.0,"43.70703895,-72.28583916"
u19,2013-05-22 19:19:53,4.0,"43.70693856,-72.28579217"
u19,2013-05-22 08:10:55,4.0,"43.7040776,-72.29042456"
u19,2013-05-23 07:43:49,2.0,"43.70693856,-72.28579217"
u19,2013-05-24 04:49:10,1.0,"43.70722775,-72.28725812"
u19,2013-05-23 19:22:13,3.0,"43.70707614,-72.28631854"
u19,2013-05-24 20:04:12,4.0,Unknown
u19,2013-05-25 04:07:36,1.0,"43.70694759,-72.28585767"
u19,2013-05-25 08:23:25,3.0,"43.70744109,-72.28667853"
u19,2013-05-31 07:12:40,5.0,"43.70696465,-72.28583899"
u19,2013-05-26 09:53:09,2.0,"43.70709334,-72.28524117"
u19,2013-05-29 18:31:45,4.0,"43.70689977,-72.28714289"
u19,2013-06-01 07:06:41,4.0,"43.70717259,-72.2867125"
u20,2013-03-27 23:02:28,4.0,Unknown
u20,2013-03-27 23:02:28,4.0,Unknown
u20,2013-03-29 05:55:38,1.0,Unknown
u20,2013-03-29 23:13:56,1.0,Unknown
u20,2013-04-03 07:55:14,1.0,"43.70432872,-72.28591216"
u20,2013-04-04 06:59:07,1.0,"43.70438934,-72.28838254"
u20,2013-04-06 06:06:07,1.0,"43.70560445,-72.28333068"
u20,2013-04-07 06:14:26,1.0,"43.70539662,-72.28302349"
u20,2013-04-08 02:41:13,1.0,"43.70541678,-72.28325524"
u20,2013-04-11 23:27:13,2.0,"43.70644022,-72.28264149"
u22,2013-03-31 02:40:52,3.0,"43.70411722,-72.29047127"
u22,2013-03-27 07:35:32,1.0,"43.70665178,-72.28678516"
u22,2013-03-27 22:03:18,1.0,"43.70466197,-72.28980065"
u22,2013-03-28 07:20:12,5.0,"43.70256935,-72.28790785"
